"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,0,-0.050000,-0.290000,0,0,0.080000,0
2021,0,0.260000,0.280000,0,0,0.100000,0
2022,0,0.720000,-0.360000,0,0,0.020000,0
2023,0,1.170000,-0.540000,0,0.030000,0,0
2024,0,-0.100000,0.530000,0,0,-0.010000,0
2025,0,-0.140000,0.460000,0,-0.190000,0,0
