"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,2.155248,0.002626,0.000020,0.000048,0.000007,2.152547
1991,2.155467,0.002712,0.000020,0.000048,0.000007,2.152681
1992,2.155469,0.002697,0.000020,0.000048,0.000007,2.152698
1993,2.155671,0.002883,0.000020,0.000048,0.000007,2.152713
1994,2.155693,0.003019,0.000020,0.000048,0.000007,2.152600
1995,2.155758,0.003082,0.000020,0.000048,0.000007,2.152601
1996,2.155710,0.002922,0.000020,0.000048,0.000007,2.152714
1997,2.156067,0.003263,0.000020,0.000048,0.000007,2.152730
1998,2.155771,0.002976,0.000020,0.000048,0.000007,2.152721
1999,2.156455,0.003627,0.000020,0.000048,0.000007,2.152754
2000,2.156063,0.003261,0.000020,0.000048,0.000007,2.152728
2001,2.157878,0.005102,0.000020,0.000048,0.000007,2.152701
2002,2.159243,0.006454,0.000020,0.000048,0.000007,2.152716
2003,2.158251,0.005347,0.000020,0.000048,0.000007,2.152830
2004,2.158163,0.005273,0.000020,0.000048,0.000007,2.152816
2005,2.160544,0.007542,0.000020,0.000048,0.000007,2.152927
2006,2.159741,0.006825,0.000020,0.000048,0.000007,2.152841
2007,2.159213,0.006318,0.000020,0.000048,0.000007,2.152821
2008,2.160520,0.007765,0.000020,0.000048,0.000007,2.152681
2009,2.159846,0.007083,0.000020,0.000048,0.000007,2.152689
2010,2.160300,0.007615,0.000020,0.000048,0.000007,2.152611
2011,2.159467,0.006839,0.000020,0.000048,0.000007,2.152554
2012,2.162092,0.009386,0.000020,0.000048,0.000007,2.152632
2013,2.162370,0.009782,0.000020,0.000048,0.000007,2.152513
2014,2.162710,0.010207,0.000020,0.000048,0.000007,2.152429
2015,2.163535,0.011003,0.000020,0.000048,0.000007,2.152459
2016,2.164083,0.011546,0.000020,0.000048,0.000007,2.152462
2017,2.164633,0.012029,0.000020,0.000048,0.000007,2.152530
2018,2.164109,0.011493,0.000020,0.000048,0.000007,2.152542
2019,2.165148,0.012564,0.000020,0.000048,0.000007,2.152509
2020,2.164571,0.012008,0.000020,0.000048,0.000007,2.152489
2021,2.167495,0.014906,0.000020,0.000048,0.000007,2.152515
2022,2.168309,0.015654,0.000020,0.000048,0.000007,2.152581
