"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,,0.001200,0.003800,0.000200
1962,,0.001900,0.003400,0.000100
1963,,0.001400,0.005800,0.000400
1964,,0.000900,0.010800,0.000200
1965,,0.000900,0.010800,0.000200
1966,,0.001021,0.024400,0.000200
1967,,0.001437,0.035800,0.000800
1968,,0.001332,0.029200,0.000500
1969,,0.000621,0.030800,0.000700
1970,,0.001248,0.052000,0.000200
1971,,0.001248,0.048200,0.000200
1972,,0.001248,0.028200,0.000200
1973,,0.001248,0.077200,0.000200
1974,,0.001248,0.091400,0.000200
1975,,0.001248,0.065200,0.000200
1976,,0.000100,0.065200,
1977,,,0.065200,
1978,,,0.045400,
1979,,,0.041600,
1980,,,0.042000,
1981,,,0.042600,
1982,,,0.045000,
1983,,,0.063200,
1984,,,0.049400,
1985,,,0.075000,
1986,,,0.074600,
1987,,,0.194600,
1988,,,0.148800,
1989,,,0.106400,
1990,,,0.114000,
1991,,,0.111600,
1992,0.000513,0.000057,0.086794,
1993,0.000294,0.000759,0.107576,
1994,0.000294,0.000759,0.103356,0
1995,0,0.000759,0.112600,0
1996,0,0.000100,0.134200,0
1997,0,0.000100,0.122000,0
1998,0,0.000100,0.154400,0
1999,0,0,0.180596,0.084000
2000,0,0,0.135004,0.037000
2001,0,0,0.137600,0.037000
2002,0,0,0.138800,0.010000
2003,0,0,0.138800,0.010000
2004,0.000001,0.000336,0.141598,0.010000
2005,0.000001,0.000336,0.141598,0.010000
2006,0.000001,0.000336,0.141598,0.010000
2007,0.000405,0.000753,0.141598,0
2008,0.000174,0.002516,0.202194,0.000115
2009,0.000555,0.000478,0.244176,0.000001
2010,0.002461,0.000815,0.196256,0.001047
2011,0.000316,0.000435,0.163974,0.000001
2012,0.000125,0.001706,0.159616,0.000105
2013,0.000080,0.001142,0.175250,0.000088
2014,0.000278,0.002976,0.215328,0.000106
2015,0.000033,0.001401,0.210898,0.000368
2016,0.000659,0.003891,0.223714,0.000350
2017,0.000286,0.005723,0.302538,0.000741
2018,0.000516,0.006448,0.293042,0.003080
2019,0.000394,0.006948,0.301006,0.000513
2020,0.000095,0.008116,0.328938,0
2021,0.000615,0.015393,0.365268,0.000002
2022,0.000386,0.016330,0.360114,0.000162
2023,0.000198,0.024541,0.336020,0.000174
