"Year","Living biomass (gains)","Living biomass (losses)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
1990,-32.564925,14.692232,122.630684,12.099561,,29.714777
1991,-32.564925,14.692232,122.630684,12.099561,,29.714777
1992,-32.564925,14.692232,122.630684,12.099561,,29.714777
1993,-32.564925,14.692232,122.630684,12.099561,,29.714777
1994,-32.564925,14.692232,122.630684,12.099561,,29.714777
1995,-32.564925,14.692232,122.630684,12.099561,,29.714777
1996,-32.564925,14.692232,122.630684,12.099561,,29.714777
1997,-32.564925,14.692232,122.630684,12.099561,,29.714777
1998,-32.564925,14.692232,122.630684,12.099561,,29.714777
1999,-32.564925,14.692232,122.630684,12.099561,,29.714777
2000,-32.564925,14.692232,122.630684,12.099561,,29.714777
2001,-32.564925,14.692232,122.630684,12.099561,,29.714777
2002,-32.564925,14.692232,122.630684,12.099561,,29.714777
2003,-32.564925,14.692232,122.630684,12.099561,,29.714777
2004,-32.564925,14.692232,122.630684,12.099561,,29.714777
2005,-32.564925,14.692232,122.630684,12.099561,,29.714777
2006,-32.564925,14.692232,122.630684,12.099561,,29.714777
2007,-32.564925,14.692232,122.630684,12.099561,,29.714777
2008,-32.564925,14.692232,122.630684,12.099561,,29.714777
2009,-32.564925,14.692232,122.630684,12.099561,,29.714777
2010,-32.564925,14.692232,122.630684,12.099561,,29.714777
2011,-32.564925,14.692232,122.630684,12.099561,,29.714777
2012,-32.564925,14.692232,122.630684,12.099561,,29.714777
2013,-32.564925,14.692232,122.630684,12.099561,,29.714777
2014,-32.564925,14.692232,122.630684,12.099561,,29.714777
2015,-32.564925,14.692232,122.630684,12.099561,,29.714777
2016,-32.564925,14.692232,122.630684,12.099561,,29.714777
2017,-32.564925,14.692232,122.630684,12.099561,,29.714777
2018,-32.564925,14.692232,122.630684,12.099561,,29.714777
2019,-32.564925,14.692232,122.630684,12.099561,,29.714777
2020,-32.564925,14.692232,122.630684,12.099561,,29.714777
2021,-32.564925,14.692232,122.630684,12.099561,,29.714777
2022,-32.564925,14.692232,122.630684,12.099561,,29.714777
