"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,2.655741,0.603695,0.385020,1.158692,0.508334,,,
1991,2.740985,0.648286,0.406941,1.148670,0.537088,,,
1992,2.725800,0.696545,0.408378,1.105900,0.514977,,,
1993,2.912960,0.918858,0.421834,1.073161,0.499107,,,
1994,3.049315,1.061921,0.425511,1.066688,0.495196,,,
1995,3.113264,0.934364,0.438368,1.196373,0.544159,,,
1996,2.955402,0.631165,0.516203,1.222277,0.585757,,,
1997,3.299433,0.710605,0.603969,1.345349,0.639511,,,
1998,3.008440,0.718165,0.499662,1.181345,0.609268,,,
1999,3.665412,0.783695,0.749659,1.394736,0.737322,,,
2000,3.743998,0.543668,0.759432,1.268248,1.172651,,,
2001,5.693868,2.429600,0.746358,1.237072,1.280839,,,
2002,7.078808,3.639182,0.698535,1.381405,1.359686,,,
2003,5.977217,3.135116,0.536406,1.015490,1.290205,,,
2004,5.907818,2.913369,0.545013,1.141259,1.308178,,,
2005,8.068072,5.238468,0.388858,1.218948,1.221798,,,
2006,7.343615,4.323324,0.536421,1.271151,1.212720,,,
2007,6.824299,3.931153,0.426953,1.280402,1.185791,,,
2008,8.282649,4.796490,0.576364,1.545238,1.364557,,,
2009,7.658462,3.783115,1.068397,1.533751,1.273199,,,
2010,8.141999,4.483051,0.983012,1.470054,1.205882,,,
2011,8.630344,3.780325,0.897194,1.564710,2.388115,,,
2012,11.247451,5.265798,1.006361,2.315418,2.659874,,,
2013,11.548891,4.922450,1.301350,2.511421,2.813670,,,
2014,12.022907,5.105077,1.388937,2.648569,2.880325,,,
2015,12.909757,4.853721,1.434819,3.099060,3.522157,,,
2016,13.164986,5.016717,1.567173,3.743303,2.837794,,,
2017,13.570297,6.100494,1.340639,3.491179,2.637985,,,
2018,12.991617,5.571739,1.022324,3.874430,2.523124,,,
2019,16.072081,5.952988,1.281889,4.217199,4.620005,,,
2020,15.616466,6.023683,0.646635,4.096315,4.849834,,,
2021,19.577182,6.266533,0.664707,6.616997,6.028945,,,
2022,20.419224,6.376654,0.508613,7.228015,6.305941,,,
