"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1960,,,,,,
1961,0.063300,0.027100,0,0.063300,0.027100,
1962,0.082100,0.034000,0,0.082100,0.034000,
1963,0.094400,0.047000,0,0.094400,0.047000,
1964,0.098600,0.026100,0,0.098600,0.026100,
1965,0.097900,0.051100,0,0.097900,0.051100,
1966,0.106200,0.047800,0,0.106200,0.047800,
1967,0.126800,0.101400,0,0.126800,0.101400,
1968,0.130700,0.111600,0,0.130700,0.111600,
1969,0.145900,0.123400,0,0.145900,0.123400,
1970,0.164800,0.056900,0,0.164800,0.056900,
1971,0.212100,0.121800,0,0.212100,0.121800,
1972,0.277700,0.038500,0,0.277700,0.038500,
1973,0.345000,0.026400,0.004500,0.345000,0.026400,0.004500
1974,0.387000,0.017400,0.015000,0.387000,0.017400,0.015000
1975,0.414000,0.030500,0.001200,0.240000,0.030500,0.001200
1976,0.310000,0.059900,0.001700,0.310000,0.059900,0.001700
1977,0.340000,0.049100,0.000200,0.340000,0.049100,0.000200
1978,0.265000,0.034900,0.000300,0.265000,0.034900,0.000300
1979,0.443400,0.065100,0.000500,0.443400,0.065100,0.000500
1980,0.478000,0.099500,0.000500,0.478000,0.099500,0.000500
1981,0.512000,0.066200,0.001300,0.512000,0.067000,0.001300
1982,0.537000,0.069200,0.000900,0.537000,0.070000,0.000900
1983,0.391000,0.031200,0.000600,0.391000,0.032000,0.000600
1984,0.488000,0.069800,0.001000,0.488000,0.070600,0.001000
1985,0.644000,0.083000,0.042000,0.644000,0.083000,0.042000
1986,0.710000,0.082600,0.041000,0.710000,0.082600,0.041000
1987,0.813000,0.113000,0.083600,0.813000,0.113000,0.083600
1988,0.681000,0.135500,0.076000,0.681000,0.135500,0.076000
1989,0.751000,0.218200,0.032000,0.751000,0.220900,0.070000
1990,0.891000,0.246300,0.026000,0.891000,0.249000,0.064000
1991,0.747000,0.223400,0.026000,0.747000,0.226100,0.064000
1992,1.012200,0.312109,0.041268,1.012200,0.314809,0.079268
1993,1.032000,0.640905,0.027998,1.032000,0.640905,0.027998
1994,1.102000,0.256900,0.088800,1.102000,0.256900,0.088800
1995,1.240000,0.421000,0.097000,1.240000,0.421000,0.097000
1996,1.105000,0.700000,0.037400,1.105000,0.700000,0.037400
1997,1.246000,0.811000,0.048000,1.246000,0.811000,0.048000
1998,1.357000,0.775000,0.057000,1.357000,0.775000,0.057000
1999,1.349000,0.871000,0.078000,1.349000,0.871000,0.078000
2000,1.567000,1.005540,0.065000,1.567000,1.005540,0.065000
2001,1.513000,0.668000,0.163000,1.513000,0.668000,0.163000
2002,1.643000,1.020000,0.174627,1.643000,1.020000,0.174627
2003,1.643000,1.020000,0.174627,1.643000,1.020000,0.174627
2004,1.643000,1.020000,0.174627,1.643000,1.020000,0.174627
2005,1.866000,2.068000,0.174627,1.866000,2.068000,0.174627
2006,1.720000,2.068000,0.174627,1.720000,2.068000,0.174627
2007,2.039000,2.495001,0.195764,2.039000,2.495001,0.195764
2008,2.050000,2.213000,0.269040,2.050000,2.213000,0.269040
2009,2.156000,2.165000,0.228000,2.156000,2.165000,0.228000
2010,2.348000,2.700004,0.274528,2.348000,2.700004,0.274528
2011,2.659000,2.613867,0.310817,2.659000,2.613867,0.310817
2012,2.784000,2.711329,0.362416,2.784000,2.711329,0.362416
2013,2.850000,2.659151,0.369901,2.847201,2.659151,0.369901
2014,2.900002,2.696746,0.329707,2.900002,2.696746,0.329707
2015,2.920011,2.468900,0.475700,2.922130,2.468900,0.475700
2016,2.950010,2.638300,0.733900,3.049790,2.638300,0.733900
2017,2.930012,2.672000,0.835000,3.076852,2.672000,0.835000
2018,2.799991,2.674942,0.959810,2.799991,2.674942,0.959810
2019,2.799970,2.417000,0.882000,2.728739,2.417000,0.882000
2020,2.799970,2.505000,0.816000,2.697762,2.505000,0.816000
2021,2.799970,2.390893,0.741380,2.761460,2.390893,0.741380
2022,2.799970,2.788793,0.962629,2.823768,2.788793,0.962629
2023,2.851460,2.438077,0.868311,2.851460,2.438077,0.868311
