"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,,,7.002030,
200802,,,7.090463,
200803,,,7.121423,
200804,,,5.794420,
200805,,,5.777093,
200806,,,5.404733,
200807,,,4.559346,
200808,,,5.530867,
200809,,,5.520531,
200810,,,5.663343,
200811,,,6.007689,
200812,,,6.077747,
200901,,,6.191482,
200902,,,5.584476,
200903,,,5.851263,
200904,,,4.461293,
200905,,,4.561069,
200906,,,4.790864,
200907,,,5.077097,
200908,,,5.436961,
200909,,,4.812459,
200910,,,5.034657,
200911,,,6.217976,
200912,,,7.405895,
201001,,,7.638296,
201002,,,6.300732,
201003,,,6.595339,
201004,,,5.615736,
201005,,,4.919631,
201006,,,4.753686,
201007,,,5.418915,
201008,,,5.758611,
201009,,,5.256374,
201010,,,6.490548,
201011,,,5.885571,
201012,,,8.440895,
201101,,,9.367415,
201102,,,8.472980,
201103,,,8.402155,
201104,,,6.929145,
201105,,,5.199788,
201106,,,4.877050,
201107,,,5.987374,
201108,,,6.025385,
201109,,,5.995170,
201110,,,7.190281,
201111,,,8.908733,
201112,,,9.898960,
201201,,,10.036635,
201202,,,9.169229,
201203,,,8.860555,
201204,,,5.507614,
201205,,,5.187646,
201206,,,5.394878,
201207,,,6.614084,
201208,,,6.035663,
201209,,,6.423442,
201210,,,6.053703,
201211,,,7.568440,
201212,,,9.769937,
201301,,6.313986,9.716824,
201302,,6.176120,7.993616,
201303,,5.610739,7.923608,
201304,,7.467489,6.393534,
201305,,7.848625,5.840068,
201306,,7.388628,5.767112,
201307,,7.778482,6.144784,
201308,,7.754269,5.800342,
201309,,7.578105,6.194004,
201310,,6.982769,6.734927,
201311,,6.988941,8.237169,
201312,,7.698346,10.611783,
201401,,6.810357,9.816771,
201402,,6.249089,8.737049,
201403,,7.541596,8.675765,
201404,,7.451349,6.955908,
201405,,7.770023,6.637090,
201406,,8.905663,6.252589,
201407,,8.605069,6.723018,
201408,,8.557245,6.707822,
201409,,8.531772,6.866181,
201410,,8.154874,6.080784,
201411,,7.586559,9.440968,
201412,,8.150744,10.169480,
201501,,7.930880,10.459421,
201502,,7.158896,9.827741,
201503,,8.660235,8.574305,
201504,,8.770382,7.289146,
201505,,9.495866,5.808144,
201506,,9.575215,5.625281,
201507,,10.222615,5.574215,
201508,,10.445779,6.545563,
201509,,9.702694,5.761840,
201510,,9.705597,6.563253,
201511,,8.132195,8.222208,
201512,,9.041551,11.208215,
201601,,7.839342,11.125983,
201602,,7.905653,8.476407,
201603,,9.322907,8.005510,
201604,,9.567463,6.157101,
201605,,10.427816,5.494858,
201606,,9.908590,5.434367,
201607,,9.740398,5.517310,
201608,,11.174099,6.691848,
201609,,10.657591,4.673243,
201610,,10.561654,6.486419,
201611,,9.633853,9.367885,
201612,,9.835221,11.743172,
201701,14.057632,8.537968,12.222695,
201702,12.975566,7.720211,10.568266,
201703,11.746775,9.779132,9.592769,
201704,9.904172,9.375560,8.007774,
201705,9.760676,10.847892,6.025492,
201706,12.067610,10.999294,5.895232,
201707,14.300660,11.893018,7.547660,
201708,14.994059,12.041364,6.836287,
201709,13.738874,11.429642,6.629734,
201710,16.411056,11.384502,7.319430,
201711,15.625203,9.566796,11.328949,
201712,14.262058,10.886393,10.790789,
201801,14.035373,9.088751,12.393033,
201802,12.990531,8.659563,10.115041,
201803,12.782229,10.466185,8.739088,
201804,11.935741,9.771685,6.687153,
201805,13.173731,10.904905,6.192037,
201806,13.337389,10.352606,4.664981,
201807,14.257505,12.912575,6.983884,
201808,13.810835,12.067021,5.617089,
201809,14.431583,10.397270,6.232550,
201810,15.302267,10.239634,7.009317,
201811,14.470386,10.116504,8.022294,
201812,13.575516,8.716362,11.981531,
201901,13.572024,8.661576,11.345432,
201902,13.230033,9.043522,8.983105,
201903,12.689788,9.937235,8.940960,
201904,10.728199,9.375107,6.867170,
201905,11.031407,10.233644,4.708027,
201906,11.368695,9.818593,3.968127,
201907,15.113518,11.187664,5.553531,
201908,14.604170,12.300267,4.833640,
201909,15.814691,11.326567,4.782941,
201910,15.926306,11.320422,5.365572,
201911,16.509338,9.568296,7.252417,
201912,15.525169,9.327557,10.566286,
202001,13.337183,9.414778,12.565069,
202002,12.181501,9.188144,10.378696,
202003,11.758764,9.372075,7.794329,
202004,8.304273,6.553435,4.997966,
202005,8.416569,7.433857,3.560484,
202006,12.547412,10.520271,4.624456,
202007,14.264584,11.330412,5.184685,
202008,14.576529,10.868960,5.243945,
202009,14.767491,10.606109,6.130178,
202010,14.317911,9.710469,6.613232,
202011,15.002638,9.704185,10.022025,
202012,15.441855,8.178879,11.739786,
202101,14.054425,7.492172,12.252876,
202102,12.848082,6.907344,10.583092,
202103,13.003291,9.199020,12.295846,
202104,11.822163,9.164568,8.319643,
202105,11.848445,8.619462,6.034436,
202106,12.687101,11.271717,7.054442,
202107,13.141108,12.672157,7.111219,
202108,14.433537,12.026281,7.965981,
202109,14.124864,11.509417,7.628209,
202110,12.183959,12.157284,8.802458,
202111,14.597656,10.982056,9.993259,
202112,15.256219,10.892320,12.388917,
202201,14.428167,9.185279,13.211020,
202202,13.230713,9.323056,11.362470,
202203,12.338153,9.726374,12.868466,
202204,11.490241,10.258813,6.836076,
202205,10.938849,11.209728,5.656230,
202206,12.315129,10.778334,5.453195,
202207,12.649282,11.301412,5.123160,
202208,14.112117,12.136941,6.492881,
202209,13.659077,11.338782,5.794040,
202210,14.012104,11.821366,6.052533,
202211,13.732012,10.567207,4.950151,
202212,15.331272,11.447083,10.678728,
202301,12.599377,9.716338,12.348593,
202302,10.657846,9.400963,11.680102,
202303,11.194551,10.661518,8.936480,
202304,8.933963,10.187543,7.131963,
202305,9.847811,12.052592,6.270427,
202306,11.585890,12.534040,3.924627,
202307,13.717859,13.458007,5.388846,
202308,14.544091,12.884338,6.412093,
202309,13.624779,12.599985,5.574967,
202310,13.526118,11.933316,6.137802,
202311,13.638338,10.494758,8.228225,
202312,14.303383,11.597499,11.060382,
202401,14.017822,10.543984,12.694559,
202402,13.069558,9.428711,9.613221,
202403,12.594047,10.778296,10.404862,
202404,9.752961,10.895707,5.016163,
202405,11.651603,12.295743,5.782187,
202406,11.976715,12.955631,4.661339,
202407,14.613237,13.970360,6.620116,
202408,14.420108,13.773746,5.690357,
202409,13.952951,12.554703,5.406915,
202410,14.431925,13.342599,6.848299,
202411,14.541491,11.856102,11.093445,
202412,14.671321,11.857463,14.166175,
202501,13.959292,11.602872,13.562713,
202502,12.666544,10.000837,14.681940,
202503,11.957481,11.867261,10.471006,
202504,10.457926,11.078188,8.671376,
202505,,11.461429,,
202506,,,,
202507,,,,
202508,,,,
202509,,,,
202510,,,,
202511,,,,
202512,,,,
