"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,,,0.054200,0.013500
1962,0.000100,,0.068000,0.067000
1963,0.000950,,0.094000,0.033400
1964,0.000950,,0.052200,0.021900
1965,0.000950,,0.102200,0.076500
1966,0.000950,,0.095600,0.034800
1967,0.000400,,0.202800,0.051700
1968,0.000400,,0.223200,0.075900
1969,0.000400,,0.246800,0.053000
1970,0.000400,,0.113800,0.073500
1971,0.025300,,0.243600,0.048900
1972,0.012000,,0.077000,0.049100
1973,0.017500,,0.052800,0.062000
1974,0.001300,,0.034800,0.052000
1975,0.000300,,0.061000,0.060500
1976,0.005900,,0.119800,0.041500
1977,0.005900,,0.098200,0.043800
1978,0.008500,,0.069800,0.020700
1979,0.008500,,0.130200,0.020800
1980,0.004350,,0.199000,0.008800
1981,0.004350,,0.134000,0.003800
1982,0.007050,,0.140000,0.004000
1983,0.007050,,0.064000,0.004400
1984,0.026550,,0.141200,0.004400
1985,0.058250,,0.166000,0.012700
1986,0.035250,,0.165200,0.067000
1987,0.232650,,0.226000,1.010100
1988,0.079450,,0.271000,0.938400
1989,0.023650,,0.441800,0.467700
1990,0.030350,,0.498000,0.857342
1991,0.030350,,0.452200,0.988908
1992,0.039026,0.059647,0.629618,0.995306
1993,0.148333,0.132574,1.281810,2.607973
1994,0.107400,0.135800,0.513800,1.315200
1995,0.180700,0.139900,0.842000,0.784600
1996,0.191000,0.110000,1.400000,1.249000
1997,0.168000,0.100000,1.622000,1.049000
1998,0.266000,0.118000,1.550000,1.346000
1999,0.307000,0.073000,1.742000,1.430000
2000,0.312000,0.526000,2.011080,1.883000
2001,0.178000,0.136000,1.336000,0.937000
2002,0.196000,0.325000,2.040000,1.061000
2003,0.236363,0.439332,2.040000,1.401000
2004,0.372953,0.705764,2.040000,2.052888
2005,0.469350,1.107426,4.136000,2.303600
2006,0.626000,0.874000,4.136000,2.255000
2007,0.634000,1.075000,4.990002,2.082000
2008,0.667000,0.903000,4.426000,1.349000
2009,0.457000,0.668900,4.330000,0.987000
2010,0.664000,1.016300,5.400008,1.416000
2011,0.909000,1.091110,5.227734,1.315000
2012,0.953000,1.507000,5.422658,1.174000
2013,0.954000,1.320300,5.318302,0.700000
2014,1.126095,0.990064,5.393492,0.578015
2015,1.284000,0.907200,4.937800,0.512500
2016,1.182000,0.880000,5.276600,0.416000
2017,1.171000,0.723100,5.344000,0.201000
2018,0.819000,0.427568,5.349884,0.102680
2019,0.442000,0.275342,4.834000,0.059030
2020,0.436000,0.303187,5.010000,0.044000
2021,0.307000,0.224194,4.781786,0.071691
2022,0.400000,0.411300,5.577586,0.115795
2023,0.869566,0.481619,4.876154,0.088430
