"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.005000,,,0.007400
1962,0.002100,0.000100,,0.014500
1963,0.001200,0.000062,,0.021600
1964,0.001300,0.000100,,0.011000
1965,0.004700,0.000046,,0.012900
1966,0.008200,0.000046,,0.014800
1967,0.006500,0.000046,,0.010600
1968,0.009500,0.001000,,0.008300
1969,0.010700,0.001000,,0.010800
1970,0.032400,0.000600,,0.020100
1971,0.067200,0.000400,,0.034900
1972,0.059000,0.000400,,0.034100
1973,0.046000,0.001100,0.009000,0.029400
1974,0.069300,0.000200,0.030000,0.012100
1975,0.009700,0.000200,0.002400,0.019300
1976,0.002100,0.000200,0.003400,0.011300
1977,0.000800,0.000200,0.000400,0.008900
1978,0.001600,0.000200,0.000600,0.005100
1979,0.003700,0.000200,0.001000,0.003700
1980,0.006500,0.000200,0.001000,0.004800
1981,0.016100,0.000300,0.002600,0.036900
1982,0.043400,0.002000,0.001800,0.042400
1983,0.091200,0.003000,0.001200,0.045900
1984,0.072800,0.001500,0.002000,0.119800
1985,0.047900,0.001500,0.084000,0.091400
1986,0.016500,0.000700,0.082000,0.048600
1987,0.068100,0.000700,0.167200,0.023600
1988,0.068900,0.003800,0.152000,0.035000
1989,0.035200,0.003100,0.140000,0.017900
1990,0.043200,0.007400,0.128000,0.011543
1991,0.043200,0.007400,0.128000,0.002958
1992,0.048348,0.017951,0.158536,0.003701
1993,0.052300,0.006667,0.055996,0.006125
1994,0.131700,0.045067,0.177600,0.008200
1995,0.154000,0.059100,0.194000,0.056000
1996,0.023000,0.046200,0.074800,0.022400
1997,0.028000,0.042000,0.096000,0.020000
1998,0.015000,0.040000,0.114000,0.093000
1999,0.036000,0.049000,0.156000,0.005000
2000,0.043000,0.057000,0.130000,0.004000
2001,0.168000,0.159000,0.326000,0.008000
2002,0.158562,0.215000,0.349254,0.009002
2003,0.099714,0.308606,0.349254,0.068567
2004,0.057000,0.384594,0.349254,0.036509
2005,0.122010,0.492994,0.349254,0.009693
2006,0.044000,0.541000,0.349254,0.002781
2007,0.076000,0.829000,0.391528,0.011000
2008,0.028000,0.760000,0.538080,0.004860
2009,0.039000,0.765700,0.456000,0.013017
2010,0.040820,0.914085,0.549056,0.007412
2011,0.029000,0.973500,0.621634,0.003800
2012,0.024000,0.926300,0.724832,0.006300
2013,0.025477,0.776739,0.739802,0.003633
2014,0.024992,1.047761,0.659414,0.000437
2015,0.022661,1.034900,0.951400,0.001505
2016,0.023610,1.182000,1.467800,0.009800
2017,0.023762,1.700158,1.670000,0.024000
2018,0.054329,1.805648,1.919620,0.053200
2019,0.135303,2.087053,1.764000,0.068042
2020,0.143043,2.356203,1.632000,0.033000
2021,0.308518,2.970141,1.482760,0.079000
2022,0.260221,2.863763,1.925258,0.054879
2023,0.190452,3.015383,1.736622,0.026398
