"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,1.833975,0.324042,0.000317,1.185042,0.321210,0.003364
1991,1.871117,0.313688,0.000299,1.222871,0.332464,0.001795
1992,1.866715,0.315135,0.000314,1.204804,0.343724,0.002738
1993,1.851836,0.307902,0.000314,1.184498,0.355647,0.003474
1994,1.841853,0.291505,0.000316,1.174180,0.367156,0.008697
1995,1.815259,0.297324,0.000302,1.134254,0.381612,0.001767
1996,1.829290,0.297073,0.000326,1.131585,0.396840,0.003466
1997,1.788939,0.316890,0.000343,1.050922,0.419301,0.001483
1998,1.795532,0.324647,0.000324,1.038132,0.430821,0.001607
1999,1.850907,0.360507,0.000305,1.039400,0.449307,0.001388
2000,1.846819,0.379082,0.000353,0.994489,0.466501,0.006394
2001,1.808366,0.346812,0.000334,0.974256,0.485152,0.001812
2002,1.712932,0.335426,0.000297,0.872830,0.502039,0.002340
2003,1.809245,0.327557,0.000325,0.962442,0.517091,0.001830
2004,1.830905,0.326918,0.000333,0.966512,0.535797,0.001344
2005,1.903539,0.351952,0.000375,1.002009,0.548434,0.000769
2006,1.957390,0.362587,0.000352,1.026969,0.565345,0.002136
2007,2.061966,0.446850,0.000367,1.037248,0.574290,0.003211
2008,2.098984,0.508633,0.000381,1.002293,0.579469,0.008209
2009,2.074770,0.515569,0.000359,0.977654,0.579895,0.001292
2010,2.146069,0.514943,0.000409,1.042668,0.587122,0.000927
2011,2.245923,0.529870,0.000445,1.116309,0.598289,0.001011
2012,2.400624,0.551337,0.000515,1.254997,0.590871,0.002903
2013,2.352300,0.489895,0.000533,1.303805,0.554946,0.003121
2014,2.420271,0.561245,0.000555,1.310018,0.547614,0.000839
2015,2.163057,0.303345,0.000600,1.290808,0.567458,0.000846
2016,2.291351,0.441568,0.000688,1.293389,0.553299,0.002407
2017,2.332933,0.368829,0.000654,1.426235,0.534910,0.002306
2018,2.485371,0.401042,0.000686,1.535199,0.547766,0.000680
2019,2.607643,0.495721,0.000637,1.580339,0.529019,0.001927
2020,2.629293,0.456006,0.000621,1.636654,0.531661,0.004351
2021,2.667858,0.519197,0.000669,1.645045,0.475076,0.027872
2022,2.570831,0.513321,0.000590,1.559047,0.495283,0.002589
2023,2.380604,0.437696,0.000579,1.514229,0.425576,0.002524
