"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.759000,0.042000,0.126600,8.781000
1962,1.107000,0.045000,0.164200,8.913000
1963,1.142000,0.057400,0.188800,9.989000
1964,1.335000,0.064100,0.197200,12.236000
1965,1.375000,0.070800,0.195800,14.382000
1966,1.808000,0.067000,0.212400,14.887000
1967,1.926000,0.109000,0.253600,14.913000
1968,2.059000,0.143000,0.261400,16.160000
1969,2.278000,0.152000,0.291800,18.001000
1970,2.325000,0.165000,0.329600,17.541000
1971,2.222000,0.173000,0.424200,16.910000
1972,2.366000,0.196000,0.555400,18.304000
1973,2.483000,0.218000,0.690000,17.473000
1974,2.471000,0.258000,0.774000,18.675000
1975,2.498000,0.325000,0.480000,18.518000
1976,2.987000,0.390000,0.620000,21.297000
1977,3.192000,0.452000,0.680000,21.257000
1978,4.650000,0.531000,0.530000,21.320000
1979,4.650000,0.540000,0.886800,22.676000
1980,4.650000,0.436000,0.956000,22.575000
1981,4.633000,0.436000,1.024000,21.878000
1982,4.424000,0.434000,1.074000,21.878000
1983,4.343000,0.469000,0.782000,20.841000
1984,4.923000,0.681000,0.976000,19.703000
1985,4.923000,0.771000,1.288000,16.303000
1986,4.923000,0.771000,1.420000,17.922000
1987,4.923000,0.771000,1.626000,16.809000
1988,4.923000,0.771000,1.362000,16.784000
1989,4.923000,0.771000,1.502000,15.524000
1990,4.923000,0.771000,1.782000,15.756000
1991,4.928000,0.771000,1.494000,15.252000
1992,4.891000,1.121000,2.024400,16.953000
1993,5.241000,1.055000,2.064000,18.877000
1994,4.037000,1.095000,2.204000,16.845000
1995,4.331000,1.449000,2.480000,19.279000
1996,4.268000,1.555000,2.210000,19.411000
1997,3.833000,2.368000,2.492000,18.050000
1998,4.891000,1.932000,2.714000,17.668000
1999,5.039000,2.026000,2.698000,16.608300
2000,5.528000,2.353000,3.134000,15.939300
2001,5.036000,2.085000,3.026000,15.337200
2002,5.579000,2.654000,3.286000,16.122000
2003,5.615000,3.131000,3.286000,15.810000
2004,6.215000,3.763000,3.286000,16.503000
2005,6.445000,4.696000,3.732000,16.185000
2006,6.471000,4.905000,3.440000,18.084000
2007,6.599000,5.364000,4.078000,18.319000
2008,6.175000,5.518000,4.100000,19.420000
2009,5.853000,5.400000,4.312000,19.300000
2010,6.243000,6.510000,4.696000,20.597000
2011,6.461000,7.320000,5.318000,21.039000
2012,6.682000,7.981000,5.568000,21.959000
2013,6.405000,8.716000,5.694402,20.858000
2014,6.635000,9.550000,5.800004,22.835000
2015,7.772000,9.344000,5.844260,24.641800
2016,8.499000,9.486000,6.099580,25.936000
2017,8.116000,9.272000,6.153704,24.805000
2018,8.205000,9.512000,5.599982,28.154000
2019,8.205000,9.512000,5.457478,28.450000
2020,9.375000,9.021000,5.395524,28.703000
2021,11.193000,11.200000,5.522920,35.248000
2022,9.770000,12.570000,5.647536,35.435000
2023,9.425000,12.944000,5.702920,27.717040
