"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,138.272776,40.221523,37.156775,26.912190,33.982288,,,
1991,142.891600,41.780093,40.329157,25.618768,35.163583,,,
1992,149.322754,46.330215,39.319013,26.309290,37.364236,,,
1993,155.840015,45.715905,39.981305,32.074902,38.067903,,,
1994,152.331830,51.885944,35.871786,30.574154,33.999945,,,
1995,165.558591,53.570776,39.989747,34.041119,37.956950,,,
1996,183.403033,57.742389,50.579406,36.195153,38.886086,,,
1997,195.076714,62.687581,56.021236,34.620955,41.746942,,,
1998,194.488730,68.399948,55.462554,32.718118,37.908111,,,
1999,191.382365,73.535260,47.358925,34.553190,35.934990,,,
2000,212.866675,80.594274,57.927946,36.408356,37.936099,,,
2001,196.714556,83.121024,45.650347,36.401387,31.541798,,,
2002,203.419120,77.059601,57.104397,36.177701,33.077422,,,
2003,218.082921,77.257892,66.673187,37.768232,36.383609,,,
2004,223.896124,78.351504,63.848001,41.986935,39.709684,,,
2005,240.999368,93.169783,62.996397,41.980248,42.852940,,,
2006,256.740078,98.947447,70.074751,45.361156,42.356724,,,
2007,285.492872,116.200811,71.863873,52.036065,45.392122,,,
2008,280.880349,120.808900,47.348776,48.110876,64.611796,,,
2009,286.024777,120.733197,46.220180,47.855357,71.216042,,,
2010,280.931421,115.230891,52.334763,45.346221,68.019546,,,
2011,301.487062,126.739611,52.588676,47.339272,74.819502,,,
2012,313.445421,128.002788,61.059669,62.456281,61.926683,,,
2013,301.437066,123.008044,52.977001,68.786525,56.665495,,,
2014,317.637748,133.377009,54.436393,73.474489,56.349856,,,
2015,340.059218,136.129831,59.581492,75.712565,68.635330,,,
2016,354.906247,144.829534,60.065197,81.749232,68.262282,,,
2017,376.770946,155.752669,60.172581,84.669817,76.175879,,,
2018,369.571740,158.482377,61.207449,84.518282,65.363633,,,
2019,358.859767,149.559806,56.320550,82.333821,70.645590,,,
2020,361.818708,141.934015,62.182326,80.585216,77.117151,,,
2021,396.181969,159.385866,68.880054,91.086562,76.829487,,,
2022,389.700603,155.973491,65.534876,91.866071,76.326165,,,
2023,390.097754,154.263127,61.866021,99.334074,74.634532,,,
2024,408.246733,161.355288,66.752714,102.871336,77.267396,,,
