"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,162.494720,155.053986,51.260128,22.184914,0.424662,-66.428971
1991,169.008316,161.583280,52.343962,21.991985,0.500272,-67.411182
1992,175.258572,167.591055,52.194146,22.453976,0.466832,-67.447437
1993,183.350770,174.630762,51.756993,23.157075,0.466195,-66.660254
1994,175.619580,170.938266,51.331296,20.955149,0.416650,-68.021782
1995,189.476034,185.036682,50.780877,21.222942,0.367648,-67.932115
1996,209.578994,203.535162,51.126359,21.819280,0.381520,-67.283327
1997,217.191289,215.842610,50.051788,21.381664,0.382123,-70.466895
1998,218.617842,216.019204,50.287013,22.527005,0.381648,-70.597029
1999,215.490166,211.696115,51.850650,22.793657,0.381533,-71.231789
2000,239.338408,233.402268,51.603000,22.025311,0.486525,-68.178697
2001,217.922945,217.309438,50.663273,20.090976,0.593596,-70.734338
2002,224.139406,224.634679,47.983077,20.082843,0.767555,-69.328748
2003,241.908559,240.170090,50.715226,21.338510,0.965235,-71.280502
2004,252.838514,248.146781,51.310046,22.058278,1.227072,-69.903662
2005,273.529796,267.879688,53.375649,23.098732,1.420711,-72.244985
2006,294.618024,285.527772,54.837477,24.242926,1.615279,-71.605428
2007,328.109912,316.553187,57.767324,23.813462,1.960485,-71.984546
2008,328.011945,312.516778,58.678011,22.608592,2.103099,-67.894535
2009,331.774833,318.655829,58.202666,23.629654,2.122339,-70.835655
2010,334.285778,318.554307,60.203280,24.445596,3.204030,-72.121435
2011,360.189308,343.876112,63.020867,25.415567,3.536334,-75.659571
2012,382.746096,358.360363,67.300919,26.384369,4.205426,-73.504980
2013,371.931080,350.183301,65.925243,27.997420,4.345198,-76.520082
2014,390.385340,366.456775,67.899387,28.220660,4.767170,-76.958652
2015,410.970014,389.896305,60.762153,28.683217,4.590341,-72.962002
2016,434.492293,408.756504,64.186697,30.529999,4.808788,-73.789694
2017,459.033218,433.253891,65.424622,31.500729,4.978502,-76.124527
2018,462.978896,427.531445,69.640825,31.501103,4.794014,-70.488491
2019,454.321360,407.722643,72.765448,32.829870,5.423225,-64.419827
2020,476.216845,418.520483,73.135281,36.114789,6.192434,-57.746141
2021,527.278978,458.924412,73.620474,35.848734,6.899538,-48.014180
2022,505.040287,445.117530,71.536127,34.240266,10.400140,-56.253775
2023,485.922589,445.055950,64.982877,35.205973,9.913290,-69.235501
2024,517.427673,467.814156,70.872171,36.125862,9.709150,-67.093666
