"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,83.899417,6.552820,3.569230,68.704511,4.890096,0.182760
1991,83.089024,6.540048,2.848867,68.624876,4.974831,0.100403
1992,84.887549,6.671862,3.217165,69.820111,5.022846,0.155566
1993,87.584547,7.587981,3.147732,71.602531,5.046943,0.199361
1994,79.568037,7.501845,2.175978,64.212416,5.185795,0.492003
1995,80.198637,7.854456,3.369884,63.567142,5.295093,0.112062
1996,82.545797,8.330603,3.407803,65.384354,5.214145,0.208893
1997,80.788315,8.448929,3.487939,63.620298,5.128360,0.102789
1998,85.119051,8.323279,3.319295,68.003870,5.361123,0.111484
1999,86.118733,8.309694,3.095932,69.180579,5.427594,0.104934
2000,83.496150,8.483545,2.842672,66.300796,5.487368,0.381769
2001,75.942793,7.920016,2.474395,59.942203,5.478389,0.127790
2002,75.943663,8.037980,2.790270,59.405118,5.550945,0.159350
2003,80.659004,9.280622,2.529765,63.128493,5.583800,0.136324
2004,83.352282,10.067040,2.403882,65.119884,5.647978,0.113498
2005,87.249331,10.474395,4.539556,66.401827,5.749249,0.084303
2006,91.649133,11.254862,5.651415,68.753734,5.822726,0.166395
2007,90.098259,12.663868,5.123883,66.194869,5.879503,0.236137
2008,85.832402,13.611366,4.943701,60.930480,5.829893,0.516962
2009,89.312779,14.011752,4.496372,64.732061,5.928319,0.144275
2010,92.377199,13.256218,5.548404,67.315978,6.126932,0.129666
2011,96.049400,14.138407,5.840699,69.638238,6.290457,0.141599
2012,99.810379,9.817363,5.961008,77.275842,6.509444,0.246722
2013,105.916531,9.890296,5.993543,83.192198,6.574604,0.265890
2014,106.631991,10.632506,6.067713,83.130920,6.661916,0.138936
2015,108.385613,12.495794,4.880685,83.978600,6.883475,0.147058
2016,115.443603,13.020976,4.091087,91.244143,6.851336,0.236061
2017,119.103248,13.798249,3.877564,94.132962,7.061899,0.232573
2018,119.014960,12.480333,6.118127,93.083080,7.190547,0.142873
2019,124.105425,11.856539,6.768924,98.035857,7.224984,0.219122
2020,136.643138,12.562690,6.730818,109.258886,7.729828,0.360916
2021,136.940440,14.930182,6.789034,105.713783,7.845242,1.662198
2022,129.470714,14.386886,5.963738,100.844939,8.012986,0.262165
2023,133.126259,14.797994,4.658429,105.020711,8.375594,0.273532
2024,136.691648,15.521004,6.077319,105.996465,8.729222,0.367639
