"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,88.482398,132.855213,21.712683,0.459946,0.026145,-66.571589
1991,94.095238,137.494018,23.626595,0.436198,0.026469,-67.488042
1992,100.025732,143.788883,23.315443,0.458750,0.027979,-67.565323
1993,107.820403,150.139764,23.833580,0.626742,0.030675,-66.810359
1994,102.542599,146.953141,23.503884,0.452598,0.028643,-68.395668
1995,117.025403,159.940297,24.644498,0.425923,0.025963,-68.011279
1996,136.099416,177.697788,25.275473,0.534128,0.027773,-67.435745
1997,145.306942,189.156278,26.115113,0.531995,0.039224,-70.535667
1998,145.347626,188.857321,26.480006,0.657912,0.023965,-70.671579
1999,140.397666,185.950305,24.990970,0.733334,0.021506,-71.298449
2000,164.943371,207.376600,25.387219,0.617474,0.020975,-68.458897
2001,146.490499,191.736289,25.025450,0.527074,0.020625,-70.818939
2002,155.198171,198.354887,25.739785,0.526918,0.013089,-69.436508
2003,168.802223,212.617837,26.971672,0.565413,0.015168,-71.367867
2004,178.175407,218.161790,29.345912,0.632183,0.006896,-69.971375
2005,195.590818,235.195436,32.059217,0.613163,0.011872,-72.288870
2006,213.818436,250.830042,34.091594,0.592341,0.013795,-71.709336
2007,244.416147,279.120537,36.849438,0.566303,0.016909,-72.137040
2008,244.255399,273.089847,38.844718,0.564836,0.017378,-68.261379
2009,247.745754,277.614782,40.433087,0.592719,0.015241,-70.910075
2010,246.372568,272.858488,45.039626,0.644984,0.011210,-72.181739
2011,268.150721,293.750729,49.553740,0.557549,0.014093,-75.725391
2012,284.708717,306.622436,51.083741,0.639769,0.014416,-73.651646
2013,273.505381,295.279003,54.089624,0.807301,0.007372,-76.677920
2014,289.437824,311.301031,54.367578,0.787690,0.000477,-77.018951
2015,316.871643,334.592475,54.492161,0.810594,0.001074,-73.024662
2016,334.836855,349.309926,58.149387,1.295348,0.001843,-73.919648
2017,357.003175,370.639433,61.163291,1.449632,0.001536,-76.250716
2018,356.986059,364.115265,62.157468,1.257471,0.001240,-70.545386
2019,343.190799,353.397099,53.035230,1.287936,0.002379,-64.531845
2020,360.556882,355.916245,60.943585,1.657030,0.003622,-57.963600
2021,409.689345,389.793281,67.825428,1.301630,0.004072,-49.235067
2022,388.721782,383.719389,60.254680,1.138115,0.005346,-56.395748
2023,375.677297,383.978106,59.524979,1.547048,0.005817,-69.378652
2024,400.499774,401.988692,64.313683,1.508304,0.003476,-67.314382
