"Year","Coal","Oil","Gas","Cement"
1950,3.154093,0.396095,0.069683,0.163701
1951,3.854528,0.809744,0.051296,0.192617
1952,5.345175,0.777213,0.047659,0.221818
1953,5.155248,1.025920,0.032976,0.258034
1954,4.753188,1.420830,0.047605,0.265153
1955,5.510656,1.344688,0.051296,0.290743
1956,5.638896,1.700096,0.054960,0.290743
1957,6.228800,1.597504,0.058624,0.298011
1958,7.010213,2.007104,0.051276,0.501339
1959,8.108432,2.308320,0.047632,0.526971
1960,8.899856,2.341296,0.047632,0.585120
1961,9.240608,2.473200,0.069616,0.745028
1962,10.464384,2.707696,0.069616,0.923108
1963,11.032304,2.872576,0.095264,1.108457
1964,12.201120,3.238976,0.304112,1.162971
1965,11.673504,4.400464,0.564256,1.206582
1966,11.371532,5.738904,0.813561,1.537591
1967,11.790752,7.489216,0.967296,1.722651
1968,11.913471,8.908535,1.344892,1.973716
1969,11.224395,11.356318,1.689339,2.020943
1970,10.627910,14.258471,1.721861,2.125785
1971,9.475104,17.477280,2.029856,2.492698
1972,9.633639,20.996863,2.341535,2.899476
1973,8.507808,26.021728,2.704032,3.011297
1974,7.950880,25.472128,2.839600,3.047107
1975,8.046144,29.235056,2.817616,3.355246
1976,7.906912,40.487200,3.381872,4.324051
1977,8.097925,44.403011,3.524979,5.104075
1978,9.453120,52.417184,3.499120,5.658203
1979,11.823728,54.681536,3.389200,5.871344
1980,14.758592,58.371184,3.447824,6.937030
1981,13.479199,51.553630,2.945712,7.073359
1982,15.721461,50.520443,2.517046,6.625884
1983,21.430736,51.794304,2.608768,7.304253
1984,25.309820,49.901527,2.634302,7.019285
1985,27.000016,48.247552,2.377936,7.108461
1986,32.924704,51.948192,2.161760,7.298740
1987,36.116048,52.179024,2.191072,7.720054
1988,41.558433,60.512919,2.506257,8.515769
1989,43.684573,68.005482,2.546404,8.889965
1990,40.901484,69.241294,3.433221,9.093000
1991,44.466680,72.532798,5.933523,9.535000
1992,51.695103,72.749108,6.133789,10.333000
1993,56.964777,77.347828,5.855395,11.676000
1994,60.072082,80.438832,7.794086,11.129000
1995,62.469658,86.390728,8.437614,10.930000
1996,70.601879,85.950719,8.861402,10.611000
1997,80.013732,87.286761,10.088507,10.644000
1998,85.370373,90.968316,12.642312,9.975000
1999,87.165617,97.428366,12.684017,9.262000
2000,104.155187,98.384479,13.908334,8.824000
2001,110.988388,94.737231,15.731382,9.086000
2002,119.438656,90.987282,17.492062,9.774000
2003,129.246305,91.148311,18.393384,9.313000
2004,134.813890,92.359820,21.502290,9.546000
2005,137.864662,95.416363,22.349974,9.977000
2006,145.390919,96.566370,23.565711,9.812000
2007,154.614733,90.079176,25.013092,9.484000
2008,148.803662,81.856187,26.936150,8.504000
2009,140.932627,77.525041,26.107332,7.865000
2010,151.221905,78.160955,32.716141,8.105000
2011,154.587514,76.339955,36.269531,8.512000
2012,152.382292,73.150761,38.415948,7.996000
2013,154.454489,72.222895,38.031616,8.030000
2014,155.357096,72.750843,40.124061,7.088000
2015,152.682293,71.719353,43.517353,6.313000
2016,152.786187,75.326977,44.966836,5.395000
2017,156.003844,73.938499,49.525657,5.357000
2018,152.322077,73.363818,51.808105,5.378000
2019,148.310641,69.588549,50.044810,5.508000
2020,144.004637,65.371651,56.321712,5.673197
2021,162.154046,56.083573,58.572381,5.819918
2022,153.929883,51.966450,61.322667,5.456823
2023,145.029228,49.086785,61.061763,4.981808
