"YYYYMM","Natural gas","Oil","Others"
199409,,0.231084,
199410,0.396118,4.627224,
199411,0.428638,7.692444,
199412,0.466385,9.440424,
199501,0.504349,8.375580,
199502,0.495971,6.784020,
199503,0.473472,9.152532,
199504,0.330165,8.993412,
199505,0.368121,8.928180,
199506,0.306682,8.629884,
199507,0.367616,10.803996,
199508,0.267816,10.259928,
199509,0.342645,10.446768,
199510,0.614997,11.465424,
199511,0.780932,10.898244,
199512,0.794721,11.519172,
199601,0.918870,10.786644,
199602,0.804910,9.398376,
199603,0.880485,9.810612,
199604,0.811964,9.419004,
199605,0.685124,7.750440,
199606,0.757438,11.327796,
199607,0.809657,11.223756,
199608,0.751074,3.563892,
199609,0.480197,11.365236,
199610,0.755688,11.302524,
199611,0.747906,11.185956,
199612,0.950826,13.665564,
199701,0.899033,13.182192,
199702,0.849012,11.295756,
199703,0.945123,10.064052,
199704,0.879199,12.312036,
199705,0.917388,12.008916,
199706,0.933436,11.498832,
199707,0.909941,11.522268,
199708,0.876170,13.663188,
199709,0.906604,12.934692,
199710,0.939564,14.119884,
199711,0.868455,13.430304,
199712,0.891427,13.365000,
199801,0.825596,13.181220,
199802,0.796548,12.348936,
199803,0.874794,13.762044,
199804,0.874357,13.441356,
199805,0.743794,13.164984,
199806,0.833711,13.300272,
199807,1.069324,14.868612,
199808,0.343085,2.652444,
199809,0.940279,14.176944,
199810,1.142086,14.652720,
199811,0.964382,13.800636,
199812,1.021127,13.135032,
199901,0.990420,12.744396,
199902,0.865392,10.865808,
199903,0.822666,12.590352,
199904,0.863918,11.401236,
199905,0.775944,7.542396,
199906,0.680143,8.639640,
199907,0.897740,10.656900,
199908,0.880595,11.130156,
199909,0.900160,12.269520,
199910,1.371768,14.652720,
199911,1.275396,11.426940,
199912,1.338665,11.767284,
200001,1.345640,10.354860,
200002,1.228812,10.384452,
200003,1.343124,10.706976,
200004,1.348468,10.182132,
200005,1.163777,9.649044,
200006,0.344114,1.185372,
200007,1.366566,9.686016,
200008,1.298837,9.171648,
200009,1.236491,8.480844,
200010,1.313928,7.778088,
200011,1.082055,7.282872,
200012,1.127231,6.736788,
200101,1.211441,6.963156,
200102,1.072415,6.336540,
200103,1.210417,6.953004,
200104,1.181656,7.284276,
200105,1.075987,7.273296,
200106,1.170975,6.874344,
200107,1.084373,6.880968,
200108,1.137998,6.451164,
200109,1.181275,6.073560,
200110,0.602014,5.854356,
200111,0.555262,5.808384,
200112,0.578349,6.340968,
200201,0.628028,5.134032,
200202,0.666797,5.559084,
200203,0.631946,5.187060,
200204,0.877414,7.145136,
200205,0.864195,7.134228,
200206,0.344267,2.957364,
200207,0.934178,7.532748,
200208,0.244942,1.794384,
200209,0.831964,6.780420,
200210,0.871054,6.917364,
200211,0.794933,6.139044,
200212,0.811577,6.746580,
200301,0.872250,6.791760,
200302,0.799839,6.195060,
200303,0.942713,6.952500,
200304,0.861885,6.623568,
200305,0.798338,6.076404,
200306,0.776692,5.839632,
200307,0.815207,5.985936,
200308,0.764047,5.755104,
200309,0.725299,5.695920,
200310,0.880384,5.566536,
200311,0.828258,5.248476,
200312,0.798226,4.995216,
200401,0.771897,4.840488,
200402,0.854835,4.656312,
200403,0.749688,4.385160,
200404,0,2.559528,
200405,0.059427,4.320684,
200406,0.698002,4.518072,
200407,0.680801,4.558140,
200408,0.348519,4.270932,
200409,0.649402,4.060548,
200410,0.607195,3.809088,
200411,1.303395,3.364452,
200412,1.187111,3.207780,
200501,1.322650,3.107232,
200502,1.198316,3.397644,
200503,1.293199,3.327264,
200504,1.102536,3.415500,
200505,1.386224,3.703032,
200506,1.198342,3.665916,
200507,1.278604,3.120660,
200508,1.334607,3.260628,
200509,1.313216,3.262248,
200510,1.508195,3.479400,
200511,1.450203,3.456360,
200512,1.461502,3.459492,
200601,1.466303,3.222972,
200602,0.328789,2.471940,
200603,1.444876,2.674836,
200604,1.480883,3.458736,
200605,1.569448,4.742280,
200606,0.035273,0.266328,
200607,0.561172,4.192524,
200608,0.803609,4.420476,
200609,1.560456,4.419864,
200610,1.272516,2.510784,
200611,1.439972,4.282236,
200612,1.471615,4.223412,
200701,1.521886,4.250700,
200702,1.250043,3.579984,
200703,0.574619,3.729744,
200704,1.474220,4.171752,
200705,1.514376,4.260960,
200706,0.585482,3.282228,
200707,1.285516,3.259404,
200708,1.011134,3.139812,
200709,1.042018,3.304908,
200710,1.009555,3.337200,
200711,0.668842,3.146976,
200712,0.687849,3.110688,
200801,0.524516,2.703276,
200802,0.421670,2.677428,
200803,0.100919,2.688120,
200804,0,0.480888,
200805,0.588036,3.187512,
200806,0.331287,1.950156,
200807,0.321333,2.008692,
200808,0.297133,2.600964,
200809,0.472680,2.580192,0.004356
200810,0.565919,2.628684,0.016668
200811,0.575982,2.265984,0.018360
200812,0.375910,2.384172,0.013608
200901,0.288943,2.213028,0.010044
200902,0.286806,2.043936,0.008712
200903,0.303152,2.087280,0.009864
200904,0.250931,1.705068,0.008748
200905,0.147968,1.516500,0.001836
200906,0.219083,1.821420,0.002232
200907,0.241381,1.733688,0.002520
200908,0.002830,0.130248,0.000072
200909,0.237251,1.723644,0.008100
200910,0.258006,1.702512,0.008892
200911,0.246475,1.590552,0.008352
200912,0.281213,1.589832,0.009396
201001,0.416320,3.117996,0.013356
201002,0.469501,3.163752,0.015948
201003,0.624233,3.814092,0.021096
201004,0.609355,3.616704,0.021492
201005,0.497550,3.092472,0.016920
201006,0.332611,2.422476,0.008424
201007,0.220061,2.057112,0.003492
201008,0.359357,2.389500,0.009252
201009,0.295658,1.625220,0.010908
201010,0.217770,1.404612,0.007164
201011,0.167547,1.315152,0.006912
201012,0.162730,1.406808,0.006516
201101,0.147659,1.428552,0.005940
201102,0.234369,1.249848,0.009144
201103,0.182577,1.356048,0.006228
201104,0.165043,1.300392,0.002304
201105,0.175304,1.256184,0.001728
201106,0.090529,0.334980,0.000432
201107,0.143559,1.107828,0.001332
201108,0.278470,1.336284,0.002808
201109,0.270103,1.175868,0.006084
201110,0.301009,1.408752,0.006804
201111,0.202194,1.169568,0.002088
201112,0.106012,1.030680,0.002196
201201,0.055893,0.797112,0.001260
201202,0.035977,0.710820,0.001044
201203,0.083986,1.208736,0.002448
201204,0.118827,1.648476,0.001332
201205,0.201520,1.943532,0.003564
201206,0.192109,1.625436,0.005184
201207,0.195729,1.661976,0.002016
201208,0.168813,1.372032,0.004392
201209,0.117257,1.205100,0.003672
201210,0.181359,1.346940,0.008964
201211,0.217217,1.629000,0.010620
201212,0.298841,1.473048,0.012780
201301,0.431431,1.207224,0.018180
201302,0.364843,1.151712,0.014904
201303,0.337781,1.218168,0.010332
201304,0.164720,1.162908,0.006444
201305,0.155537,1.107072,0.005796
201306,0.061232,1.133460,0.002628
201307,0.059400,1.079352,0.002340
201308,0.146924,0.073404,0.000252
201309,0.099599,1.057284,0.006120
201310,0.172243,1.015992,0.007020
201311,0.172979,0.786636,0.005148
201312,0.106255,1.021212,0.007524
201401,0.089131,0.809892,0.006840
201402,0.118338,0.828936,0.009324
201403,0.256482,0.817776,0.011088
201404,0.148485,0.698940,0.010908
201405,0.047321,0.470700,0.003456
201406,0.090703,0.700200,0.004752
201407,0.084981,0.691056,0.006732
201408,0.091618,0.598932,0.007272
201409,0.059066,0.442620,0.003528
201410,0.142514,0.729288,0.005580
201411,0.093498,0.790524,0.007344
201412,0.117563,0.538560,0.005616
201501,0.147444,0.703188,0.003708
201502,0.168181,0.789156,0.003420
201503,0.130103,0.430308,0.002304
201504,0.186780,0.614772,0.004068
201505,0.065881,0.682056,0.004104
201506,0.123084,0.627552,0.005400
201507,0.126286,0.752580,0.008100
201508,0.124752,0.719388,0.008100
201509,0.104403,0.763488,0.006192
201510,0.130288,0.441612,0.008172
201511,0.104886,0.493992,0.007092
201512,0.127918,0.516672,0.005976
201601,0.144860,0.839916,
201602,0.091578,0.663084,
201603,0.125398,0.761256,
201604,0.097882,0.559764,
201605,0.004025,0.045864,
201606,0.052054,0.487692,
201607,0.055527,0.976392,
201608,0.057085,0.811116,
201609,0.061143,0.466956,
201610,0.057741,0.525420,
201611,0.056270,0.753048,
201612,0.092682,0.975960,
201701,0.110606,0.841104,
201702,0.088590,0.520740,
201703,0.100852,0.593676,
201704,0.106792,0.558972,
201705,0.127905,0.486612,
201706,0.098345,0.466560,
201707,0.087508,0.486756,
201708,0.094371,0.465156,
201709,0.094663,0.695592,
201710,0.094111,0.732060,
201711,0.097514,0.590400,
201712,0.095506,0.735444,
201801,0.097267,0.400824,
201802,0.081747,0.297756,
201803,0.095751,0.597204,
201804,0.092054,0.359964,
201805,0.095936,0.381312,
201806,0.086636,0.516744,
201807,0.091504,0.419040,
201808,0.095648,0.663372,
201809,0.068719,0.248364,
201810,0.099676,0.354672,
201811,0.054121,0.487260,
201812,0.036447,0.388080,
201901,0.037137,0.525024,
201902,0.035055,0.367596,
201903,0.038165,0.544608,
201904,0.038074,0.520128,
201905,0.037096,0.361044,
201906,0.020599,0.250668,
201907,0.031107,0.308664,
201908,0.033934,0.634824,
201909,0.031654,0.422856,
201910,0.012192,0.016884,
201911,0.012750,0.114516,
201912,0.032625,0.501012,
202001,0.031614,0.566388,
202002,0.025760,0.419868,
202003,0.028067,0.576864,
202004,0.134423,0.658224,
202005,0.186324,0.562104,
202006,0.172394,0.481752,
202007,0.186365,0.451548,
202008,0.155098,0.472320,
202009,0.204081,0.504504,
202010,0.199935,0.726516,
202011,0.215271,0.623340,
202012,0.278812,0.657252,
202101,0.275025,0.573732,
202102,0.236553,0.490212,
202103,0.305263,0.721872,
202104,0.136083,0.526680,
202105,0.234333,0.543312,
202106,0.318470,0.561132,
202107,0.306875,0.561816,
202108,0.240072,0.616716,
202109,0.297336,0.493020,
202110,0.356605,0.582624,
202111,0.336353,0.524880,
202112,0.357460,0.704412,
202201,0.335079,0.594144,
202202,0.309308,0.448776,
202203,0.343618,0.625788,
202204,0.325745,0.515880,
202205,0.349754,0.511560,
202206,0.335199,0.500004,
202207,0.334074,0.637200,
202208,0.322520,0.577080,
202209,0.339093,0.493848,
202210,0.403708,0.504756,
202211,0.443034,0.593820,
202212,0.454157,0.613476,
202301,0.392912,0.509184,
202302,0.319054,0.418608,
202303,0.376042,0.480384,
202304,0.332665,0.444492,
202305,0,0.001620,
202306,0.073857,0.105984,
202307,0.281925,0.349812,
202308,0.317936,0.330912,
202309,0.341868,0.410472,
202310,0.411290,0.445572,
202311,0.442091,0.468468,
202312,0.446613,0.539784,
202401,0.417758,0.556452,
202402,0.374472,0.532188,
202403,0.358560,0.661068,
202404,0.408846,1.077300,
202405,0.550865,1.274508,
