"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,"NaN",0.040000,-0.050000,-0.020000,"NaN","NaN","NaN"
2021,"NaN",0.070000,0.030000,-0.020000,"NaN","NaN","NaN"
2022,"NaN",0.050000,-0.010000,0.040000,"NaN",0.010000,"NaN"
2023,"NaN",-0.100000,-0.030000,0.010000,"NaN",0.010000,"NaN"
