"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,-0.090000,-1.490000,0.650000,2.730000,0.180000,0.020000,"NaN"
2021,0.930000,3.990000,-0.440000,0.260000,0.270000,-0.010000,"NaN"
2022,1.430000,2.910000,-2.110000,-1.890000,0.040000,-0.010000,"NaN"
2023,0,0.010000,2.020000,1.220000,0.050000,-0.010000,"NaN"
2024,1.380000,-2.180000,-1.480000,1.430000,-0.140000,0.010000,"NaN"
