"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2019,0,9.080000,0,0,0,0,0
2020,0,0.660000,0,0,0,0,0
2021,0,2.380000,0,0,0,0,0
2022,0,2.380000,0,0,0,0,0
2023,0,0.340000,0,0,0,0,0
2024,0,2.210000,0,0,0,0,0
