"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,0.123400,0.008400,0,0.123300,0.008400,0.033700
1962,0.125300,0.005200,0.024900,0.125300,0.005200,0.024900
1963,0.136900,0.010400,0.030500,0.136900,0.010400,0.030500
1964,0.145700,0.010200,0.039100,0.158500,0.010200,0.039100
1965,0.170600,0.011100,0.061300,0.193700,0.011100,0.061400
1966,0.224100,0.002600,0.067700,0.215100,0.002600,0.068700
1967,0.234700,0.006700,0.081100,0.238800,0.006700,0.081700
1968,0.230000,0.007500,0.071900,0.228900,0.007500,0.071900
1969,0.277700,0.009300,0.085900,0.247400,0.009300,0.086000
1970,0.246800,0.011000,0.096500,0.234300,0.011000,0.096500
1971,0.277700,0.010800,0.069800,0.260000,0.010800,0.079100
1972,0.272000,0.011800,0.046500,0.286000,0.011800,0.046900
1973,0.251000,0.018000,0.043500,0.238000,0.018000,0.063800
1974,0.306900,0.007000,0.091800,0.276000,0.007000,0.113400
1975,0.265500,0.007000,0.089866,0.235000,0.007000,0.106400
1976,0.298100,0.013000,0.107660,0.276000,0.013000,0.107500
1977,0.299600,0.036000,0.099552,0.296000,0.036000,0.100300
1978,0.300500,0.032000,0.089970,0.294000,0.032000,0.094600
1979,0.305600,0.054000,0.098100,0.276000,0.054000,0.096800
1980,0.324400,0.054000,0.080400,0.356000,0.054000,0.086600
1981,0.319600,0.051000,0.056300,0.318000,0.051000,0.065300
1982,0.262600,0.029400,0.063900,0.306000,0.029400,0.071200
1983,0.324900,0.058200,0.100700,0.333000,0.058200,0.112600
1984,0.365800,0.039000,0.124400,0.381000,0.039000,0.135600
1985,0.369400,0.035400,0.126700,0.385000,0.035400,0.144300
1986,0.387800,0.030600,0.136700,0.388000,0.030600,0.140600
1987,0.441900,0.042700,0.132700,0.442000,0.042700,0.140000
1988,0.449800,0.042700,0.125600,0.449000,0.042700,0.132100
1989,0.437800,0.065000,0.129200,0.438000,0.065000,0.137200
1990,0.462000,0.073000,0.118000,0.462000,0.073000,0.131000
1991,0.485900,0.073000,0.118400,0.486000,0.073000,0.125100
1992,0.507800,0.174540,0.113800,0.508000,0.174540,0.144452
1993,0.527600,0.177373,0.143300,0.526000,0.177373,0.191389
1994,0.553300,0.193300,0.151700,0.553000,0.193300,0.172500
1995,0.573800,0.239700,0.197033,0.573000,0.239700,0.198000
1996,0.596800,0.268600,0.196082,0.680000,0.268600,0.197100
1997,0.614100,0.361300,0.230785,0.614000,0.361300,0.220000
1998,0.642000,0.373000,0.222446,0.597822,0.373000,0.215001
1999,0.795800,0.260343,0.322458,0.824000,0.308356,0.284600
2000,0.860800,0.261272,0.363654,0.861000,0.309285,0.313400
2001,0.874000,0.342700,0.368825,0.877000,0.342700,0.346200
2002,1.016400,0.443260,0.461061,1.016000,0.322700,0.402200
2003,1.097900,0.461855,0.542143,1.098000,0.348700,0.421400
2004,1.139400,0.660297,0.591989,1.168000,0.451804,0.511171
2005,1.183600,0.684048,0.590090,1.215000,0.357567,0.503268
2006,1.202700,0.642713,0.642670,1.231000,0.468752,0.562695
2007,1.314200,0.730286,0.629255,1.344000,0.545472,0.544920
2008,1.335400,0.730286,0.679221,1.379000,0.505000,0.586420
2009,1.348100,0.672589,0.701086,1.348000,0.455000,0.614025
2010,1.361800,0.837163,0.717375,1.362000,0.601000,0.631780
2011,1.437300,0.772391,0.641764,1.437000,0.550221,0.639533
2012,1.345700,0.790623,0.641763,1.347000,0.581508,0.575046
2013,1.269300,0.798933,0.584798,1.268000,0.612865,0.530955
2014,1.231400,0.766174,0.553205,1.231300,0.568122,0.503528
2015,1.244100,0.763741,0.532735,1.244200,0.611035,0.477003
2016,1.190700,0.752766,0.523999,1.190700,0.603029,0.470146
2017,1.106000,0.823160,0.525736,1.106100,0.644516,0.469238
2018,1.201300,0.914098,0.606806,1.201300,0.713018,0.518892
2019,1.180000,0.835696,0.590422,1.180200,0.647244,0.519945
2020,1.125400,0.766074,0.667743,1.125500,0.590945,0.597291
2021,1.244800,0.824700,0.537700,1.244800,0.667548,0.477342
2022,1.304900,1.042100,0.561900,1.305000,0.653499,0.491283
2023,,,,1.292000,0.408858,0.489724
