"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,0.765100,0.002400,0.068200,0.904000,0.002400,0.068300
1962,0.775800,0.000600,0.047300,1.206000,0.000600,0.049400
1963,0.810200,0.001700,0.046600,0.803300,0.001700,0.046800
1964,1.033000,0.001200,0.108000,1.057200,0.001200,0.076600
1965,0.994100,0,0.100200,1.175000,0.001200,0.101900
1966,1.061800,0.000400,0.064600,1.130000,0.000400,0.069500
1967,0.850500,0.000400,0.048200,0.952000,0.000400,0.055600
1968,0.996100,0.000200,0.071200,1.140000,0.000200,0.095200
1969,1.012300,0.000700,0.156700,1.013000,0.000700,0.167800
1970,0.976400,0.003700,0.150300,0.976400,0.003700,0.214400
1971,1.046800,0.001100,0.171100,1.093000,0.001100,0.191800
1972,1.113600,0.001100,0.063400,1.113600,0.001100,0.062800
1973,0.932400,0.001100,0.067400,1.059000,0.001100,0.069000
1974,1.398500,0.000400,0.132600,1.478000,0.000400,0.133000
1975,0.960000,0,0.256500,1.320000,,0.260700
1976,1.223300,0,0.412500,1.223000,,0.357000
1977,1.336000,0,0.684400,1.267000,,0.684700
1978,1.475000,0,0.795100,1.478000,,0.798000
1979,2.195600,0,1.081200,2.199000,,1.084100
1980,2.249400,0,1.295400,2.297000,,1.298300
1981,1.731900,0,0.864400,1.735000,,0.867600
1982,1.172400,0,0.618700,1.176000,,0.618700
1983,1.606200,0,0.754300,1.610000,,0.754800
1984,2.001500,0,0.885800,2.001000,,0.885800
1985,2.190600,0,0.706000,2.194000,,0.715100
1986,2.025900,0,0.866400,2.026000,,0.856500
1987,2.677100,0,1.019900,2.677000,,1.010200
1988,2.710300,0,0.906300,2.710000,,1.092000
1989,2.680800,0,0.889600,2.684000,,1.123000
1990,3.326900,0.006400,1.052000,3.327000,,1.287600
1991,3.217500,0.003200,1.036300,3.218000,,1.245500
1992,3.019100,0.001700,0.840600,3.020000,0.001623,0.840600
1993,3.112900,0.003300,0.734500,3.113000,0.005765,0.734300
1994,3.364400,0.004100,0.968200,3.364000,0.010800,0.968300
1995,3.801800,0.005200,1.238137,3.802000,0.025000,1.238200
1996,4.140000,0.005900,1.087108,4.140000,0.023900,1.087100
1997,4.661300,0.008800,1.243820,4.661000,0,1.451600
1998,4.550700,0.008800,1.171621,4.551000,0,1.396200
1999,5.253700,0.005900,1.212127,5.253900,0,1.622300
2000,5.698100,0.010400,1.308122,5.698100,0,1.907800
2001,5.872000,0.029100,1.366780,5.872000,0.034100,1.987600
2002,6.438900,0.031700,1.570754,6.438900,0.039500,2.312000
2003,7.004500,0.017100,2.080852,7.004500,0.024500,2.645900
2004,8.014800,0.022000,2.336509,8.014800,0.049438,3.151900
2005,8.298400,0.024600,2.596199,8.298400,0.029290,3.444000
2006,8.718200,0.015800,2.398154,8.718200,0.038300,3.332300
2007,8.340400,0.015100,2.806742,8.340400,0.035400,3.589700
2008,7.306000,0.017000,2.657722,7.306000,0.020000,3.246600
2009,5.836300,0.005900,1.698885,5.836300,0.008000,2.132900
2010,6.353900,0.004600,1.780500,6.353900,0.029599,2.378646
2011,6.784700,0.002600,2.083300,6.785000,0.026100,2.814429
2012,7.160200,0.004300,2.190100,7.160000,0.026348,2.890347
2013,7.720700,0.005800,2.490700,7.721000,0.018705,3.304622
2014,7.998800,0.004500,2.881800,7.999000,0.030489,3.521990
2015,8.372200,0.002800,2.468400,8.373200,0.022750,3.096651
2016,8.455100,0.004800,2.646200,8.455100,0.023273,3.939596
2017,8.150900,0.006700,2.496400,8.150900,0.034415,3.733557
2018,8.307200,0.038300,2.708800,8.307200,0.040427,4.074215
2019,8.030400,0.011500,2.529000,8.030433,0.026336,3.655757
2020,7.873800,0.004700,2.321700,7.873825,0.020707,3.383230
2021,8.686500,0.008500,2.154800,8.683000,0.017592,3.623842
2022,7.858600,0.009500,2.015000,7.859000,0.010705,3.128585
2023,,,,6.887000,0.009000,2.848746
