"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,-51.881034,29.376985,1.533911,0.256236,0.029605,-83.077770
1991,-47.495553,28.434644,1.318324,0.280123,0.030052,-77.558695
1992,-45.889294,29.675573,1.672662,0.298322,0.030573,-77.566423
1993,-42.989457,31.924207,1.811910,0.300640,0.030891,-77.057106
1994,-39.946654,33.991358,2.008440,0.291136,0.031025,-76.268613
1995,-35.206550,36.889546,2.000809,0.316340,0.031643,-74.444888
1996,-28.616649,42.256214,2.005019,0.395424,0.032314,-73.305619
1997,-25.163549,48.536712,1.651487,0.308284,0.033031,-75.693064
1998,-6.690789,49.080124,2.123513,0.338153,0.033335,-58.265915
1999,-15.994369,51.317600,2.470349,0.375474,0.032971,-70.190762
2000,-26.438575,48.659706,2.296345,0.408076,0.033394,-77.836095
2001,-28.578127,46.720322,2.247095,0.387840,0.033555,-77.966940
2002,-14.539441,47.301587,2.224498,0.425197,0.036194,-64.526917
2003,-24.824397,48.295144,2.412269,0.462083,0.038148,-76.032040
2004,-14.037054,52.839767,2.562939,0.472590,0.038217,-69.950567
2005,-11.968087,53.251048,2.764897,0.418940,0.037750,-68.440721
2006,-12.660735,54.369101,2.955137,0.438349,0.039137,-70.462460
2007,8.488369,63.501312,2.913757,0.437615,0.040502,-58.404817
2008,12.770001,64.796503,2.722192,0.474521,0.042446,-55.265661
2009,6.614051,62.270487,2.391351,0.435964,0.043393,-58.527144
2010,-0.380480,62.428404,2.198976,0.514895,0.044249,-65.567005
2011,8.432754,70.484279,2.411739,0.517416,0.045780,-65.026460
2012,19.357345,75.181561,2.601575,0.515628,0.047830,-58.989249
2013,11.651759,73.341640,2.565378,0.543674,0.050241,-64.849173
2014,11.262025,69.930436,2.243674,0.524852,0.052349,-61.489286
2015,28.405147,75.631386,2.281744,0.576613,0.050932,-50.135527
2016,18.050157,79.013599,2.443970,0.493503,0.052057,-63.952973
2017,94.011950,79.501135,2.207237,0.497029,0.054005,11.752544
2018,29.772137,80.099624,2.172372,0.501037,0.057201,-53.058096
2019,33.015623,80.834385,2.186880,0.509020,0.054623,-50.569285
2020,23.367308,75.943444,2.140378,0.537876,0.056820,-55.311211
2021,22.071031,81.803064,2.343683,0.531127,0.060754,-62.667597
2022,26.836617,81.557913,2.250989,0.425527,0.065245,-57.463058
