"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,12.748436,1.111705,0.951731,9.846182,0.570293,0.268525
1991,12.911071,1.139777,0.951762,9.795729,0.586256,0.437547
1992,13.340407,1.213962,0.951799,10.263166,0.709298,0.202183
1993,14.061491,1.226349,0.951846,10.716067,0.732547,0.434682
1994,14.398300,1.318189,0.951904,10.904625,0.743960,0.479622
1995,14.849529,1.443405,0.951977,11.396992,0.767856,0.289299
1996,15.835578,1.617823,0.952067,11.690528,0.853873,0.721286
1997,16.050959,1.680070,0.952180,12.010899,0.883757,0.524053
1998,18.258294,1.776672,0.952320,11.948246,0.913879,2.667177
1999,17.046312,1.873674,0.952495,12.290072,0.858829,1.071241
2000,16.396844,1.877723,1.652825,11.645854,0.900567,0.319875
2001,17.235906,1.786188,1.812831,12.161319,1.180491,0.295079
2002,19.402114,1.852259,1.748024,12.518102,1.583395,1.700334
2003,18.124484,1.817606,2.250016,11.852157,1.773281,0.431423
2004,20.054853,1.910293,2.614476,13.064683,1.916729,0.548672
2005,19.840868,2.055407,2.760732,12.401425,1.973819,0.649484
2006,20.443500,2.123905,2.814647,12.828566,2.220029,0.456353
2007,21.952930,2.376509,3.048912,13.485418,2.247927,0.794164
2008,20.157570,2.517610,0.405312,14.017037,2.252904,0.964709
2009,20.595963,2.528712,0.766663,14.166679,2.210185,0.923724
2010,20.408249,2.559474,0.550376,14.052228,2.367551,0.878621
2011,18.872121,2.756425,0.199459,12.834589,2.447236,0.634411
2012,19.825800,2.935834,1.164172,12.050057,2.575388,1.100349
2013,19.757220,3.131239,1.147081,12.360038,2.650373,0.468489
2014,20.587757,3.141842,1.074323,12.448076,2.696802,1.226714
2015,21.627570,3.295976,0.945725,12.676283,2.741547,1.968040
2016,20.527634,3.479446,0.665100,12.974924,2.792938,0.615225
2017,25.703274,3.481799,0.831738,12.865265,2.876977,5.647495
2018,20.316736,3.539736,0.262394,12.970675,2.990639,0.553291
2019,23.324956,3.582379,2.572702,12.910300,3.161927,1.097648
2020,21.143444,3.282302,0.535868,12.938387,3.221603,1.165283
2021,20.645799,3.545023,0.531852,12.793367,3.231649,0.543907
2022,20.624276,3.662119,0.592586,11.832002,3.314899,1.222669
