"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,-35.577817,31.004412,12.906843,3.378336,0.018038,-82.885446
1991,-31.377646,29.754301,12.680510,3.421434,0.015964,-77.249854
1992,-29.700434,31.555814,12.636816,3.535208,0.016836,-77.445108
1993,-26.410679,33.780728,12.829646,3.726295,0.022837,-76.770184
1994,-23.457914,36.014330,12.645071,3.815550,0.028119,-75.960984
1995,-18.294159,39.077907,12.938942,3.935125,0.038324,-74.284457
1996,-11.246740,44.206986,13.122042,4.196428,0.051438,-72.823635
1997,-7.405707,50.209973,13.414311,4.253504,0.090027,-75.373523
1998,12.773369,49.612976,14.536755,4.838448,0.088956,-56.303766
1999,2.204080,53.484617,13.547185,4.517273,0.133992,-69.478986
2000,-7.931121,51.260985,13.981854,4.345164,0.180437,-77.699560
2001,-10.222807,49.279206,13.526468,4.567515,0.261337,-77.857333
2002,5.736301,48.810881,14.859704,5.141560,0.274478,-63.350323
2003,-5.476206,51.018775,14.199337,4.802988,0.345865,-75.843172
2004,5.822756,55.645274,14.126492,5.314536,0.418783,-69.682329
2005,8.213159,56.139152,14.418540,5.257830,0.504876,-68.107239
2006,8.470974,57.618769,15.106165,5.417527,0.608017,-70.279504
2007,29.917183,66.459122,14.856950,5.817526,0.754338,-57.970753
2008,33.280621,67.483526,14.230333,5.341756,0.938531,-54.713525
2009,26.301306,64.632395,13.185527,5.457930,1.043799,-58.018344
2010,19.982830,64.713407,13.647789,5.408186,1.307335,-65.093887
2011,28.221009,73.172613,13.210685,5.001112,1.576458,-64.739859
2012,40.214224,77.704402,13.741660,5.253837,1.861382,-58.347057
2013,33.344548,76.337410,14.394004,5.235663,2.063122,-64.685651
2014,33.634111,72.008511,14.525693,5.455756,2.390637,-60.746486
2015,51.992857,77.217234,15.242524,5.731306,2.613879,-48.812087
2016,41.484146,81.707507,14.999689,5.439823,2.994477,-63.657350
2017,121.616913,78.121673,17.464686,6.811368,3.328910,15.890277
2018,54.367195,82.574188,15.383630,5.383935,3.827492,-52.802051
2019,59.193474,82.911559,15.754680,6.181113,4.242057,-49.895936
2020,49.135358,77.947479,15.721095,5.603013,4.443943,-54.580171
2021,48.255163,84.471072,15.727589,5.471137,4.985407,-62.400041
2022,54.369855,83.515405,16.384321,5.465433,5.683483,-56.678789
