"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2019,"NaN",0.060000,"NaN","NaN","NaN","NaN","NaN"
2020,"NaN",0.060000,"NaN","NaN","NaN","NaN","NaN"
2021,"NaN",0.140000,"NaN","NaN","NaN","NaN","NaN"
2022,"NaN",0.110000,"NaN","NaN","NaN","NaN","NaN"
2023,"NaN",0.180000,"NaN","NaN","NaN","NaN","NaN"
2024,"NaN",0.130000,"NaN","NaN","NaN","NaN","NaN"
