"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2006,2.419325,0.567300,5.061482,0.893085,0.004520,-4.107061
2007,2.654688,0.626114,5.198814,0.957493,0.005085,-4.132819
2008,3.137529,0.662875,5.510317,1.151389,0.005829,-4.192882
2009,3.676646,0.742648,6.080469,1.076079,0.006495,-4.229045
2010,4.047720,0.787356,6.404309,1.122726,0.008637,-4.275308
2011,3.654097,0.890167,6.010914,1.067159,0.009192,-4.323334
2012,3.356000,1.001825,5.603925,1.109145,0.009873,-4.368767
2013,3.647747,1.148706,5.779046,1.123350,0.011714,-4.415070
2014,3.753450,1.233171,5.932339,1.160544,0.014339,-4.586943
2015,5.075151,1.341831,6.990682,1.209942,0.017431,-4.484735
2016,4.552338,1.626158,6.238572,1.197846,0.021610,-4.531848
2017,4.907347,1.686628,6.499311,1.270959,0.025478,-4.575029
2018,5.362752,1.881908,6.873011,1.180624,0.028314,-4.601105
2019,6.770452,2.458507,7.541783,1.371132,0.030397,-4.631366
2020,6.446463,2.190472,7.508726,1.410629,0.035060,-4.698424
2021,7.133406,2.391700,7.984242,1.460604,0.040008,-4.743148
2022,7.903296,2.658496,8.466451,1.473765,0.091379,-4.786796
