"Year","Coal","Oil","Gas","Cement"
1950,0.002107,0.014748,0,0
1951,0,0.016854,0,0
1952,0.002236,0.029065,0,0
1953,0,0.028893,0,0
1954,0,0.012039,0,0
1955,0,0.014447,0,0
1956,0,0.016854,0,0
1957,0,0.019262,0,0
1958,0,0.019262,0,0
1959,0.002488,0.072153,0,0
1960,0,0.069825,0,0
1961,0.004816,0.086680,0,0
1962,0,0.084272,0,0
1963,0,0.084272,0,0
1964,0,0.036640,0,0
1965,0,0.047632,0,0
1966,0,0.043968,0,0
1967,0,0.040304,0,0
1968,0,0.054960,0,0
1969,0,0.058624,0,0
1970,0,0.058624,0,0
1971,0,0.062288,0,0
1972,0,0.065952,0,0
1973,0,0.069616,0,0
1974,0,0.073280,0,0
1975,0,0.175872,0,0
1976,0,0.267472,0,0
1977,0,0.267472,0,0
1978,0,0.289456,0,0
1979,0,0.293120,0.003664,0
1980,0,0.491003,0.003637,0
1981,0,0.597232,0.003664,0
1982,0,0.604582,0.003642,0
1983,0,0.692496,0.003664,0
1984,0,0.633872,0,0
1985,0,0.615552,0,0
1986,0,0.597232,0,0
1987,0,0.582379,0,0.029040
1988,0,0.666848,0,0.025459
1989,0,0.655680,0,0.028567
1990,0,0.498304,0,0.025560
1991,0,0.446781,0,0.025355
1992,0,0.450672,0,0.025150
1993,0,0.454336,0,0.024945
1994,0,0.454336,0,0.004123
1995,0,0.443344,0,0.004089
1996,0,0.443344,0,0.017031
1997,0,0.454336,0,0.024528
1998,0,0.458000,0,0.023522
1999,0,0.472656,0.003664,0.026087
2000,0,0.483648,0.003664,0.027821
2001,0,0.483648,0,0.035347
2002,0,0.472656,0,0.038887
2003,0,0.465328,0,0.040108
2004,0,0.476320,0,0.039440
2005,0,0.476008,0,0.037900
2006,0,0.476008,0,0.038097
2007,0,0.505337,0,0.036840
2008,0,0.494640,0,0.036843
2009,0,0.523952,0,0.030883
2010,0,0.549600,0,0.031377
2011,0,0.608224,0.003664,0.031468
2012,0,0.685168,0.003664,0.029634
2013,0,0.743792,0.003664,0.031390
2014,0,0.783825,0.007360,0.038619
2015,0.003664,0.850048,0.047632,0.065438
2016,0.018320,0.842720,0.084272,0.106685
2017,0.021984,0.934320,0.084272,0.129148
2018,0.043849,1.041410,0.095006,0.132810
2019,0.058624,1.113856,0.091600,0.149412
2020,0.036547,1.107360,0.087712,0.162693
2021,0.058624,1.326368,0.091600,0.222457
2022,0.186523,1.367166,0.091433,0.312104
2023,0.215662,1.394061,0.094187,0.312104
2024,0.220194,1.418542,0.082710,0.312104
