"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,135.599338,33.617699,21.611039,61.809959,18.560641,,,
1991,152.910728,50.221909,23.462447,60.344818,18.881554,,,
1992,176.395468,62.705091,27.464389,67.584639,18.641349,,,
1993,181.761819,57.743367,30.428673,72.774102,20.815677,,,
1994,201.162092,71.214432,26.859825,80.966925,22.120910,,,
1995,220.071319,77.186201,30.736012,88.586597,23.562509,,,
1996,210.230185,66.427419,28.547801,91.443481,23.811484,,,
1997,244.708933,93.311683,31.382130,95.863874,24.151246,,,
1998,272.086461,99.932690,36.056192,110.602282,25.495297,,,
1999,268.645460,91.674806,31.536311,115.803082,29.631262,,,
2000,311.242653,112.550902,35.884323,132.921385,29.886043,,,
2001,331.442401,116.195561,38.034967,143.160288,34.051584,,,
2002,337.922974,123.073348,29.067526,155.048647,30.733453,,,
2003,310.876499,92.702803,30.371293,155.106369,32.696034,,,
2004,317.116431,104.811198,26.514236,151.701700,34.089297,,,
2005,317.345910,81.645322,40.983183,162.936053,31.781353,,,
2006,338.381393,93.870769,44.214754,168.045343,32.250527,,,
2007,364.981665,99.417217,53.509497,177.616443,34.438508,,,
2008,331.246794,92.191069,41.646565,163.073001,34.336159,,,
2009,359.015543,106.753165,35.520122,183.203566,33.538690,,,
2010,336.337230,81.546933,37.650499,182.493357,34.646441,,,
2011,345.961159,81.711589,47.345401,180.519808,36.384362,,,
2012,360.016206,91.692521,47.019151,181.719814,39.584719,,,
2013,389.768890,123.025932,34.806629,192.061552,39.874777,,,
2014,416.629269,115.363272,51.103781,207.949466,42.212751,,,
2015,492.627270,155.919854,55.737917,236.214723,44.754776,,,
2016,528.293981,169.237244,57.293025,253.923820,47.839892,,,
2017,510.015090,134.368839,65.172285,262.169333,48.304633,,,
2018,530.991786,154.922660,54.440284,271.800370,49.828472,,,
2019,543.265443,146.394410,76.089907,269.883810,50.897317,,,
2020,494.485416,96.121220,78.967832,267.686879,51.709486,,,
2021,576.505594,119.064379,82.272810,318.538081,56.630324,,,
2022,530.408837,47.242862,113.388498,310.643861,59.133616,,,
