"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,16.792321,1.218031,13.450414,0.067156,0.018314,0.132272,0,0
1991,16.884545,1.197388,13.415406,0.067156,0.018314,0.132272,0,0
1992,16.721000,1.176746,13.380397,0.067156,0.018314,0.132272,0,0
1993,18.066880,1.156103,13.345389,0.067156,0.018314,0.132272,0,0
1994,18.000607,1.135460,13.310380,0.067156,0.018314,0.132272,0,0
1995,17.707198,1.114817,13.275371,0.067156,0.018314,0.132272,0,0
1996,16.175647,1.094174,13.240363,0.067156,0.018314,0.132272,0,0
1997,15.714008,1.073531,13.205354,0.067156,0.018314,0.132272,0,0
1998,15.479776,1.052888,13.170346,0.067156,0.018314,0.132272,0,0
1999,16.154168,1.032245,13.135337,0.067156,0.018314,0.132272,0,0
2000,15.859896,1.011602,13.100329,0.067156,0.018314,0.132272,0,0
2001,17.018953,0.990959,13.065320,0.067156,0.018314,0.132272,0,0
2002,16.837664,0.970316,13.030312,0.067156,0.018314,0.132272,0,0
2003,24.781514,0.949673,12.995303,0.067156,0.018314,0.132272,0,0
2004,13.545172,0.929030,12.960295,0.067156,0.018314,0.132272,0,0
2005,19.003349,0.908387,12.925286,0.067156,0.018314,0.132272,0,0
2006,15.279343,0.887744,12.890278,0.067156,0.018314,0.132272,0,0
2007,16.296314,4.474841,10.712089,0.090883,0.018314,0.132272,0,0
2008,14.654126,4.374884,10.680482,0.090883,0.167648,0.346431,0,0
2009,15.214038,4.274927,10.648876,0.090883,0.167648,0.346431,0,0
2010,13.922964,4.174969,10.617269,0.090883,0.167648,0.346431,0,0
2011,16.284200,4.095655,10.620671,0.090883,0.167648,0.346431,0,0
2012,13.019816,3.995698,10.589065,0.090883,0.167648,0.346431,0,0
2013,15.688202,3.895741,10.557459,0.090883,0.167648,0.346431,0,0
2014,14.265073,3.795784,10.525852,0.090883,0.167648,0.346431,0,0
2015,15.733201,3.695827,10.494246,0.090883,0.167648,0.346431,0,0
2016,23.754749,3.595869,10.462639,0.090883,0.167648,0.346431,0,0
2017,16.209392,3.575226,10.427631,0.090883,0.167648,0.346431,0,0
2018,15.712514,3.475269,10.396024,0.090883,0.167648,0.346431,0,0
2019,20.762997,3.375312,10.364418,0.090883,0.167648,0.346431,0,0
2020,27.631575,3.275355,10.332811,0.090883,0.167648,0.346431,0,0
2021,20.356021,3.174401,10.301205,0.090883,0.167648,0.346431,0,0
2022,17.518670,3.075441,10.269598,0.090883,0.167648,0.346431,0,0
