"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2019,"NaN",0.580000,"NaN","NaN","NaN","NaN","NaN"
2020,"NaN",-0.060000,"NaN","NaN","NaN","NaN","NaN"
2021,"NaN",0.230000,"NaN","NaN","NaN","NaN","NaN"
2022,"NaN",0.220000,"NaN","NaN","NaN","NaN","NaN"
2023,"NaN",-0.070000,"NaN","NaN","NaN","NaN","NaN"
