"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2003,,,-3.492791,-1.716868,-1.716868,-1.716868,-1.699980,-1.786171,-1.662462,-1.102591,-1.454026,-1.386782,-3.383683,-3.350908,-3.932785,-3.281398,-1.713388,-1.730658,-2.349489,-2.055095,-2.054721,-2.055960,-2.106569
2004,,,,-1.173405,-1.173405,-1.173405,-1.153542,-1.741368,-1.567506,-0.990754,-1.341553,-1.273094,-3.170374,-3.134476,-3.741028,-3.192960,-1.623289,-1.645206,-2.264526,-1.783726,-1.783177,-1.783944,-1.841240
2005,,,,,-0.370104,-0.370104,-0.370010,-1.697157,-1.602530,-1.007955,-1.360000,-1.247666,-3.143152,-3.103279,-3.632422,-3.060761,-1.609971,-1.636945,-2.256750,-1.846792,-1.846308,-1.846681,-1.899613
2006,,,,,,-1.060886,-1.060862,-1.187791,-1.586791,-0.974355,-1.325101,-1.224433,-4.418477,-4.375876,-3.665730,-3.118810,-1.598232,-1.630030,-2.250268,-1.826700,-1.826282,-1.826499,-1.887313
2007,,,,,,,-1.473483,-1.253818,-1.558321,-0.959764,-1.308876,-1.232455,-4.203047,-4.157419,-3.351567,-2.842407,-1.393558,-1.429621,-2.050222,-1.527775,-1.527428,-1.527860,-1.596280
2008,,,,,,,,-1.275406,-1.499360,-0.948860,-1.306473,-1.248146,-3.973949,-3.937177,-3.034935,-2.594318,-1.142113,-1.182654,-1.803584,-1.457306,-1.457030,-1.457068,-1.532827
2009,,,,,,,,,-1.542323,-1.050990,-1.408873,-1.332050,-4.041638,-3.985235,-3.174205,-2.691257,-1.161977,-1.213519,-1.830790,-1.287367,-1.287147,-1.287124,-1.377790
2010,,,,,,,,,,-1.106922,-1.451417,-1.360144,-3.917180,-4.089829,-2.040542,-1.640247,-0.432823,-0.794348,-1.258344,-0.467981,-0.459989,-0.445533,-0.528664
2011,,,,,,,,,,,-1.438522,-1.337762,-3.846049,-4.040574,-1.903477,-1.506514,-0.351576,-0.794311,-1.158375,-0.402368,-0.394906,-0.346372,-0.491234
2012,,,,,,,,,,,,-1.487756,-3.939519,-4.185788,-1.972638,-1.214134,-0.372154,-0.813415,-1.163740,-0.386753,-0.379296,-0.329133,-0.543041
2013,,,,,,,,,,,,,-3.855022,-4.134829,-2.101843,-1.344025,-0.453433,-1.332520,-1.881507,-1.031146,-1.026601,-0.868382,-0.971019
2014,,,,,,,,,,,,,,-4.146764,-2.099942,-1.346181,-0.425533,-1.313355,-1.861915,-1.013949,-1.009398,-0.881921,-1.016099
2015,,,,,,,,,,,,,,,-2.086932,-1.337191,-0.446970,-1.365054,-1.913232,-0.962665,-0.958104,-0.832027,-0.904255
2016,,,,,,,,,,,,,,,,-1.310715,-0.442648,-1.127023,-1.588768,-0.871150,-0.871162,-0.764694,-0.831705
2017,,,,,,,,,,,,,,,,,-0.422306,-1.123739,-1.512826,-0.748704,-0.748910,-0.648867,-0.713697
2018,,,,,,,,,,,,,,,,,,-1.115598,-1.225230,-0.712355,-0.712756,-0.661047,-0.677737
2019,,,,,,,,,,,,,,,,,,,-1.213557,-0.590737,-0.585858,-0.507274,-0.442521
2020,,,,,,,,,,,,,,,,,,,,-0.452880,-0.438894,-0.481568,-0.454565
2021,,,,,,,,,,,,,,,,,,,,,-0.427612,-0.379196,-0.387530
2022,,,,,,,,,,,,,,,,,,,,,,-0.518166,-0.572921
2023,,,,,,,,,,,,,,,,,,,,,,,-0.363302
