"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-1.600000,-1.893330,-3.103468,-1.431139,-1.431139,-1.431139,-1.422188,-2.746827,-1.556625,-1.258113,-0.927385,-0.848079,-2.349796,-2.354777,-2.799312,-2.445268,-3.325103,-3.249055,-3.414671,-2.942947,-2.942123,-2.945426,-2.841595
1991,-1.600000,-1.886160,-2.817450,-1.192070,-1.192070,-1.192070,-1.182497,-1.982507,-0.937254,-0.999645,-0.653912,-0.621699,-2.118854,-2.120370,-2.566923,-2.473544,-2.856871,-2.786605,-2.953007,-2.481125,-2.480338,-2.483356,-2.375880
1992,-1.818000,-1.878980,-3.131613,-1.563134,-1.563134,-1.563134,-1.552259,-2.260618,-1.247765,-1.296503,-0.950630,-0.925399,-2.417784,-2.416958,-2.865390,-2.462551,-2.673878,-2.609958,-2.777175,-2.304518,-2.303772,-2.306364,-2.195078
1993,-1.876000,-1.871800,-3.060883,-1.483349,-1.483349,-1.483349,-1.469249,-2.152027,-1.192794,-1.226113,-0.880303,-0.837614,-2.326471,-2.323420,-2.773890,-2.429438,-2.686310,-2.632181,-2.797021,-2.324903,-2.324183,-2.326578,-2.206940
1994,-1.933000,-1.864630,-3.088384,-1.565878,-1.565878,-1.565878,-1.478403,-2.142679,-1.232316,-1.252533,-0.906062,-0.853156,-2.336723,-2.330264,-2.782837,-2.401525,-2.432094,-2.381446,-2.546965,-2.076532,-2.075839,-2.078459,-1.954851
1995,-1.911000,-1.857450,-2.918226,-1.385893,-1.385893,-1.385893,-1.371449,-1.935337,-1.083447,-1.092102,-0.746589,-0.685345,-2.163338,-2.153520,-2.608166,-2.378673,-2.658357,-2.615507,-2.781932,-2.308690,-2.308026,-2.309837,-2.181902
1996,-1.889000,-1.850260,-2.970905,-1.257100,-1.257100,-1.257100,-1.377054,-1.952611,-1.147403,-0.996778,-0.546598,-0.485331,-1.957440,-1.944237,-2.401030,-2.110819,-2.861688,-2.826397,-2.993730,-2.518459,-2.517826,-2.518824,-2.385871
1997,-1.867000,-1.843090,-2.993341,-1.408323,-1.408323,-1.408323,-1.394590,-1.939967,-1.182970,-1.161649,-0.814386,-0.765132,-2.231137,-2.215396,-2.673448,-2.351194,-2.398003,-2.365001,-2.532928,-2.061097,-2.060496,-2.062082,-1.928277
1998,-1.845000,-1.835910,-2.877316,-1.284817,-1.284817,-1.284817,-1.268694,-1.788759,-1.096979,-1.060652,-0.712306,-0.695362,-2.154626,-2.134789,-2.596033,-2.363582,-2.951719,-2.924411,-3.093134,-2.620953,-2.620387,-2.621648,-2.482998
1999,-1.823000,-1.828730,-2.820484,-1.223450,-1.223450,-1.223450,-1.203370,-1.697603,-1.144394,-1.095691,-0.748178,-0.681303,-2.134032,-2.110635,-2.574062,-2.298296,-2.192401,-2.165842,-2.335019,-2.147074,-2.146543,-2.149149,-2.160204
2000,-1.821560,-1.821560,,-1.550317,-1.550317,-1.550317,-1.531506,-1.626867,-1.127969,-1.065386,-0.729708,-0.640678,-1.827369,-1.800523,-2.220420,-1.940711,-1.825251,-1.802625,-1.972756,-1.729136,-1.728642,-1.731317,-1.752501
2001,-1.814380,-1.814380,-4.411568,-2.797729,-2.797729,-2.797729,-2.824762,-1.877551,-1.768905,-1.245198,-0.908928,-0.833918,-1.904225,-1.877572,-2.305107,-1.835786,-1.697073,-1.752684,-1.923948,-1.561186,-1.560730,-1.563198,-1.594414
2002,,-1.814380,-3.980276,-2.337295,-2.337295,-2.337295,-2.318667,-1.831565,-1.590160,-1.047500,-1.399771,-1.337361,-3.390712,-3.361071,-3.940306,-3.353132,-1.757454,-1.770433,-2.388772,-2.157546,-2.157130,-2.158262,-2.199283
