"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,108.992795,108.830154,110.219557,110.129547,110.129547,110.631591,110.445738,110.506891,109.967520,110.098807,110.386727,110.280682,101.991348,101.066233,101.248491,101.542967,101.544419,101.627802,101.626475,101.610902,101.610655,101.614896,101.652113
1991,113.142600,110.509663,114.080641,113.905849,113.995375,114.245425,113.253947,113.844904,112.833916,112.964618,113.252500,113.146622,104.739119,104.914345,101.504370,105.303109,105.304022,105.393896,105.390256,105.373907,105.373556,105.377488,105.406233
1992,112.238529,109.263197,112.571534,112.551385,112.639025,111.271401,111.091672,111.579910,111.440463,111.570004,111.872548,111.766870,103.285386,103.411850,100.322424,103.825874,103.827273,103.918509,103.915492,103.898379,103.897957,103.902038,103.928045
1993,110.343738,108.381933,111.584715,111.057449,111.305711,111.240009,110.091537,110.676306,110.464944,110.593751,110.893060,110.787351,103.193650,103.286156,100.176172,103.661245,103.662190,103.761304,103.755744,103.739380,103.738870,103.742652,103.765744
1994,113.589165,112.247669,113.231174,113.328665,113.454416,114.138230,113.732520,113.726004,113.705062,113.882932,114.184495,114.081971,105.413386,104.989510,105.182309,105.480899,105.482307,105.592612,105.583256,105.570468,105.570049,105.573829,105.606116
1995,116.433109,113.968364,113.854694,113.637202,113.728863,114.455963,114.071513,114.150892,114.231223,114.389913,114.693183,114.590639,105.403076,105.247630,105.489083,105.787870,105.788931,105.902875,105.887820,105.878839,105.879939,105.883581,105.912940
1996,118.932125,118.383225,118.454337,118.423047,118.431181,119.393683,118.987650,119.041620,118.924320,119.127832,119.425326,119.322402,109.722502,109.528089,109.780194,110.076433,110.077566,110.205794,110.183214,110.177859,110.179259,110.182641,110.204035
1997,114.547476,112.032242,112.769681,112.632219,112.633251,113.339166,112.977102,113.058654,113.024702,113.156658,113.448817,113.346081,103.895328,103.800337,104.040537,104.326125,104.327488,104.463345,104.438960,104.438644,104.440051,104.443244,104.467242
1998,118.826039,117.969348,117.875198,118.193283,118.298087,119.078313,119.208817,119.242727,119.155532,119.303537,119.611337,119.510726,108.311278,108.207364,108.434684,108.729749,108.731524,108.875713,108.851435,108.854457,108.855909,108.859089,108.888792
1999,115.643388,112.491765,112.610287,112.840962,112.936620,113.383474,113.308715,113.329004,113.374280,113.513260,113.814313,113.715269,103.001729,102.905481,103.128942,103.417082,103.379208,103.592148,103.567614,103.570748,103.537846,103.541101,103.576128
2000,114.799254,114.266700,,113.890514,114.022959,114.427890,114.337108,114.455118,114.796301,115.115506,115.415594,115.313363,103.885758,103.820380,104.018316,104.275604,104.271656,104.430549,104.409099,104.408066,104.407403,104.410667,104.462589
2001,115.236965,114.424823,114.061970,114.580396,114.714276,115.147754,115.220438,115.245524,115.471166,115.576670,115.934517,115.847681,104.369011,104.290692,104.481518,104.748452,104.744273,104.903917,104.878176,104.876216,104.875590,104.878459,104.895791
2002,,115.332406,113.104897,113.091433,113.349495,113.401374,113.282860,113.607036,114.004915,114.369399,114.658878,115.145356,104.359270,104.277995,104.429673,104.683872,104.550814,105.298474,105.283433,105.279096,105.278489,105.281226,105.300051
2003,,,116.412622,116.885780,117.255917,117.311659,117.171266,117.310782,117.447139,117.531132,117.892651,117.009541,105.580160,105.501810,105.629103,105.896031,105.751488,106.395310,106.369306,106.364312,106.363677,106.366329,106.409020
2004,,,,116.648610,116.637992,116.636740,116.504141,116.630678,117.712661,117.890818,118.295465,117.499575,106.037998,105.911054,106.024771,106.288572,106.079493,106.210273,106.178974,106.176818,106.165205,106.178726,106.207943
2005,,,,,113.668724,113.386306,113.336659,113.441829,114.261693,114.559341,114.884513,113.647458,103.613754,103.525260,103.769049,104.021569,103.904243,104.166574,104.138817,104.134119,104.121857,104.136346,104.153657
2006,,,,,,109.016941,109.030229,109.162282,110.391872,110.688147,111.078308,110.812002,100.768208,100.710433,102.149198,102.394656,102.198846,102.399476,102.370779,102.366937,102.355482,102.369763,102.385212
2007,,,,,,,104.780642,104.183552,106.426507,106.501617,106.736018,106.363143,97.712944,97.663889,99.974741,100.219832,100.053712,100.211727,100.186788,100.183883,100.165929,100.187088,100.198519
2008,,,,,,,,108.009442,109.491500,109.609054,110.034469,108.950911,99.859866,99.803637,99.841883,100.077305,99.770517,99.743038,99.714478,99.708337,99.698244,99.711301,99.735216
2009,,,,,,,,,100.890524,100.443160,100.569147,99.137017,92.824004,92.686396,92.794454,93.017512,93.072490,93.124334,93.081732,93.101801,93.129647,93.148337,93.174200
2010,,,,,,,,,,108.766442,106.711161,105.260017,97.375133,97.245624,96.428102,96.641994,96.868688,97.641132,97.602546,97.616598,97.653288,97.542443,97.615112
2011,,,,,,,,,,,96.361312,95.828831,88.248665,88.113015,87.084855,87.295454,87.451847,88.203221,88.162054,88.156420,88.194771,88.228281,88.290844
2012,,,,,,,,,,,,92.920125,86.469080,85.907055,86.127473,86.335349,86.453622,87.359718,87.297823,87.267711,87.306076,87.340618,87.394784
2013,,,,,,,,,,,,,86.030667,86.091659,86.179666,86.382884,85.989560,87.073957,87.035770,87.050649,87.088565,87.140449,87.198298
2014,,,,,,,,,,,,,,80.666896,80.967039,80.795821,80.305655,81.196786,81.160477,81.180701,81.312044,81.321898,81.373476
2015,,,,,,,,,,,,,,,84.512817,84.372104,83.906287,85.118899,85.156199,85.163500,85.235426,85.370520,85.428376
2016,,,,,,,,,,,,,,,,84.159480,82.328086,83.695202,83.716737,83.447511,83.456380,83.580339,83.660726
2017,,,,,,,,,,,,,,,,,81.571801,83.437502,83.382731,83.062220,82.977500,83.120989,83.216170
2018,,,,,,,,,,,,,,,,,,83.779348,83.773703,83.421630,83.499441,83.697314,83.804103
2019,,,,,,,,,,,,,,,,,,,84.069538,83.756517,83.780879,84.009693,84.131014
2020,,,,,,,,,,,,,,,,,,,,75.410996,76.387465,76.527679,76.580411
2021,,,,,,,,,,,,,,,,,,,,,80.362627,79.589700,79.651379
2022,,,,,,,,,,,,,,,,,,,,,,74.770300,74.696917
2023,,,,,,,,,,,,,,,,,,,,,,,71.487608
