"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,2.022407,4.581761,4.347631,
200802,1.718903,4.442112,3.763359,
200803,2.072098,4.349368,3.652737,
200804,1.917662,4.707973,3.195967,
200805,1.956855,3.447921,2.079302,
200806,2.321860,4.549414,2.130562,
200807,2.382798,4.089134,1.968371,
200808,1.976237,4.213183,1.844455,
200809,2.171126,5.201605,2.401706,
200810,2.114354,5.495791,2.838008,
200811,1.319439,4.746229,3.336764,
200812,1.285285,5.641581,4.104869,
200901,2.564341,4.977913,4.153567,
200902,1.566892,4.297337,3.977789,
200903,2.098566,4.191224,3.546179,
200904,1.559506,3.605672,2.360864,
200905,2.004315,3.490283,1.777420,
200906,2.116476,4.314791,1.845613,
200907,2.138298,3.185592,2.273196,
200908,-0.120118,3.869927,2.522959,
200909,0.633281,4.554581,2.597883,
200910,0.249721,5.017957,3.094155,
200911,1.603853,4.772069,3.597323,
200912,-1.252742,5.097140,4.713562,
201001,0.825773,5.677906,5.465201,
201002,0.163601,4.793920,4.654949,
201003,0.271843,4.538826,4.509198,
201004,0.516792,3.678119,2.535819,
201005,0.247461,3.573424,2.724382,
201006,1.964717,3.924437,1.826317,
201007,2.776154,3.690531,2.125318,
201008,3.116582,3.783264,1.810567,
201009,1.535745,4.125954,2.054380,
201010,1.670214,4.416218,2.484568,
201011,0.933249,4.559479,3.795634,
201012,3.504060,5.144571,6.340890,
201101,2.021286,4.045850,4.884534,
201102,1.499045,4.266263,3.989329,
201103,1.441892,4.059568,4.706398,
201104,1.394576,4.036505,3.849861,
201105,1.417558,3.836148,2.240340,
201106,1.621372,3.741420,1.947247,
201107,1.332489,3.868796,2.026484,
201108,0.953410,4.167900,1.960813,
201109,1.184656,4.364096,2.110244,
201110,1.420473,4.168456,2.621715,
201111,1.248979,4.090820,2.807323,
201112,1.153236,4.140289,1.418670,
201201,1.254501,3.935112,3.176278,
201202,1.390395,4.520679,3.263820,
201203,1.285709,3.821972,2.974902,
201204,1.288380,3.864816,2.897172,
201205,0.994604,3.760106,2.819346,
201206,1.414341,3.807277,2.576153,
201207,1.089948,3.694907,2.628545,
201208,1.086545,3.618169,2.522809,
201209,1.244437,3.781837,2.423360,
201210,1.374526,4.515014,3.283633,
201211,1.299352,4.216669,3.061873,
201212,1.355376,4.161062,3.275631,
201301,1.398475,4.246592,4.697595,
201302,1.280273,4.041528,4.378368,
201303,1.260918,4.477697,4.326214,
201304,1.113845,4.286849,2.969661,
201305,1.125218,3.798509,2.533527,
201306,0.867490,3.151566,1.910288,
201307,0.925833,3.644988,1.651223,
201308,0.978868,3.684169,1.560900,
201309,1.501710,3.929881,1.892405,
201310,1.606210,4.220840,2.237895,
201311,1.587529,4.022522,3.373979,
201312,1.663601,4.061521,3.727744,
201401,1.267290,3.916982,3.669577,
201402,1.185366,3.746969,3.195586,
201403,1.179971,4.017895,2.827509,
201404,1.194635,3.734869,2.208729,
201405,1.193051,3.720094,2.056390,
201406,1.090130,3.634717,1.869460,
201407,1.105873,3.547830,1.789141,
201408,1.163511,3.844971,1.827105,
201409,1.288043,4.107966,2.014731,
201410,1.404088,4.379956,2.556244,
201411,1.375196,3.808287,2.999018,
201412,1.321978,4.095178,3.968258,
201501,1.355167,4.695883,4.397051,
201502,1.277845,4.265173,3.940097,
201503,1.288074,4.066312,3.532319,
201504,1.197053,4.078094,2.646139,
201505,1.086831,3.687090,2.130696,
201506,0.958049,3.750887,1.808710,
201507,1.139246,3.664909,1.713710,
201508,1.300091,3.862452,1.727122,
201509,1.251276,4.442924,2.294190,
201510,1.051612,4.184240,3.040452,
201511,1.187541,3.713839,3.275848,
201512,1.323684,4.166486,3.290963,
201601,1.268909,4.177579,4.039346,
201602,1.127581,4.145791,3.727784,
201603,1.206264,4.460723,3.702512,
201604,1.069881,3.866602,2.665036,
201605,1.062684,3.654566,1.940825,
201606,1.134746,3.504643,1.764028,
