"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,102.573401,29.677121,23.603831,20.968484,28.150534,0.173431,,
1991,106.381605,30.160520,23.875364,21.137644,30.999758,0.208319,,
1992,104.901437,29.246314,22.753241,21.889417,30.806417,0.206048,,
1993,104.722222,28.515090,22.674964,22.384765,30.946042,0.201361,,
1994,106.552367,29.590898,23.258881,22.891954,30.597320,0.213314,,
1995,106.854460,29.189906,23.270965,22.971860,31.212173,0.209555,,
1996,111.198977,28.558207,22.567358,23.391326,36.458391,0.223695,,
1997,105.416545,27.498843,21.963611,23.610665,32.111262,0.232164,,
1998,109.828834,30.398531,22.499577,24.279250,32.435959,0.215517,,
1999,104.478710,26.737266,21.549969,24.606289,31.354218,0.230968,,
2000,105.326885,28.478233,21.746987,25.042827,29.837069,0.221769,,
2001,105.774880,26.127693,21.705532,25.565672,32.144971,0.231012,,
2002,106.149276,27.622431,20.998351,25.883674,31.417338,0.227482,,
2003,107.345476,28.787285,19.864669,26.494828,31.972356,0.226339,,
2004,107.166282,29.244642,19.608165,27.565614,30.541523,0.206338,,
2005,105.000988,28.982489,19.025959,26.762382,30.025407,0.204750,,
2006,103.224910,27.871404,19.203676,27.360303,28.585741,0.203786,,
2007,101.100380,27.191450,19.249654,28.210222,26.280394,0.168659,,
2008,100.786279,25.065199,19.423565,28.304199,27.831543,0.161772,,
2009,94.183259,25.549788,13.857459,27.528805,27.092526,0.154682,,
2010,98.742138,26.107623,16.026506,26.750573,29.726217,0.131220,,
2011,89.314943,22.669354,15.627529,26.342484,24.547671,0.127906,,
2012,88.477964,22.521847,14.661594,25.511961,25.671538,0.111024,,
2013,88.289910,21.061808,14.412084,25.025961,27.685724,0.104333,,
2014,82.361297,20.069616,13.850842,25.274498,23.065680,0.100661,,
2015,86.570533,20.786652,13.880069,26.951170,24.845310,0.107331,,
2016,84.724590,19.485892,13.768118,26.672566,24.687830,0.110185,,
2017,84.251653,19.631909,13.892935,26.117721,24.503254,0.105834,,
2018,84.898808,19.584596,14.197718,26.300503,24.700432,0.115558,,
2019,85.168878,20.903427,13.992797,26.074777,24.100903,0.096975,,
2020,77.570085,18.935522,13.278152,21.790432,23.459340,0.106639,,
2021,80.726668,18.153267,14.034289,24.027624,24.411630,0.099858,,
2022,75.662020,18.308604,12.759000,24.310729,20.185401,0.098285,,
2023,72.467179,15.612772,12.219935,24.670840,19.865408,0.098224,,
