"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2019,-0.290000,-0.060000,0.300000,"NaN","NaN",0.040000,"NaN"
2020,0.430000,-0.350000,-0.020000,"NaN","NaN",0.020000,"NaN"
2021,-0.080000,0.490000,0.140000,"NaN","NaN",0,"NaN"
2022,-0.460000,-0.090000,0.200000,"NaN","NaN",0.050000,"NaN"
2023,0.710000,-0.150000,0,"NaN","NaN",0.030000,"NaN"
2024,0.590000,-0.330000,0.280000,"NaN","NaN",0.070000,"NaN"
