"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.130000,,,0
1962,0.220000,,,0.019075
1963,0.210000,,,0.046842
1964,0.265000,,,0.062016
1965,0.165000,,,0.079596
1966,0.140000,0.000600,,0.073483
1967,0.115000,0.001400,,0.076276
1968,0.130000,0.007300,,0.086575
1969,0.115000,0.010000,,0.089781
1970,0.165000,0.010000,,0.087694
1971,0.205000,0.012000,,0.090364
1972,0.125000,0.012000,,0.090640
1973,0.130000,0.012000,,0.089383
1974,0.152000,0.012000,,0.101750
1975,0.122000,0.012000,0.016000,0.107903
1976,0.166000,0.012000,0.016000,0.108346
1977,0.228000,0.012000,0.022000,0.108746
1978,0.262000,0.012000,0.028000,0.110383
1979,0.257000,0.012000,0.034000,0.110766
1980,0.235000,0.012000,0.034000,0.107502
1981,0.273000,0.012000,0.034000,0.107689
1982,0.319000,0.012000,0.034000,0.109775
1983,0.271000,0.012000,0.064000,0.110241
1984,0.248000,0.012000,0.072000,0.109238
1985,0.248000,0.012000,0.080000,0.111292
1986,0.248000,0.012000,0.080000,0.109255
1987,0.248000,0.012000,0.080000,0.106434
1988,0.248000,0.012000,0.080000,0.105161
1989,0.587000,0.022000,0.080000,0.105789
1990,0.421000,0.031000,0.164000,0.106433
1991,0.421000,0.041000,0.234000,0.106748
1992,0.439000,0.041000,0.244000,0.110159
1993,0.441000,0.041000,0.390000,0.104964
1994,0.441000,0.041000,0.500000,0.091880
1995,0.441000,0.041000,0.560000,0.092589
1996,0.441000,0.060000,0.560000,0.107678
1997,0.441000,0.070000,0.360000,0.108379
1998,0.441000,0.070000,0.360000,0.105445
1999,0.300000,0.070000,0.360000,0.104633
2000,0.200000,0.070000,0.380000,0.103829
2001,0.100000,0.070000,0.360000,0.102026
2002,0.075000,0.050000,0.360000,0.100255
2003,0.055000,0.045000,0.360000,0.098515
2004,0.025000,0.045000,0.360000,0.096806
2005,0.025000,0.045000,0.360000,0.095126
2006,0.015000,0.045000,0.360000,0.093389
2007,0.015000,0.045000,0.360000,0.091700
2008,0.015000,0.045000,0.360000,0.090000
2009,0.015000,0.045000,0.360000,0.088367
2010,0.015000,0.045000,0.360000,0.091754
2011,0.015000,0.045000,0.360000,0.090207
2012,0.015000,0.041000,0.360000,0.088689
2013,0.015000,0.041000,0.360000,0.087197
2014,0.015000,0.041000,0.360000,0.085732
2015,0.015000,0.041000,0.360000,0.084294
2016,0.010000,0.041000,0.360000,0.083004
2017,0.003000,0.040000,0.360000,0.081736
2018,0.003000,0.040000,0.360000,0.080489
2019,0.003000,0.040000,0.360000,0.079261
2020,0.003000,0.040000,0.360000,0.078054
2021,0.003000,0.040000,0.360000,0.076864
2022,0.003000,0.040000,0.360000,0.075693
2023,0.003000,0.040000,0.360000,0.074541
