"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.016900,0.000600,0.015200,0.021700
1962,0.016900,0.002200,0.018800,0.031500
1963,0.010300,0.007000,0.017800,0.029200
1964,0.012800,0.008300,0.020200,0.031600
1965,0.013800,0.002600,0.010800,0.035400
1966,0.008800,0.000700,0.026000,0.026400
1967,0.011500,0.001700,0.037800,0.021400
1968,0.020100,0.005200,0.037400,0.022700
1969,0.022800,0.004500,0.039800,0.020200
1970,0.019200,0.000500,0.038000,0.024400
1971,0.013200,0.001400,0.044800,0.032300
1972,0.012300,0.000600,0.027200,0.030300
1973,0.019300,0.001800,0.060400,0.040600
1974,0.020500,0.001100,0.035400,0.033900
1975,0.017000,0.000500,0.035000,0.023500
1976,0.013200,0.001600,0.049200,0.023900
1977,0.013200,0.001600,0.021800,0.027700
1978,0.013200,0.000200,0.009800,0.027700
1979,0.013200,0.000700,0.010600,0.027700
1980,0.025300,0.000700,0.089000,0.072400
1981,0.025300,0.002300,0.089000,0.072400
1982,0.047700,0.002300,0.065400,0.072400
1983,0.059600,0.000900,0.066200,0.072400
1984,0.079400,0.002500,0.068600,0.072400
1985,0.073800,0.004900,0.141600,0.072400
1986,0.073800,0.013700,0.136000,0.072400
1987,0.125000,0.286900,0.328600,0.061600
1988,0.180200,0.278800,0.509200,0.058700
1989,0.221000,0.402090,0.702800,0.114200
1990,0.216700,0.645300,1.166600,0.014178
1991,0.294500,0.592700,2.034200,0.031024
1992,0.267384,0.524800,2.503566,0.049407
1993,0.292800,0.504546,2.946164,0.029418
1994,0.387200,0.773251,2.912800,0.212243
1995,0.410900,0.876800,3.070000,0.211500
1996,0.427000,0.728100,4.399800,0.319200
1997,0.167296,0.267200,5.352400,0.070000
1998,0.001889,0.282112,5.998958,0.070000
1999,0.005817,0.281042,4.686458,0.001666
2000,1.163750,0.281303,4.315252,0.000911
2001,1.060914,0.290495,3.084300,0.001248
2002,1.267143,0.340797,2.428094,0.430724
2003,1.007544,0.266372,2.244746,0.001388
2004,0.763202,0.146984,1.896822,0.011624
2005,0.481355,0.145251,1.500838,0.008610
2006,0.375403,0.151130,1.094378,0.081761
2007,0.317667,0.055434,0.844572,0.127724
2008,0.218496,0.081515,0.633860,0.062292
2009,0.238999,0.046440,0.491254,0.005667
2010,0.269353,0.047977,0.546208,0.002247
2011,0.224007,0.039101,0.458504,0.001306
2012,0.116429,0.037037,0.376164,0.002611
2013,0.107674,0.031939,0.353744,0.003004
2014,0.113173,0.039686,0.298934,0.002543
2015,0.053172,0.039405,0.253540,0.004296
2016,0.029472,0.028851,0.208156,0.000747
2017,0.025510,0.023148,0.280310,0.007372
2018,0.017625,0.023052,0.265162,0.005152
2019,0.009131,0.013260,0.244576,0.001037
2020,0.004178,0.007572,0.312912,0.002962
2021,0.004178,0.007599,0.275939,0.002593
2022,0.003867,0.007492,0.077066,0.003291
2023,0.003867,0.007171,0.048368,0.003300
