"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,"NaN",0.090000,-0.090000,"NaN","NaN",0,"NaN"
2021,"NaN",-0.050000,0.090000,"NaN","NaN",0,"NaN"
2022,"NaN",0.210000,-0.160000,"NaN",0.010000,0.010000,"NaN"
2023,"NaN",-0.100000,0.150000,"NaN",0.020000,0,"NaN"
2024,"NaN",0.040000,-0.040000,"NaN",-0.030000,0,"NaN"
