"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,4.600887,3.871690,0.650865,0.287043,0.049660,-0.258371
1991,4.397359,3.806564,0.629012,0.270836,0.047341,-0.356395
1992,4.276927,3.679436,0.613478,0.263242,0.046382,-0.325610
1993,4.175898,3.610777,0.605760,0.258397,0.048106,-0.347142
1994,4.156192,3.592091,0.595233,0.261799,0.052055,-0.344987
1995,4.179795,3.638850,0.592041,0.265344,0.055996,-0.372437
1996,4.254858,3.724784,0.588843,0.270161,0.059839,-0.388769
1997,4.189160,3.659419,0.578169,0.267127,0.062008,-0.377564
1998,4.150523,3.649960,0.564575,0.247662,0.065312,-0.376986
1999,4.068058,3.595133,0.557015,0.236525,0.063303,-0.383919
2000,4.100526,3.606759,0.537517,0.235211,0.063025,-0.341986
2001,4.094444,3.663583,0.529684,0.235636,0.061151,-0.395610
2002,4.090602,3.664108,0.519348,0.228379,0.065550,-0.386783
2003,4.199989,3.748482,0.514425,0.221791,0.068672,-0.353381
2004,4.173082,3.757840,0.498009,0.227746,0.072703,-0.383216
2005,4.148742,3.741715,0.489164,0.223622,0.076897,-0.382655
2006,4.143261,3.758309,0.480370,0.214494,0.080961,-0.390873
2007,4.144709,3.704032,0.475153,0.216030,0.086425,-0.336931
2008,4.000145,3.620401,0.468845,0.205353,0.091014,-0.385467
2009,3.703381,3.341368,0.459993,0.194835,0.090134,-0.382949
2010,3.785490,3.431145,0.452765,0.186794,0.093265,-0.378479
2011,3.683818,3.327315,0.443426,0.180478,0.095782,-0.363182
2012,3.600519,3.258038,0.440592,0.178980,0.097807,-0.374897
2013,3.524309,3.179104,0.432647,0.180012,0.099221,-0.366676
2014,3.402890,3.038775,0.425813,0.181345,0.100112,-0.343155
2015,3.453542,3.091863,0.426279,0.179587,0.092379,-0.336566
2016,3.465249,3.096572,0.421479,0.181848,0.093009,-0.327658
2017,3.542694,3.122221,0.419426,0.185005,0.090438,-0.274396
2018,3.489521,3.048632,0.413461,0.180357,0.086412,-0.239341
2019,3.334339,2.906403,0.403915,0.178993,0.081282,-0.236253
2020,3.040089,2.624426,0.400496,0.178177,0.073787,-0.236797
2021,3.222679,2.802391,0.396979,0.179327,0.070001,-0.226020
2022,3.137900,2.733161,0.388891,0.167279,0.066586,-0.218018
2023,2.869226,2.475424,0.380695,0.167014,0.061608,-0.215515
2024,2.782554,2.414760,0.374378,0.165460,0.058942,-0.230985
