"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,1.133703,0.087729,0.314529,0.656230,0.032634,0.042581
1991,1.074050,0.087020,0.297891,0.614764,0.032389,0.041986
1992,1.042485,0.086590,0.302604,0.579501,0.032173,0.041616
1993,1.024276,0.087887,0.298315,0.564487,0.032272,0.041315
1994,1.035015,0.090102,0.313212,0.556955,0.032769,0.041977
1995,1.044749,0.094885,0.317284,0.559617,0.033109,0.039855
1996,1.063247,0.100409,0.328283,0.561870,0.034006,0.038679
1997,1.050398,0.102086,0.311836,0.562556,0.035109,0.038810
1998,0.974895,0.103486,0.239290,0.557678,0.035881,0.038560
1999,0.933535,0.099311,0.205138,0.554757,0.036675,0.037654
2000,0.926959,0.092820,0.210982,0.546731,0.037607,0.038819
2001,0.926957,0.092811,0.210885,0.547181,0.038343,0.037737
2002,0.895071,0.090088,0.192237,0.536344,0.039094,0.037308
2003,0.884806,0.092719,0.192706,0.519786,0.040218,0.039376
2004,0.897693,0.093129,0.195325,0.530933,0.040728,0.037577
2005,0.882945,0.091755,0.189001,0.522205,0.041604,0.038379
2006,0.848424,0.091630,0.160971,0.516860,0.041367,0.037596
2007,0.852340,0.092608,0.158839,0.520741,0.041594,0.038559
2008,0.816544,0.093067,0.123496,0.520843,0.041872,0.037267
2009,0.774375,0.088192,0.098185,0.507894,0.042496,0.037607
2010,0.739948,0.089802,0.062569,0.506651,0.043934,0.036992
2011,0.721673,0.087555,0.049245,0.504590,0.043272,0.037011
2012,0.717854,0.087829,0.043869,0.505062,0.042762,0.038331
2013,0.715566,0.086587,0.036542,0.513405,0.042907,0.036124
2014,0.721316,0.084554,0.035845,0.522543,0.042926,0.035447
2015,0.717621,0.087143,0.034775,0.516560,0.043628,0.035515
2016,0.724491,0.087028,0.031848,0.523410,0.044109,0.038096
2017,0.734487,0.088979,0.033065,0.527062,0.044537,0.040844
2018,0.723258,0.089491,0.030160,0.520492,0.045057,0.038058
2019,0.711575,0.086749,0.028711,0.512671,0.045046,0.038397
2020,0.707896,0.081074,0.027342,0.515940,0.045250,0.038291
2021,0.708385,0.086011,0.024857,0.513028,0.045626,0.038863
2022,0.668257,0.085457,0.022088,0.475950,0.044482,0.040281
2023,0.664937,0.080401,0.018248,0.478683,0.044342,0.043262
