"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,23.955786,6.302901,0.066120,10.765002,6.177350,0.644413
1991,23.113847,5.892427,0.062859,10.281108,6.284239,0.593213
1992,22.522742,5.621580,0.062530,9.911315,6.338385,0.588932
1993,22.298843,5.612542,0.063487,9.654130,6.331032,0.637652
1994,22.013378,5.405297,0.068221,9.531750,6.285688,0.722421
1995,21.885371,5.362326,0.068577,9.504411,6.260136,0.689921
1996,21.714165,5.286452,0.064624,9.519482,6.204081,0.639526
1997,21.544245,5.357077,0.068069,9.399072,6.091362,0.628665
1998,21.124094,5.058758,0.067921,9.346036,5.955535,0.695844
1999,20.757537,4.980857,0.070166,9.275644,5.829500,0.601370
2000,20.039328,4.353699,0.073045,9.216519,5.765283,0.630782
2001,19.818484,4.271918,0.071394,9.168665,5.666690,0.639817
2002,19.422655,4.178137,0.072333,9.016619,5.528210,0.627356
2003,19.236577,4.197855,0.075506,8.952215,5.417439,0.593562
2004,18.634968,3.941284,0.078097,8.797401,5.226342,0.591844
2005,18.332252,3.904969,0.077673,8.719970,5.036568,0.593071
2006,17.980873,3.743772,0.076194,8.688901,4.911883,0.560123
2007,17.852669,3.597131,0.077217,8.765748,4.774565,0.638009
2008,17.524835,3.606040,0.069727,8.676461,4.617472,0.555136
2009,17.189507,3.410357,0.059746,8.632696,4.529413,0.557296
2010,16.961943,3.441515,0.065332,8.484949,4.390094,0.580054
2011,16.592943,3.296850,0.063257,8.425438,4.238625,0.568774
2012,16.511281,3.338911,0.060519,8.386980,4.144993,0.579878
2013,16.181834,3.241287,0.059274,8.388034,3.949227,0.544012
2014,15.928346,3.056905,0.061986,8.470205,3.801723,0.537527
2015,15.973680,3.075713,0.061095,8.545042,3.742427,0.549404
2016,15.786710,2.977904,0.060345,8.560356,3.651575,0.536531
2017,15.825008,2.943038,0.062357,8.562446,3.605882,0.651284
2018,15.476225,2.839506,0.059816,8.502024,3.561105,0.513774
2019,15.174484,2.608599,0.059124,8.451847,3.522005,0.532909
2020,15.030808,2.482853,0.059472,8.472032,3.490099,0.526353
2021,14.960485,2.489673,0.060132,8.383500,3.462211,0.564969
2022,14.661756,2.312034,0.054807,8.295158,3.444895,0.554862
2023,14.382417,2.170369,0.049633,8.172589,3.397308,0.592520
