"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.007800,0.002500,0.004100
1962,,,,0.015700,0.001500,0.012300
1963,,,,0.019500,0.000600,0.013800
1964,,,,0.014200,0.000500,0.014200
1965,,,,0.019800,0.001300,0.011700
1966,,,,0.028800,0.000600,0.013600
1967,,,,0.026800,0.000100,0.010600
1968,,,,0.027100,,0.007900
1969,,,,0.025200,,0.018900
1970,,,,0.033300,,0.021700
1971,,,,0.041200,,0.012400
1972,,,,0.049100,,0.016700
1973,,,,0.053200,,0.046900
1974,,,,0.059000,,0.016300
1975,,,,0.040000,,0.017700
1976,,,,0.059000,,0.017300
1977,,,,0.054800,,0.001900
1978,,,,0.047500,,0.001800
1979,,,,0.045500,,0.001800
1980,,,,0.056500,,0.001500
1981,,,,0.050500,,0.000100
1982,,,,0.046500,,0.000300
1983,,,,0.034500,,0.000900
1984,,,,0.033500,,0.000200
1985,,,,0.026000,,0.000900
1986,,,,0.030000,,0.000700
1987,,,,0.030000,,0.001400
1988,,,,0.030000,,0.001500
1989,,,,0.027000,,0.001000
1990,0.200500,0.029000,,0.034000,,0.001900
1991,0.185100,0.035000,,0.038000,,0.001400
1992,0.202066,0.032000,0.000927,0.035000,0.000988,0.000518
1993,0.239712,0.032000,0.000712,0.035000,0.000882,0.002800
1994,0.249860,0.023000,0.000400,0.026000,0.000638,0.001200
1995,0.287100,0.038000,0.000900,0.038000,0.000900,0.003800
1996,0.229800,0.038000,0.000900,0.038000,0.000900,0.019100
1997,0.271300,0.068000,0.000700,0.068000,0.000700,0.026000
1998,0.254300,0.079000,0.000700,0.079000,0.000700,0.012000
1999,0.251100,0.083000,0.000100,0.083000,0.000100,0.025000
2000,0.244100,0.098000,,0.098000,0,0.047000
2001,0.237000,0.122000,,0.122000,0,0.053000
2002,0.213636,0.112000,0.000140,0.112000,0.000140,0.090280
2003,0.199000,0.113000,0.000234,0.113000,0.000441,0.080190
2004,0.210000,0.135000,0.000606,0.135000,0.001488,0.074454
2005,0.259198,0.128000,0.000566,0.128000,0.001448,0.070226
2006,0.216793,0.136000,0.000552,0.136000,0.001434,0.111998
2007,0.212037,0.181000,0.001047,0.181000,0.001929,0.139586
2008,0.239461,0.221000,0.002340,0.221000,0.003222,0.146958
2009,0.118574,0.199000,0.000255,0.199000,0.000701,0.034365
2010,0.181017,0.171000,0.001080,0.170890,0.007604,0.052837
2011,0.171165,0.179000,0.003224,0.178890,0.005520,0.045127
2012,0.114598,0.181000,0.001683,0.180890,0.006450,0.047681
2013,0.161825,0.184000,0.002807,0.183890,0.007630,0.029702
2014,0.178021,0.184000,0.006373,0.183890,0.009333,0.057236
2015,0.090723,0.187890,0.007235,0.187890,0.010129,0.050948
2016,0.116934,0.187890,0.011021,0.187890,0.015138,0.017944
2017,0.200804,0.188000,0.018452,0.188000,0.025410,0.024783
2018,0.128264,0.188000,0.021219,0.188000,0.033949,0.018777
2019,0.160929,0.188000,0.025391,0.188000,0.033507,0.026329
2020,0.208829,0.188257,0.042089,0.136014,0.064007,0.026569
2021,0.154836,0.188257,0.074499,0.145000,0.103998,0.030828
2022,0.173276,0.185684,0.025488,0.145000,0.054098,0.041743
2023,,,,0.145000,0.101783,0.049386
