"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.422000,,0.246400
1962,,,,0.428000,,0.264000
1963,,,,0.411000,,0.236900
1964,,,,0.342000,,0.252100
1965,,,,0.455500,,0.229800
1966,,,,0.403400,,0.205000
1967,,,,0.220100,,0.189500
1968,,,,0.265400,,0.215100
1969,,,,0.369600,,0.219100
1970,,,,0.359400,,0.240900
1971,,,,0.343000,,0.185800
1972,,,,0.352000,,0.250300
1973,,,,0.374000,,0.305000
1974,,,,0.457000,,0.169000
1975,,,,0.403000,,0.165000
1976,,,,0.381000,,0.139000
1977,,,,0.585000,,0.073100
1978,,,,0.385000,,0.077200
1979,,,,0.345000,,0.077600
1980,,,,0.225000,,0.069400
1981,,,,0.225000,,0.052900
1982,,,,0.215000,,0.039600
1983,,,,0.275000,,0.042600
1984,,,,0.285000,,0.056400
1985,,,,0.345000,,0.080300
1986,,,,0.355000,,0.102300
1987,,,,0.455000,,0.172900
1988,,,,0.455000,,0.169600
1989,,,,0.537000,,0.154000
1990,13.020000,0.000801,0.141285,0.472000,,0.200500
1991,11.150000,0.000281,0.183686,0.400000,,0.185100
1992,15.130000,0,0.168705,0.420000,0.000386,0.202066
1993,18.250000,0,0.495600,0.504000,0.000034,0.239712
1994,20.742000,0,0.653000,0.801000,0.000082,0.249860
1995,22.325166,0,0.149900,0.612000,0.000073,0.287100
1996,23.174525,0,0.025000,0.604000,0.000200,0.229800
1997,24.046762,0,0,0.575000,0.000700,0.271300
1998,24.949359,0,0,0.590000,0.000700,0.254300
1999,25.781907,0,0,0.454000,0.000200,0.251100
2000,26.725457,0,0,0.475000,0.000200,0.244100
2001,27.717105,0,0,0.480000,0.000200,0.237000
2002,28.731088,0,0,0.461000,0.000200,0.213636
2003,29.768142,0,0,0.496000,0.000200,0.199000
2004,30.829033,0,0.096287,0.480000,0.000200,0.210000
2005,31.914547,0,0.115692,0.530000,0.001530,0.259198
2006,33.039530,0,0.175735,0.537000,0.005463,0.216793
2007,34.188900,0.000422,0.281773,0.530000,0.003328,0.212037
2008,35.363400,0.022952,0.209151,0.523000,0.002579,0.239461
2009,36.563781,0.009187,0.143876,0.532000,0.000558,0.118574
2010,38.490966,0.007354,0.148631,0.513000,0.002448,0.181017
2011,39.634647,0.001281,0.166378,0.515000,0.001874,0.171651
2012,40.953470,0.003709,0.275590,0.519000,0.000687,0.096745
2013,42.198188,0.021325,0.252942,0.511000,0.002954,0.093617
2014,43.469574,0.145951,0.446120,0.521000,0.002220,0.103217
2015,44.768427,0.033189,0.387520,0.534000,0.002886,0.090723
2016,45.953347,0.007153,0.660468,0.534000,0.002062,0.116934
2017,47.159988,0.010316,0.334733,0.533780,0.002645,0.200804
2018,48.388911,0.030534,0.409076,0.533780,0.008486,0.128264
2019,48.388911,0.042156,0.404751,0.533780,0.047585,0.219126
2020,50.915917,0.030937,0.236092,0.677994,0.007670,0.239368
2021,52.203027,0.014491,0.296824,0.525000,0.002374,0.196431
2022,46.275458,0.034207,0.435725,0.525000,0.002494,0.238097
2023,,,,0.525000,0.003080,0.282347
