"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,17.560083,2.884184,4.595583,2.784424,0.632988,6.662905
1991,18.121837,2.766322,4.921151,3.082499,0.637333,6.714532
1992,20.134725,4.555921,5.051964,3.105394,0.653659,6.767788
1993,20.613788,4.718608,5.226462,3.208766,0.637191,6.822760
1994,20.924999,4.894581,5.418968,3.220874,0.511080,6.879496
1995,20.181434,3.753177,5.648059,3.350070,0.492026,6.938102
1996,20.420031,3.670920,5.793727,3.461560,0.495172,6.998651
1997,21.726310,4.616383,5.950040,3.548074,0.550558,7.061254
1998,23.067823,6.066773,6.114999,3.625127,0.200533,7.060390
1999,22.762295,5.234532,6.217004,3.714967,0.372629,7.223163
2000,20.605590,4.460575,6.429364,3.765751,0.565282,5.384617
2001,21.713540,4.748015,6.528948,3.913695,0.589463,5.933420
2002,23.894061,6.595419,6.663325,4.007583,0.480917,6.146818
2003,23.436354,6.603439,6.834983,4.157402,0.053839,5.786691
2004,21.769128,5.946872,7.036405,3.549258,0,5.236593
2005,24.157616,7.188411,7.252117,4.289423,0.103002,5.324663
2006,26.413239,8.364449,7.520817,4.517921,0.512380,5.497673
2007,29.289547,10.507404,8.312797,4.618063,0.321882,5.529401
2008,27.335498,8.399454,8.456936,4.680121,0.218760,5.580227
2009,28.186616,8.939347,8.557165,4.905848,0.464199,5.320057
2010,31.994459,11.873514,9.012793,5.030947,0.482755,5.594450
2011,34.471817,12.763884,10.476705,5.150105,0.601995,5.479129
2012,36.835632,14.589892,10.489301,5.516900,0.651646,5.587894
2013,37.922187,14.044900,11.445864,5.720024,0.791670,5.919730
2014,37.471461,12.922435,12.335946,5.656934,0.732736,5.823410
2015,38.937275,13.492639,12.477624,6.044866,0.751272,6.170873
2016,40.434417,14.938508,12.810958,6.294308,0.879423,5.511219
2017,43.173084,16.948452,13.684902,6.545268,0.806701,5.187761
2018,45.492760,18.467706,14.119149,6.722330,0.894334,5.289242
2019,49.748438,19.514599,14.875167,7.249400,1.088627,7.020645
2020,53.269769,22.157003,15.939534,7.649522,1.077813,6.445896
2021,53.146361,22.243740,16.284259,7.308471,1.089976,6.219915
2022,54.823665,22.094936,17.401863,7.404572,1.124775,6.797519
