"YYYYMM","Natural gas","Oil","Others"
199309,3.183274,,1.044540
199310,8.677438,,3.867948
199311,10.756078,,4.975776
199312,13.158378,,5.951016
199401,13.622872,,6.339708
199402,11.712445,,5.383836
199403,10.806974,,5.094252
199404,10.620085,,4.765896
199405,11.996002,,6.666624
199406,13.085947,,7.456716
199407,11.277700,,5.807952
199408,8.349289,,4.003920
199409,12.324142,,9.002664
199410,20.703780,,10.858392
199411,21.728399,,10.383660
199412,22.688947,,10.009980
199501,23.305761,,9.394740
199502,20.111591,,9.055152
199503,23.017796,,10.506024
199504,16.930769,,9.566856
199505,18.452396,,9.864108
199506,18.726374,,9.842256
199507,15.817407,,9.973512
199508,7.897775,,5.051376
199509,17.923880,,9.931608
199510,10.434518,,11.011032
199511,21.036469,,8.933580
199512,27.732622,,10.931148
199601,29.465565,,11.087460
199602,27.098213,,10.078776
199603,29.457202,,10.676340
199604,27.428670,,10.261188
199605,27.114367,,10.113084
199606,14.915981,,5.369904
199607,25.173064,,10.636308
199608,24.410329,,10.493892
199609,27.137736,,9.310932
199610,28.519238,,9.123624
199611,31.429529,,9.102096
199612,32.618282,,8.779068
199701,34.119827,,9.451836
199702,24.392445,,7.951464
199703,32.525582,,8.613144
199704,26.049037,,8.269992
199705,30.866741,,8.426376
199706,33.605486,,7.747092
199707,28.852522,,8.511336
199708,12.027735,,5.306004
199709,30.727244,,8.256384
199710,26.926528,,8.215272
199711,31.594137,,8.260236
199712,26.130100,,8.177148
199801,31.811522,,8.168004
199802,28.541351,,7.489260
199803,31.349121,,8.128584
199804,32.264622,,7.413876
199805,30.341590,,8.272152
199806,23.764513,,8.661996
199807,60.630901,,8.757756
199808,10.908194,,3.098988
199809,34.108944,,8.985384
199810,33.591482,,6.483852
199811,28.480373,,8.702604
199812,36.701538,,8.934696
199901,22.862177,,8.232408
199902,19.081596,,7.834824
199903,21.014966,,8.465760
199904,21.352830,,7.780428
199905,24.801706,,8.417160
199906,19.085908,,7.787340
199907,20.061812,,7.992180
199908,20.228250,,7.986420
199909,20.398233,,7.824456
199910,39.722042,,7.470612
199911,51.448686,,7.484832
199912,54.406515,,7.643196
200001,55.897308,,7.980480
200002,47.060505,,6.078276
200003,53.657594,,7.542144
200004,47.033517,,7.313580
200005,39.258589,,7.295400
200006,34.842830,,6.936696
200007,35.584631,,7.102044
200008,14.637480,,3.111408
200009,23.466098,,2.495160
200010,40.303741,,6.898320
200011,45.764327,,6.380244
200012,52.455493,,6.940440
200101,49.034863,,6.885864
200102,36.107839,,6.228324
200103,32.819975,,5.960376
200104,22.197864,,3.777048
200105,45.853920,,6.005628
200106,31.965215,,5.552136
200107,38.692430,,5.804496
200108,39.085011,,5.961420
200109,39.840196,,5.279040
200110,39.235885,,5.792904
200111,51.983601,,5.172840
200112,51.825028,,5.147136
200201,57.275010,,4.827744
200202,51.481560,,4.520124
200203,52.786161,,5.208264
200204,48.211039,,5.135616
200205,44.335325,,5.449140
200206,39.252132,,5.119992
200207,45.050398,,4.958712
200208,43.100625,,4.692600
200209,15.603871,,1.643544
200210,48.709107,,4.832856
200211,53.480118,,4.517640
200212,54.911171,,4.124916
200301,57.096148,,3.139920
200302,47.376077,,2.904840
200303,53.404973,,3.565656
200304,46.656966,,3.351312
200305,40.261727,,3.601656
200306,25.450026,,2.347236
200307,44.438332,,3.336768
200308,37.535404,,3.259260
200309,42.214060,,2.752740
200310,52.433299,,2.778336
200311,50.395115,,2.662524
200312,51.475711,,2.835072
200401,50.951159,,2.768400
200402,43.768221,,2.217708
200403,50.614416,,2.627424
200404,45.775433,,2.331756
200405,44.166877,,2.727504
200406,48.427827,,2.215800
200407,48.755561,,2.271888
200408,20.192091,,1.021896
200409,24.445436,,1.689444
200410,46.938461,,2.116512
200411,48.617535,,1.846908
200412,52.081827,,2.084148
200501,49.433386,,2.021112
200502,44.778140,,1.736784
200503,46.036851,,1.715040
200504,51.555896,,1.928484
200505,47.918701,,1.820304
200506,52.492342,,2.283912
200507,53.693549,,2.216052
200508,53.736981,,2.201688
200509,39.507161,,1.423440
200510,47.850875,,1.613340
200511,51.620748,,1.528920
200512,54.174989,,1.361484
