"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2019,0,3.270000,0,0,0,0,0,-2.260000
2020,0,-3.050000,0,0,0,0,0,2.730000
2021,0,3.500000,0,0,0,0,0,2.510000
2022,0,1.300000,0,0,0,0,0,0.930000
2023,0,2.580000,0,0,0,0,0,1.830000
2024,0,1.210000,0,0,0,0,0,0.880000
