"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1994,0.003633,,0.000431,0.003202,0,
2000,-36.379751,0.159541,0.080779,0.021434,0,-36.641505
2005,-33.933388,0.192994,0.087634,0.018014,0,-34.232029
2010,-30.557469,0.302780,0.094777,0.020802,0,-30.975828
2011,-28.659206,0.330231,0.160302,0.030377,0,-29.180117
2012,-28.829720,0.362179,0.164526,0.031640,0,-29.388065
2013,-28.067817,0.393891,0.168796,0.033552,0,-28.664056
2014,-27.126906,0.320637,0.172933,0.032873,0,-27.653349
2015,-25.830694,0.306283,0.178177,0.034939,0,-26.350093
2016,-26.044603,0.375814,0.182664,0.039077,0.000000,-26.642158
2017,-23.094062,0.373210,0.188710,0.039691,0.000000,-23.695673
2018,-25.672799,0.360671,0.192926,0.041288,0.000000,-26.267685
2019,-25.297387,0.378867,0.196222,0.044085,0.000000,-25.916562
2020,-27.421883,0.396034,0.200895,0.043289,0.000001,-28.062101
2021,-28.985838,0.368265,0.205464,0.043721,0.000001,-29.603289
2022,-31.180932,0.321526,0.210196,0.045109,0.000002,-31.757764
