"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,12.096139,6.399626,1.494991,2.389046,1.122931,0.689544,,
1991,12.307952,6.957469,1.912034,1.435921,1.831196,0.171333,,
1992,10.474072,6.655004,1.387004,1.207280,0.620906,0.603878,,
1993,9.867326,6.117256,1.125419,1.451206,0.940883,0.232563,,
1994,8.682319,5.650498,0.935477,0.954294,0.893477,0.248573,,
1995,8.708084,5.726920,1.030369,1.115806,0.365931,0.469059,,
1996,8.474452,5.663025,0.782008,1.246057,0.265152,0.518211,,
1997,7.769782,5.314724,0.793034,1.155338,0.335352,0.171333,,
1998,8.305026,6.036559,0.656779,1.139593,0.309188,0.162907,,
1999,8.356687,5.929426,0.493309,1.223448,0.359413,0.351092,,
2000,8.769729,6.356248,0.264060,1.392983,0.617687,0.138751,,
2001,8.807921,6.190112,0.266274,1.387045,0.515092,0.449398,,
2002,9.350335,6.739855,0.223309,1.523084,0.672252,0.191837,,
2003,9.008825,6.273471,0.144310,1.545464,0.723138,0.322443,,
2004,9.395081,6.424218,0.150562,1.783608,0.771407,0.265285,,
2005,9.101635,5.682456,0.170131,1.814449,1.140105,0.294493,,
2006,10.047428,5.766250,1.244410,2.036492,0.621825,0.378451,,
2007,10.447317,6.176025,0.717910,2.517649,0.774520,0.261212,,
2008,10.314617,6.269818,0.520587,2.569558,0.926146,0.028509,,
2009,10.848099,6.500411,0.599822,2.342834,1.062365,0.342666,,
2010,11.772888,7.287676,0.599822,2.445566,1.088732,0.351092,,
2011,11.654716,6.569608,0.649928,3.009746,1.115068,0.310365,,
2012,12.719977,6.935132,0.847929,3.422907,1.105760,0.408250,,
2013,15.747065,9.515012,0.650021,3.627127,1.342601,0.612304,,
2014,15.405951,9.903990,0.567883,3.413065,0.990302,0.530710,,
2015,14.855203,9.933927,0.312952,3.381018,0.888854,0.338452,,
2016,15.188418,9.958891,0.339220,2.918583,1.269541,0.702184,,
2017,16.747955,11.022223,0.294126,3.749981,1.179564,0.502061,,
2018,18.165933,11.707260,0.379848,3.913394,1.324496,0.840935,,
2019,19.118626,11.588478,0.466632,4.929101,0.936490,1.197925,,
2020,18.042336,11.119132,0.296844,4.874135,0.956272,0.795952,,
2021,19.562627,12.429704,0.391520,4.832329,1.004661,0.904412,,
2022,20.345157,13.154881,0.367519,5.388603,0.937008,0.497146,,
