"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,867.807036,12.091853,883.899985,3.067327,0,-31.252129
1991,888.101159,12.239665,904.853703,2.985801,0,-31.978010
1992,885.346291,10.460189,903.900645,2.958338,0,-31.972882
1993,884.913212,9.801911,904.061878,3.023812,0,-31.974389
1994,884.073870,8.679940,904.251838,3.102097,0,-31.960005
1995,883.010448,8.691271,902.855977,3.363082,0,-31.899882
1996,885.556873,8.460485,905.574230,3.470467,0,-31.948309
1997,881.626459,7.763655,902.925610,2.763775,0,-31.826580
1998,885.231175,8.289955,905.964175,2.921824,0,-31.944780
1999,883.584841,8.329656,903.142653,3.944384,0,-31.831852
2000,880.631532,8.713404,899.176531,4.510336,0,-31.768739
2001,876.792778,8.731714,896.912948,2.909659,0,-31.761542
2002,876.086176,9.289456,896.348175,2.212167,0,-31.763622
2003,875.740340,8.943797,896.265224,2.272184,0,-31.740865
2004,878.052977,9.265736,897.487304,3.047767,0,-31.747829
2005,878.225052,9.013798,897.703780,3.262192,0,-31.754718
2006,880.824285,9.962656,898.942422,3.680573,0,-31.761366
2007,882.511745,10.339873,899.715156,4.224408,0.000253,-31.767945
2008,882.758286,10.243420,900.377698,3.910755,0.000705,-31.774292
2009,883.726477,10.729859,900.806919,3.968947,0.001327,-31.780576
2010,882.807502,11.687590,899.399156,3.528871,0.002097,-31.810212
2011,884.957466,11.575134,901.295623,3.923262,0.002996,-31.839549
2012,889.550530,12.605562,904.416370,4.388396,0.039686,-31.899484
2013,893.609824,15.540300,905.018557,4.860366,0.065564,-31.874964
2014,896.380443,15.329544,907.339185,5.528560,0.090517,-31.907363
2015,895.675261,14.796717,907.421486,5.209427,0.099666,-31.852034
2016,897.376518,15.136435,907.489327,6.469144,0.104409,-31.822797
2017,900.828748,16.742800,909.708387,6.138236,0.107870,-31.868545
2018,903.498631,18.227393,909.985108,7.049105,0.115744,-31.878720
2019,905.370086,19.222486,910.286952,7.586247,0.118656,-31.844255
2020,905.331761,18.157402,911.720929,7.249350,0.119895,-31.915814
2021,907.673565,19.693565,912.445513,7.337335,0.120617,-31.923465
2022,909.955797,20.487431,913.430206,7.821419,0.122174,-31.905433
