"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,5.495076,3.955467,0.724798,0.455625,0.436167,-0.076982
1991,6.031066,4.487111,0.685792,0.462155,0.441745,-0.045736
1992,6.459702,4.810280,0.761113,0.492427,0.450174,-0.054292
1993,6.752200,4.985769,0.832317,0.520704,0.460955,-0.047546
1994,7.009666,5.195616,0.870223,0.515247,0.473957,-0.045377
1995,6.911110,5.100826,0.839712,0.545388,0.482679,-0.057495
1996,7.290342,5.393862,0.904125,0.552796,0.488998,-0.049439
1997,7.385034,5.514797,0.876045,0.542448,0.498509,-0.046766
1998,7.727187,5.855694,0.838353,0.544623,0.506011,-0.017495
1999,7.941111,6.118005,0.851757,0.536000,0.514648,-0.079299
2000,8.262718,6.340926,0.882160,0.543986,0.524905,-0.029258
2001,8.226571,6.231235,0.876445,0.587350,0.535348,-0.003807
2002,8.411597,6.391010,0.918232,0.611160,0.543377,-0.052183
2003,8.784606,6.778870,0.932735,0.593819,0.546612,-0.067429
2004,9.008562,6.938450,1.015355,0.573786,0.550554,-0.069583
2005,9.149998,7.129040,1.005527,0.526573,0.559695,-0.070836
2006,9.398095,7.318011,1.062480,0.532120,0.560089,-0.074604
2007,9.745930,7.614445,1.074371,0.530513,0.562261,-0.035660
2008,9.909832,7.831559,1.096184,0.509089,0.572709,-0.099708
2009,9.643855,7.751196,0.932232,0.501441,0.579951,-0.120967
2010,9.313760,7.519351,0.812791,0.515785,0.586607,-0.120775
2011,9.012263,7.257347,0.813881,0.507878,0.591662,-0.158505
2012,8.480015,6.770280,0.774457,0.485621,0.601497,-0.151840
2013,7.768903,5.845030,1.014974,0.450050,0.611910,-0.153061
2014,8.123655,5.975821,1.243700,0.438097,0.622676,-0.156640
2015,8.172064,6.101383,1.159747,0.442738,0.626288,-0.158092
2016,8.722095,6.492056,1.187935,0.463312,0.628698,-0.049908
2017,8.771175,6.573159,1.251738,0.477086,0.635585,-0.166394
2018,8.664817,6.498757,1.198485,0.482786,0.644911,-0.160121
2019,8.708222,6.552318,1.165781,0.496567,0.654149,-0.160592
2020,8.328616,6.042694,1.261164,0.532627,0.652126,-0.159995
2021,8.607760,6.203659,1.280108,0.547374,0.658552,-0.081934
2022,8.580903,6.233589,1.313575,0.529693,0.664053,-0.160007
2023,8.612405,6.185322,1.391888,0.531335,0.669910,-0.166050
2024,8.658801,6.374206,1.239863,0.538262,0.675749,-0.169280
