"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.022900,0.004900,0.010400,0.009100
1962,0.048700,0.005800,0.010400,0.008100
1963,0.033300,0.005700,0.012200,0.003200
1964,0.029400,0.004900,0.013000,0.002600
1965,0.035700,0.005300,0.015000,0.003700
1966,0.031300,0.008143,0.015600,0.004700
1967,0.034100,0.009564,0.018600,0.003200
1968,0.042600,0.017974,0.021800,0.002700
1969,0.046000,0.015764,0.027400,0.004900
1970,0.051700,0.012585,0.031600,0.004400
1971,0.062300,0.024348,0.042200,0.005200
1972,0.070000,0.021858,0.040400,0.004000
1973,0.065100,0.038464,0.051000,0.001700
1974,0.037500,0.019327,0.043600,0.001100
1975,0.000600,0.016400,0.029800,0.005200
1976,0.015000,0.020000,0.045600,0.005400
1977,0.047000,0.019300,0.055600,0.003500
1978,0.064800,0.011200,0.071800,0.002300
1979,0.066100,0.023500,0.087400,0.004000
1980,0.053900,0.022800,0.100000,0.003500
1981,0.058900,0.014200,0.104200,0.005000
1982,0.048300,0.020000,0.094600,0.002500
1983,0.058600,0.015700,0.086400,0.006000
1984,0.068000,0.026600,0.104200,0.009200
1985,0.062000,0.027500,0.098000,0.010500
1986,0.049400,0.032500,0.073600,0.008100
1987,0.052500,0.045500,0.096000,0.026600
1988,0.052500,0.045500,0.096000,0.026600
1989,0.072400,0.078100,0.069600,0.026600
1990,0.072400,0.078100,0.069600,0.004050
1991,0.064000,0.063700,0.086600,0.004149
1992,0.108932,0.060025,0.125432,0.002968
1993,0.090218,0.061481,0.096960,0.002618
1994,0.098000,0.061400,0.098400,0.004600
1995,0.121900,0.059700,0.100400,0.003500
1996,0.076900,0.051200,0.098200,0.002900
1997,0.090900,0.069900,0.101200,0.013500
1998,0.095000,0.051600,0.101242,0
1999,0.095050,0.048250,0.103170,0
2000,0.066800,0.079280,0.109220,0.002110
2001,0.077280,0.107240,0.111080,0.003100
2002,0.084480,0.132020,0.115420,0.002280
2003,0.183085,0.112761,0.120432,0.000781
2004,0.120907,0.118613,0.135032,0.000777
2005,0.134780,0.165368,0.127228,0.000493
2006,0.120312,0.125590,0.210006,0.000787
2007,0.157497,0.139268,0.142816,0.000698
2008,0.115605,0.141249,0.149850,0.000520
2009,0.063263,0.094224,0.134720,0.000944
2010,0.073642,0.102958,0.151590,0.000594
2011,0.056045,0.090017,0.148126,0.000611
2012,0.035129,0.060351,0.118200,0.002252
2013,0.028982,0.050388,0.110384,0.001668
2014,0.033160,0.053860,0.111320,0.001560
2015,0.033380,0.046996,0.104104,0.002444
2016,0.039762,0.066089,0.106866,0.002473
2017,0.041142,0.081872,0.105284,0.002838
2018,0.042337,0.095770,0.101112,0.003959
2019,0.048475,0.094530,0.100818,0.010219
2020,0.035448,0.095913,0.092086,0.007648
2021,0.037156,0.090183,0.088886,0.001559
2022,0.043128,0.094585,0.116444,0.006067
2023,0.034819,0.104142,0.093786,0.001304
