"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,555.850521,62.533497,14.836017,441.200755,36.963122,0.317130
1991,555.017247,69.386246,15.240337,431.979478,37.925738,0.485448
1992,610.353491,74.402225,15.647184,481.067962,38.953017,0.283102
1993,645.283785,75.827501,15.993383,511.063331,40.644256,1.755314
1994,628.999248,81.607343,16.309258,486.413426,41.530368,3.138853
1995,678.987835,82.598520,16.584701,535.348619,43.052836,1.403159
1996,655.636616,86.687518,16.837401,506.361294,43.683028,2.067375
1997,634.472800,88.489013,17.062304,481.812830,44.246448,2.862206
1998,674.249886,92.315736,17.256883,509.607787,45.088845,9.980635
1999,660.919134,96.253329,17.448935,501.058624,45.592625,0.565622
2000,666.281677,100.290108,17.625825,493.736614,46.490943,8.138186
2001,733.047332,100.714498,17.827985,559.235860,47.041435,8.227555
2002,744.793414,102.690475,18.035199,573.323861,47.576321,3.167557
2003,731.556526,107.464312,18.267683,555.593222,46.521758,3.709551
2004,700.170600,101.967754,18.522910,528.136287,47.026147,4.517503
2005,647.470859,98.838405,18.800880,478.781003,46.009829,5.040743
2006,658.502496,97.111166,19.152133,489.748466,46.811439,5.679292
2007,659.511294,93.580479,19.619628,486.144887,47.903370,12.262930
2008,626.893029,97.202221,20.137663,454.194591,49.200654,6.157900
2009,616.074412,89.976247,20.698657,449.020141,50.484596,5.894771
2010,652.803155,87.786815,21.221746,478.257771,58.092537,7.444286
2011,643.846647,85.036505,21.783018,465.131668,64.689176,7.206280
2012,631.697015,79.607512,21.804321,455.484180,67.003726,7.797276
2013,572.692315,69.463521,21.733009,409.460091,64.731626,7.304068
2014,562.540676,70.031294,21.753578,397.313505,67.098906,6.343393
2015,585.007101,75.760716,21.827316,412.768943,68.589683,6.060442
2016,609.543873,81.864094,21.981817,414.954525,69.188408,21.555028
2017,618.364209,88.861893,22.202247,430.677352,70.348430,6.274287
2018,628.707334,93.007164,22.495202,430.730217,75.463613,7.011138
2019,650.955382,96.748955,22.804381,444.658646,80.112669,6.630731
2020,668.031008,96.495960,23.108809,461.567491,79.840375,7.018373
2021,689.365796,101.412292,23.495136,464.660084,81.659733,18.138551
2022,668.665987,101.321403,23.983353,454.277049,83.788128,5.296055
2023,668.365031,101.989434,24.420044,451.083067,85.486209,5.386279
2024,679.542757,102.592204,24.761189,457.762172,89.187636,5.239556
