"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1960,0,0.005122,0,,,
1961,0,0.005200,0,,0.005200,
1962,0,0.005200,0,,0.005200,
1963,0,0.006100,0,,0.006100,
1964,0,0.006500,0,,0.006500,
1965,0,0.007500,0,,0.007500,
1966,0,0.007800,0,,0.007800,
1967,0,0.009300,0,,0.009300,
1968,0,0.010900,0,,0.010900,
1969,0,0.013700,0,,0.013700,
1970,0,0.015800,0,,0.015800,
1971,0,0.021100,0,,0.021100,
1972,0,0.020200,0,,0.020200,
1973,0,0.025500,0,,0.025500,
1974,0,0.021800,0,,0.021800,
1975,0,0.014900,0,,0.014900,
1976,0,0.022800,0,,0.022800,
1977,0,0.027800,0,,0.027800,
1978,0,0.035900,0,,0.035900,
1979,0,0.043700,0,,0.043700,
1980,0,0.050000,0,,0.050000,
1981,0,0.052100,0,,0.052100,
1982,0,0.047300,0,,0.047300,
1983,0,0.043200,0,,0.043200,
1984,0,0.052100,0,,0.052100,
1985,0,0.049000,0,,0.049000,
1986,0,0.036800,0,,0.036800,
1987,0,0.048000,0,,0.048000,
1988,0,0.048000,0,,0.048000,
1989,0,0.034800,0,,0.034800,
1990,0,0.034800,0,,0.034800,
1991,0,0.043300,0,,0.043300,
1992,0,0.062716,0.000741,,0.062716,0.000741
1993,0,0.048480,0.001853,,0.048480,0.001853
1994,0,0.049200,0.000200,,0.049200,0.000200
1995,0,0.050200,0.000300,,0.050200,0.000300
1996,0,0.049100,0.001400,,0.049100,0.001400
1997,0,0.050600,0.001400,,0.050600,0.001400
1998,0,0.050621,0.002102,0,0.050621,0.002102
1999,0,0.051585,0.002118,0,0.051585,0.002118
2000,0,0.054610,0.001026,0,0.054610,0.001026
2001,0,0.055540,0.000230,0,0.055540,0.000230
2002,0,0.057710,0.000340,0,0.057710,0.000340
2003,0,0.060216,0.002656,0,0.060216,0.002656
2004,0,0.067516,0.000402,0,0.067516,0.000402
2005,0,0.063614,0.000021,0,0.063614,0.000021
2006,0,0.105003,0.000048,0,0.105003,0.000048
2007,0,0.071408,0.000118,0,0.071408,0.000118
2008,0,0.074925,0.000037,0,0.074925,0.000037
2009,0,0.067360,0.000061,0,0.067360,0.000061
2010,0,0.075795,0.000291,0,0.075795,0.000291
2011,0,0.074063,0.000145,0,0.074063,0.000145
2012,0,0.059100,0.000073,0,0.059100,0.000073
2013,0,0.055192,0.000232,0,0.055192,0.000232
2014,0,0.055660,0.000004,0,0.055660,0.000004
2015,0,0.052052,0.000035,0,0.052052,0.000035
2016,0,0.053433,0.000048,0,0.053433,0.000048
2017,0,0.052642,0.000101,0,0.052642,0.000101
2018,0,0.050556,0.000068,0,0.050556,0.000068
2019,0,0.050409,0.000081,0,0.050409,0.000081
2020,0,0.046043,0.000063,0,0.046043,0.000063
2021,0,0.044443,0.000033,0,0.044443,0.000033
2022,0,0.058222,0.000049,0,0.058222,0.000049
2023,0,0.046893,0.000255,0,0.046893,0.000255
