"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.000100,,,
1962,0.000500,,,
1963,0.000500,,,
1964,0.000300,,,
1965,0.000100,,,
1966,0.000100,,,
1967,0.000100,,,
1968,0.000100,,,
1969,0.000100,,,
1970,0.000100,,,
1971,0.000500,,,
1972,0.000400,,,
1973,0.000200,,,
1974,0.003000,,,
1975,0.003000,,,
1976,0.002000,0.001400,,
1977,0.001600,0.001200,,
1978,0.002800,0.001200,,
1979,0.000500,0.000100,,
1980,0.000300,0.000200,,
1981,0.000100,0.000200,,
1982,0.001000,0.000100,,
1983,0.001600,0.000100,,
1984,0.001300,0.000100,,
1985,0.001300,0.000100,,
1986,0.001300,0.000200,,
1987,0.001300,0.000100,,
1988,0.001300,0.003000,,
1989,0.001300,0.000900,,
1990,0.001300,0.000900,,0.000010
1991,0.001300,0.000200,,0.000010
1992,0.001359,0.002009,0.001482,0.001445
1993,0.001197,0.000277,0.003706,0.000216
1994,0.000200,0,0.000400,0
1995,0.000150,0,0.000600,0
1996,0.003900,0.001500,0.002800,0
1997,0.005500,0.002800,0.002800,0
1998,0.005500,0.002800,0.004204,0
1999,0.008175,0.004200,0.004236,0
2000,0.001350,0.000152,0.002052,0.000004
2001,0.000160,0.000080,0.000460,0.000060
2002,0.000240,0.000080,0.000680,0
2003,0.000397,0.000094,0.005312,0
2004,0.000188,0.000190,0.000804,0
2005,0.000210,0.000166,0.000042,0
2006,0.000159,0.000124,0.000096,0
2007,0,0.000349,0.000236,0.000001
2008,0.000572,0.000268,0.000074,0
2009,0,0.000154,0.000122,0
2010,0,0.000167,0.000582,0
2011,0,0.000016,0.000290,0
2012,0,0.000014,0.000146,0
2013,0.000005,0.000027,0.000464,0
2014,0,0.000001,0.000008,0
2015,0,0,0.000070,0
2016,0,0.000007,0.000096,0
2017,0,0,0.000202,0
2018,0,0.000040,0.000136,0
2019,0.000033,0.000157,0.000162,0
2020,0.000046,0.000089,0.000126,0
2021,0.000014,0.000057,0.000066,0
2022,0,0.000038,0.000098,0
2023,0,0,0.000510,0
