"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.025200,,,0.048000
1962,0.023200,,,0.058000
1963,0.022400,,,0.055000
1964,0.016100,,,0.040600
1965,0.022800,,,0.055900
1966,0.014400,,,0.061700
1967,0.014700,,,0.072200
1968,0.016000,,,0.077700
1969,0.013700,,,0.070000
1970,0.016000,,,0.078700
1971,0.016900,,,0.082000
1972,0.020500,,,0.094700
1973,0.018500,,,0.085000
1974,0.021500,,,0.061700
1975,0.038100,,,0.076700
1976,0.070400,,,0.128000
1977,0.074800,,,0.157000
1978,0.071600,,,0.080000
1979,0.083100,,,0.082000
1980,0.076000,,,0.075000
1981,0.063500,,,0.070000
1982,0.072500,0.021000,,0.074000
1983,0.055300,0.022000,,0.068000
1984,0.058600,0.023000,,0.073700
1985,0.062700,0.024000,,0.075000
1986,0.059000,0.023000,,0.075400
1987,0.057300,0.024000,,0.070300
1988,0.055400,0.024000,,0.061300
1989,0.060000,0.022000,,0.063300
1990,0.022000,0.013800,,0.062800
1991,0.016430,0.011400,,0.053800
1992,0.014160,0.012100,,0.045100
1993,0.017160,0.022000,,0.053100
1994,0.014900,0.022000,,0.046500
1995,0.014900,0.021000,,0.048000
1996,0.015600,0.021000,,0.045100
1997,0.013600,0.020100,,0.041000
1998,0.011290,0.019300,0,0.035342
1999,0.011750,0.020500,0,0.036451
2000,0.008740,0.012200,0,0.020580
2001,0.008600,0.004200,0,0.018310
2002,0.007460,0.002600,0,0.015430
2003,0.005645,0.002340,0,0.011990
2004,0.004953,0.001900,0,0.010058
2005,0.004255,0.001718,0,0.009656
2006,0.003850,0.002500,0,0.007437
2007,0.008717,0.002534,0,0.019672
2008,0.009657,0.002312,0,0.019831
2009,0.004571,0.001396,0,0.009878
2010,0.003971,0.001067,0,0.008958
2011,0.002909,0.000480,0,0.008495
2012,0.002628,0.000012,0,0.010990
2013,0.002241,0.000008,0,0.009399
2014,0.002390,0.000005,0,0.008810
2015,0.001865,0.000010,0,0.010595
2016,0.001718,0.000006,0,0.015738
2017,0.001146,0.000007,0,0.015529
2018,0.001267,0.000007,0,0.010951
2019,0.001187,0.000006,0,0.009366
2020,0.001356,0.000006,0,0.008615
2021,0.001713,0.000006,0,0.010033
2022,0.001562,0.000005,0,0.013818
2023,0.001122,0.000004,0,0.008117
