"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,0.230000,-0.630000,-0.010000,"NaN","NaN","NaN","NaN"
2021,0.060000,-0.030000,0.010000,"NaN","NaN","NaN","NaN"
2022,0.020000,0.030000,-0.020000,"NaN","NaN",0.010000,"NaN"
2023,1.190000,-0.910000,0.020000,"NaN","NaN",0.020000,"NaN"
2024,0.450000,0.940000,-0.020000,"NaN","NaN",0.080000,"NaN"
