"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,6.456871,18.645166,0.651020,0.364842,0.000575,-13.204732
1991,4.750976,17.105878,0.583450,0.229665,0.000594,-13.168610
1992,0.565461,13.853482,0.303208,0.036230,0.000613,-13.628072
1993,-2.551284,11.772256,0.144853,0.003933,0.000632,-14.472958
1994,-6.242290,10.174840,0.192256,0.002435,0.000651,-16.612471
1995,-5.705223,8.926144,0.205215,0.001912,0.000670,-14.839165
1996,-6.579959,8.993458,0.216021,0.001492,0.000689,-15.791618
1997,-4.873503,8.446591,0.231296,0.001321,0.000708,-13.553419
1998,-4.265260,8.066355,0.235637,0.003304,0.000727,-12.571283
1999,0.034463,7.445598,0.268152,0.003361,0.000750,-7.683397
2000,-3.921863,6.853515,0.216655,0.006024,0.001189,-10.999246
2001,-4.013719,7.249861,0.237999,0.002175,0.002365,-11.506118
2002,-3.217946,7.248815,0.247550,0.019536,0.000302,-10.734149
2003,-3.600278,7.435087,0.261337,0.026082,0.000369,-11.323153
2004,-0.753684,7.447030,0.278912,0.002433,0.000446,-8.482505
2005,-0.260439,7.546969,0.258099,0.002938,0.000445,-8.068890
2006,-0.514531,8.020600,0.282728,0.002801,0.001528,-8.822188
2007,0.842753,8.345578,0.282204,0.006331,0.001201,-7.792561
2008,0.821660,7.920533,0.269449,0.005920,0.000505,-7.374748
2009,2.438633,7.190656,0.255453,0.008336,0.000340,-5.016153
2010,4.656543,8.023093,0.523767,0.005974,0.000341,-3.896632
2011,2.998945,7.178631,0.616184,0.012227,0.000344,-4.808441
2012,1.166078,6.826334,0.676726,0.015694,0.000323,-6.352999
2013,2.072774,6.744310,0.606190,0.017322,0.000427,-5.295476
2014,5.958921,6.541028,0.606536,0.023655,0.000563,-1.212862
2015,4.304117,6.713861,0.521979,0.026148,0.000180,-2.958050
2016,2.687644,6.778152,0.401694,0.030527,0.000173,-4.522903
2017,1.497507,6.695507,0.485619,0.033903,0.000286,-5.717807
2018,4.594237,7.182640,0.615743,0.044489,0.000397,-3.249031
2019,2.108443,6.960362,0.618358,0.054870,0.000029,-5.525177
2020,2.891908,6.321587,0.607054,0.070974,0.000039,-4.107746
2021,4.772068,6.532393,0.602902,0.083335,0.000033,-2.446595
2022,7.317348,5.933095,0.593048,0.083400,,0.707805
2023,6.513913,5.922821,0.591636,0.078068,,-0.078612
2024,7.438925,5.732526,0.480752,0.085931,,1.139717
