"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,10.322609,1.024480,0.016235,7.241485,0.217441,1.822968
1991,10.184919,1.189678,0.016175,6.724698,0.216644,2.037724
1992,8.367056,0.900283,0.016082,5.160088,0.214825,2.075778
1993,6.984511,0.788462,0.015733,3.918154,0.205771,2.056391
1994,6.173120,0.488583,0.015461,3.412380,0.194043,2.062653
1995,5.674033,0.439322,0.015216,2.961745,0.184379,2.073372
1996,5.668225,0.442478,0.015027,2.967643,0.165196,2.077881
1997,5.665675,0.441475,0.014877,2.969041,0.160379,2.079902
1998,5.500930,0.412399,0.014730,2.833549,0.155531,2.084722
1999,5.287179,0.402230,0.014599,2.621090,0.152855,2.096405
2000,5.323261,0.399987,0.014466,2.669057,0.148118,2.091634
2001,5.539311,0.429858,0.014320,2.849385,0.148623,2.097124
2002,5.398711,0.432591,0.014123,2.674169,0.150577,2.127251
2003,5.519280,0.462919,0.013991,2.749429,0.154462,2.138479
2004,5.596353,0.492672,0.013852,2.783083,0.152841,2.153905
2005,5.727161,0.493993,0.013689,2.903139,0.155190,2.161150
2006,5.699599,0.523757,0.013556,2.801141,0.159675,2.201469
2007,5.690579,0.558930,0.013441,2.756711,0.164264,2.197233
2008,5.547042,0.512416,0.012745,2.639598,0.168478,2.213805
2009,5.708164,0.514541,0.014736,2.694056,0.169020,2.315811
2010,5.919228,0.519563,0.014508,2.779748,0.179395,2.426014
2011,5.977426,0.538996,0.015865,2.868447,0.179973,2.374145
2012,6.302548,0.571319,0.015191,3.063810,0.172324,2.479903
2013,6.505396,0.584157,0.015250,3.152337,0.167289,2.586363
2014,6.711914,0.600370,0.015050,3.290369,0.178867,2.627259
2015,7.120536,0.618436,0.015044,3.575202,0.186065,2.725789
2016,7.154418,0.606780,0.014345,3.506870,0.193194,2.833230
2017,7.236415,0.656679,0.014816,3.434435,0.189590,2.940895
2018,7.118281,0.700523,0.014909,3.151963,0.188693,3.062193
2019,7.488226,0.698201,0.014246,3.483334,0.184249,3.108197
2020,7.757330,0.693619,0.012161,3.694104,0.185848,3.171599
2021,7.853475,0.732736,0.012647,3.697981,0.187236,3.222875
2022,8.020990,0.756299,0.013743,3.829538,0.181490,3.239920
2023,7.946844,0.753859,0.013205,3.635554,0.196738,3.347488
2024,8.076016,0.754912,0.012723,3.800202,0.195674,3.312505
