"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,21.574921,21.576526,18.044844,18.016574,18.554993,18.591065,18.656292,18.638538,18.408257,18.408275,18.392358,18.412060,18.556809,18.610701,18.713383,18.723729,18.488506,18.487727,18.644955,18.644907,18.645269,18.645166,18.645166
1991,17.345224,17.345213,16.729834,15.962140,17.089363,17.059543,17.129003,17.121663,16.896998,16.897016,16.903798,16.900113,17.021036,17.069034,17.163688,17.173752,16.969941,16.969451,17.105675,17.105646,17.105982,17.105878,17.105878
1992,13.514455,13.515098,13.090525,12.991117,13.785060,13.819122,13.861608,13.833788,13.701249,13.701267,13.706827,13.704179,13.808796,13.825397,13.902079,13.910040,13.740371,13.739822,13.853314,13.853261,13.853597,13.853482,13.853482
1993,12.138735,12.139003,11.791081,11.741995,11.687702,11.690780,11.753576,11.679462,11.611278,11.611296,11.618542,11.614195,11.709083,11.751156,11.816972,11.823375,11.669552,11.669276,11.772068,11.772033,11.772360,11.772256,11.772256
1994,11.452603,11.675627,11.188208,9.735953,10.140126,10.140359,10.156447,10.103919,10.041918,10.041938,10.044746,10.044736,10.164951,10.145156,10.205185,10.211276,10.101723,10.101466,10.174648,10.174623,10.174937,10.174840,10.174840
1995,10.005980,10.320071,8.734237,8.594065,8.864704,8.920849,8.934611,8.928231,8.840912,8.840915,8.840189,8.840236,8.905573,8.888667,8.940327,8.947751,8.882741,8.882562,8.925958,8.925944,8.926236,8.926144,8.926144
1996,9.138631,8.920694,8.910241,8.855615,8.934389,8.991940,9.005702,8.995554,8.914153,8.914172,8.916941,8.916962,8.969083,8.952471,9.006744,9.014103,8.952523,8.952111,8.993259,8.993258,8.993542,8.993458,8.993458
1997,8.617088,8.457546,8.460056,8.287407,8.382399,8.447412,8.470349,8.484292,8.380883,8.380902,8.383571,8.383677,8.435314,8.407066,,8.463710,8.413126,8.412672,8.446417,8.446401,8.446660,8.446591,8.446591
1998,8.174388,7.874674,7.835706,7.904061,8.001414,8.051014,8.073951,8.091750,7.996336,7.996355,7.999136,7.999156,8.054529,8.026281,,8.079186,8.041499,8.041063,8.066185,8.066175,8.066419,8.066355,8.066355
1999,7.175711,7.184133,7.075802,7.256892,7.361500,7.437173,7.460110,7.475169,7.365153,7.374259,7.367088,7.365973,7.438055,7.409807,,7.456758,7.424244,7.423739,7.445422,7.445414,7.445651,7.445598,7.445598
2000,6.536117,6.728652,6.576864,6.667691,6.782380,6.845160,6.868098,6.894638,6.788899,6.852780,6.776860,6.773551,6.852830,6.824582,,6.866357,6.841330,6.840875,6.857572,6.857559,6.857808,6.857762,6.857762
2001,7.457298,7.136249,7.098702,7.151824,7.238588,7.248816,7.271752,7.300341,7.176067,7.193809,7.169625,7.177874,7.251764,7.223516,,7.265338,7.232511,7.231900,7.253756,7.253737,7.254001,7.253968,7.253968
2002,,7.016684,6.973994,7.060008,7.152824,7.240717,7.261687,7.293817,7.175185,7.173989,7.168083,7.186448,7.251939,7.226152,,7.267719,7.241334,7.235271,7.252829,7.252812,7.253084,7.253030,7.253030
2003,,,7.058188,7.198204,7.284767,7.405899,7.417548,7.428567,7.361099,7.361014,7.382931,7.384492,7.417362,7.403024,,7.444982,7.440227,7.434858,7.438076,7.438021,7.438312,7.438252,7.438252
2004,,,,7.190866,7.219027,7.405018,7.442080,7.435330,7.378462,7.378699,7.402709,7.405924,7.436706,7.419389,,7.461006,7.456393,7.446119,7.449242,7.449175,7.449475,7.449407,7.449407
2005,,,,,7.272198,7.526988,7.544995,7.607544,7.494763,7.494919,7.506587,7.506730,7.528484,7.514065,,7.565017,7.551433,7.545344,7.549168,7.549048,7.549356,7.549282,7.549282
2006,,,,,,7.998853,8.026292,8.050387,7.931064,7.931037,7.950192,7.952193,7.999209,7.987587,,8.040064,8.026829,8.018760,8.022902,8.022777,8.023106,8.023060,8.023060
2007,,,,,,,8.307141,8.409939,8.264900,8.263278,8.272029,8.264523,8.315680,8.304801,,8.358741,8.345838,8.342137,8.347302,8.347181,8.347544,8.347501,8.347501
2008,,,,,,,,8.000724,7.858227,7.852593,7.847131,7.837858,7.896708,7.882529,,7.934620,7.921101,7.916869,7.922002,7.921886,7.922239,7.922187,7.922187
2009,,,,,,,,,6.704047,7.114012,7.159238,7.162279,7.168969,7.154600,,7.211482,7.193063,7.187758,7.191903,7.191770,7.192122,7.192064,7.192064
2010,,,,,,,,,,7.921325,7.968227,7.978004,7.992449,7.983970,,8.112413,8.023887,8.018944,8.024267,8.024137,8.024515,8.024457,8.024456
2011,,,,,,,,,,,7.419121,7.135266,7.152432,7.143866,,7.247802,7.178139,7.174027,7.179353,7.179382,7.179702,7.179659,7.179655
2012,,,,,,,,,,,,6.794829,6.808907,6.791664,,6.887517,6.827074,6.822514,6.826690,6.826695,6.827018,6.826969,6.826961
2013,,,,,,,,,,,,,6.705765,6.700166,,6.796139,6.761226,6.758079,6.744523,6.744538,6.744864,6.744809,6.744798
2014,,,,,,,,,,,,,,6.499687,,6.603815,6.557503,6.551724,6.541073,6.541089,6.541450,6.541387,6.541377
2015,,,,,,,,,,,,,,,,6.780794,6.730613,6.724213,6.713663,6.713660,6.714044,6.714007,6.713995
2016,,,,,,,,,,,,,,,,6.826878,6.799931,6.788143,6.777834,6.777822,6.778210,6.778195,6.778178
2017,,,,,,,,,,,,,,,,,6.716506,6.702712,6.694999,6.694984,6.695389,6.695364,6.695350
2018,,,,,,,,,,,,,,,,,,7.206456,7.198613,7.198587,7.199030,7.196530,7.182378
2019,,,,,,,,,,,,,,,,,,,6.975524,6.975179,6.975708,6.975082,6.960047
2020,,,,,,,,,,,,,,,,,,,,6.319425,6.320004,6.319834,6.321120
2021,,,,,,,,,,,,,,,,,,,,,6.554175,6.551839,6.532076
2022,,,,,,,,,,,,,,,,,,,,,,5.944058,5.931563
2023,,,,,,,,,,,,,,,,,,,,,,,5.922067
