"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,22.394599,22.181058,18.654303,18.597504,19.135926,19.157111,19.222337,19.270955,19.057774,19.057792,19.041875,19.052323,19.539338,19.696756,19.780528,19.805894,19.504911,19.504131,19.661419,19.661396,19.662721,19.661603,19.661603
1991,18.059281,17.785614,17.171460,16.372768,17.503052,17.541505,17.610965,17.681643,17.479516,17.479533,17.486315,17.478420,17.787488,17.917753,18.014365,18.038634,17.783610,17.783120,17.919404,17.919401,17.920696,17.919586,17.919586
1992,13.829265,13.728859,13.304905,13.201479,14.007284,14.057724,14.100210,14.109724,14.002066,14.002083,14.007643,14.003222,14.097506,14.185146,14.246669,14.267237,14.080378,14.079829,14.193385,14.193356,14.194646,14.193533,14.193533
1993,12.338398,12.235459,11.894353,11.849998,11.798359,11.783298,11.846094,11.776700,11.736262,11.736280,11.743526,11.737212,11.805811,11.924389,11.969339,11.987762,11.818917,11.818641,11.921506,11.921497,11.922756,11.921674,11.921674
1994,11.768174,11.905277,11.450158,9.983420,10.386816,10.318041,10.334129,10.283998,10.229116,10.229136,10.231944,10.227588,10.307085,10.364811,10.402287,10.420264,10.297010,10.296752,10.370009,10.370008,10.371239,10.370181,10.370181
1995,10.210636,10.498015,8.962942,8.802392,9.073633,9.106467,9.120229,9.119262,9.037162,9.037165,9.036440,9.035363,9.059008,9.115531,9.145174,9.167584,9.090487,9.090308,9.133772,9.133782,9.134976,9.133941,9.133941
1996,9.481463,9.137067,9.155636,9.081130,9.159126,9.178570,9.192332,9.187695,9.127801,9.127820,9.130589,9.123754,9.133744,9.189792,9.220450,9.243542,9.170679,9.170268,9.211478,9.211501,9.212675,9.211659,9.211659
1997,8.987870,8.704181,8.742323,8.535049,8.629256,8.640710,8.663647,8.683384,8.600641,8.600660,8.603330,8.595215,8.604929,8.660945,,8.706819,8.646406,8.645952,8.679757,8.679764,8.680906,8.679916,8.679916
1998,8.623004,8.124744,8.129688,8.156695,8.250441,8.248291,8.271228,8.296479,8.217573,8.217593,8.220373,8.210891,8.227863,8.286620,,8.328911,8.281124,8.280688,8.305866,8.305879,8.306996,8.306023,8.306023
1999,7.569245,7.481714,7.412617,7.549769,7.653615,7.666467,7.689403,7.712280,7.625099,7.634205,7.627034,7.611222,7.643658,7.702500,,7.737971,7.696474,7.695969,7.717698,7.717713,7.718816,7.717860,7.717860
2000,6.935145,6.980252,6.854646,6.907010,7.021098,7.031170,7.054107,7.087451,7.004649,7.068529,6.992610,6.968132,7.012424,7.069727,,7.099046,7.065171,7.064716,7.081458,7.081469,7.082575,7.081630,7.081630
2001,7.796852,7.409149,7.412857,7.410178,7.496362,7.452646,7.475582,7.511190,7.418543,7.436285,7.412101,7.394855,7.428511,7.484812,,7.516326,7.475000,7.474390,7.496320,7.496323,7.497437,7.496506,7.496506
2002,,7.333399,7.336637,7.330806,7.422117,7.456215,7.477186,7.516591,7.416677,7.415463,7.409324,7.411335,7.454848,7.513658,,7.542934,7.508671,7.502608,7.520240,7.520245,7.521355,7.520418,7.520418
2003,,,7.427442,7.476552,7.562421,7.635929,7.647579,7.664959,7.612250,7.612184,7.633833,7.622703,7.639707,7.710497,,7.740670,7.727959,7.722590,7.725891,7.725858,7.726979,7.726040,7.726040
2004,,,,7.485241,7.502319,7.641980,7.679043,7.679406,7.775244,7.775485,7.799146,7.655427,7.647621,7.720998,,7.750956,7.738031,7.727756,7.730969,7.730934,7.732137,7.731198,7.731198
2005,,,,,7.573794,7.782385,7.800357,7.869839,7.778408,7.778580,7.789846,7.744861,7.733028,7.796464,,7.835155,7.812765,7.806676,7.810572,7.810471,7.811700,7.810764,7.810764
2006,,,,,,8.259885,8.287375,8.319768,8.255461,8.254906,8.273311,8.226358,8.234406,8.293576,,8.333306,8.313842,8.305734,8.309951,8.309829,8.310876,8.310115,8.310115
2007,,,,,,,8.608076,8.721634,8.623632,8.621943,8.629226,8.542689,8.557088,8.616088,,8.655065,8.635768,8.631989,8.637220,8.637101,8.638660,8.637233,8.637233
2008,,,,,,,,8.303970,8.187552,8.181470,8.175664,8.106293,8.127826,8.188845,,8.218724,8.197124,8.192819,8.197984,8.197894,8.198938,8.198058,8.198058
2009,,,,,,,,,6.979490,7.388949,7.433661,7.418270,7.392131,7.443500,,7.480705,7.457350,7.451918,7.456118,7.456006,7.456832,7.456196,7.456196
2010,,,,,,,,,,8.480233,8.528995,8.500379,8.478486,8.528138,,8.646956,8.553966,8.548879,8.554205,8.554094,8.555267,8.554521,8.554521
2011,,,,,,,,,,,8.088049,7.750862,7.734615,7.785467,,7.882680,7.809543,7.805400,7.810749,7.810795,7.811917,7.811034,7.808430
