"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,13.861311,19.529576,0.655399,5.008683,0.811605,-12.143952
1991,12.054128,18.058438,0.587788,4.623833,0.844174,-12.060104
1992,6.908914,14.669760,0.307505,3.561564,0.799214,-12.429128
1993,2.525933,12.568343,0.149064,2.458358,0.714186,-13.364018
1994,-1.579030,10.883670,0.196399,2.151218,0.698344,-15.508660
1995,-1.163985,9.628981,0.225715,2.000810,0.707176,-13.726666
1996,-2.070332,9.698207,0.248260,1.947527,0.711485,-14.675811
1997,-0.389905,9.118337,0.272946,1.922484,0.729995,-12.433667
1998,0.084186,8.698828,0.285743,1.810202,0.738809,-11.449396
1999,4.218534,8.060039,0.326428,1.610293,0.748492,-6.526719
2000,0.253339,7.433667,0.283319,1.630933,0.767910,-9.862489
2001,0.302157,7.864892,0.312992,1.727385,0.790994,-10.394107
2002,1.078295,7.863966,0.331138,1.690749,0.766307,-9.573866
2003,0.660992,8.032084,0.353652,1.717550,0.727944,-10.170239
2004,3.464212,8.058877,0.379385,1.670738,0.674666,-7.319454
2005,4.037494,8.173100,0.366935,1.731852,0.685105,-6.919497
2006,3.800001,8.601927,0.418244,1.712807,0.674114,-7.607091
2007,5.195899,8.936510,0.438361,1.749296,0.684244,-6.612512
2008,5.112579,8.473808,0.449253,1.688756,0.680948,-6.180186
2009,6.834933,7.762835,0.448566,1.702602,0.695561,-3.774631
2010,9.061175,8.529570,0.751616,1.715804,0.682883,-2.618698
2011,7.411027,7.657019,0.845644,1.755972,0.685028,-3.532636
2012,5.722890,7.343491,0.905559,1.831846,0.677431,-5.035437
2013,6.735123,7.265395,0.848286,1.894642,0.660217,-3.933417
2014,10.773640,7.092082,0.862144,1.976052,0.649399,0.193964
2015,9.154595,7.199696,0.788101,2.056185,0.610831,-1.500220
2016,7.616937,7.276316,0.687231,2.046222,0.616198,-3.009030
2017,6.496539,7.269835,0.764095,2.038003,0.573853,-4.149248
2018,9.527288,7.701182,0.888838,1.938952,0.581361,-1.583045
2019,7.101892,7.477168,0.884597,2.042490,0.572707,-3.875070
2020,7.915137,6.815813,0.860573,2.114151,0.571370,-2.446771
2021,9.838723,7.040001,0.869742,2.129812,0.557719,-0.758551
2022,12.441003,6.432877,0.849590,2.159435,0.582240,2.416861
2023,11.544574,6.421963,0.854999,2.031900,0.580719,1.654993
2024,12.487801,6.225188,0.744898,2.068581,0.579041,2.870093
