"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,0.039046,0.373640,0.447537,
200802,0.042999,0.337626,0.368446,
200803,0.039046,0.334077,0.356259,
200804,0.027348,0.367009,0.227176,
200805,0.034237,0.376985,0.154850,
200806,0.023476,0.383543,0.135450,
200807,0.033909,0.390832,0.139827,
200808,0.034317,0.391562,0.129730,
200809,0.027348,0.413063,0.188725,
200810,0.036926,0.391157,0.251500,
200811,0.042999,0.323371,0.323777,
200812,0.058649,0.388469,0.361582,
200901,0.028875,0.343501,0.394814,
200902,0.028050,0.313075,0.383513,
200903,0.018818,0.319842,0.329285,
200904,0.033748,0.328048,0.160156,
200905,0.021332,0.335301,0.114751,
200906,0.025536,0.357736,0.132249,
200907,0.030171,0.354466,0.106820,
200908,0.040621,0.373463,0.110241,
200909,0.040228,0.374148,0.118320,
200910,0.023021,0.327449,0.251164,
200911,0.027657,0.308802,0.297412,
200912,0.044354,0.335993,0.428273,
201001,0.034224,0.317362,0.596218,
201002,0.031201,0.342947,0.444058,
201003,0.034304,0.346098,0.395067,
201004,0.047746,0.334435,0.191273,
201005,0.004526,0.337598,0.122975,
201006,0.020909,0.346557,0.116290,
201007,0.026544,0.396278,0.101523,
201008,0.040470,0.387234,0.163584,
201009,0.043164,0.374922,0.149217,
201010,0.055990,0.358412,0.276083,
201011,0.060112,0.362593,0.328067,
201012,0.056151,0.346841,0.508614,
201101,0.013929,0.270193,0.443238,
201102,0.032172,0.256721,0.480220,
201103,0.041788,0.291599,0.394143,
201104,0.026863,0.295621,0.183123,
201105,0.034823,0.323970,0.134128,
201106,0.034823,0.320639,0.114818,
201107,0.025537,0.310015,0.130852,
201108,0.045235,0.388133,0.142964,
201109,0.033498,0.345579,0.117796,
201110,0.044110,0.381629,0.210624,
201111,0.051237,0.309855,0.292431,
201112,0.058402,0.322391,0.330951,
201201,0.037871,0.274542,0.397729,
201202,0.028336,0.271081,0.468692,
201203,0.031613,0.281678,0.315864,
201204,0.022945,0.281286,0.179588,
201205,0.025355,0.305854,0.107881,
201206,0.030421,0.310010,0.110260,
201207,0.031613,0.329397,0.119329,
201208,0.033699,0.400124,0.135781,
201209,0.033699,0.330660,0.115414,
201210,0.051281,0.319984,0.204861,
201211,0.033375,0.323435,0.229737,
201212,0.039957,0.302169,0.407343,
201301,0.033276,0.277322,0.392880,
201302,0.022371,0.253577,0.359801,
201303,0.033871,0.308250,0.367031,
201304,0.020702,0.276547,0.183789,
201305,0.016101,0.354635,0.090563,
201306,0.020702,0.320005,0.077631,
201307,0.019628,0.344986,0.106502,
201308,0.020702,0.391690,0.103136,
201309,0.027602,0.327605,0.124101,
201310,0.032202,0.331617,0.223056,
201311,0.035576,0.303515,0.316818,
201312,0.018401,0.282135,0.383380,
201401,0.015921,0.286420,0.387522,
201402,0.034498,0.266358,0.287356,
201403,0.013457,0.286800,0.227636,
201404,0.015921,0.320974,0.166213,
201405,0.012321,0.327529,0.113502,
201406,0.014785,0.323786,0.102551,
201407,0.017249,0.371621,0.106883,
201408,0.017249,0.377725,0.130878,
201409,0.019713,0.364529,0.113161,
201410,0.029570,0.341416,0.224229,
201411,0.022177,0.307017,0.270321,
201412,0.029570,0.316779,0.318117,
201501,0.014950,0.298948,0.301425,
201502,0.008216,0.291636,0.256425,
201503,0.013694,0.331404,0.229218,
201504,0.016433,0.324392,0.178286,
201505,0.010955,0.327599,0.105884,
201506,0.010955,0.331255,0.111913,
201507,0.016433,0.374612,0.133678,
201508,0.021910,0.417970,0.184904,
201509,0.016433,0.374912,0.152894,
201510,0.024649,0.371405,0.264317,
201511,0.016433,0.301789,0.294562,
201512,0.019171,0.320802,0.292454,
201601,0.015659,0.294245,0.457701,
201602,0.010439,0.280774,0.246591,
201603,0.018268,0.297862,0.260665,
201604,0.010439,0.332466,0.171447,
201605,0.010439,0.345938,0.109049,
201606,0.014286,0.338989,0.121696,
201607,0.005220,0.359488,0.110821,
201608,0.010439,0.427793,0.104374,
201609,0.023488,0.387570,0.107622,
201610,0.026098,0.352966,0.263224,
201611,0.010439,0.325802,0.347078,
201612,0.010439,0.315236,0.306922,
201701,0.009263,0.294018,0.367148,
201702,0.014520,0.284309,0.326684,
201703,0.009340,0.324353,0.237213,
201704,0.008313,0.330241,0.193006,
201705,0.009695,0.370683,0.111167,
201706,0.007385,0.370485,0.095759,
201707,0.015143,0.373223,0.093551,
201708,0.015668,0.442534,0.093791,
201709,0.017201,0.396265,0.105023,
201710,0.019404,0.379660,0.195742,
201711,0.019249,0.343971,0.229917,
201712,0.022072,0.367273,0.250365,
201801,0.021576,0.326728,0.330834,
201802,0.009408,0.309983,0.410833,
201803,0.018181,0.336857,0.377395,
201804,0.013757,0.347048,0.146584,
201805,0.013643,0.393842,0.085685,
201806,0.015276,0.380675,0.105126,
201807,0.010195,0.403495,0.134628,
201808,0.014038,0.430507,0.163886,
201809,0.015519,0.370345,0.152708,
201810,0.014998,0.370484,0.197519,
201811,0.030952,0.350363,0.270762,
201812,0.019496,0.340233,0.327772,
201901,0.015489,0.339489,0.390597,
201902,0.010865,0.315397,0.266080,
201903,0.011087,0.339837,0.248734,
201904,0.013765,0.364134,0.135764,
201905,0.016101,0.380572,0.130865,
201906,0.005287,0.367036,0.131065,
201907,0.012505,0.401256,0.140063,
201908,0.015335,0.431941,0.197748,
201909,0.014592,0.346288,0.214743,
201910,0.018117,0.353088,0.211894,
201911,0.019094,0.325953,0.236387,
201912,0.013971,0.353436,0.244435,
202001,0.007955,0.278644,0.229741,
202002,0.004450,0.278653,0.227996,
202003,0.003398,0.360760,0.206029,
202004,0.011583,0.332965,0.153464,
202005,0.009958,0.360614,0.132532,
202006,0.010045,0.345258,0.137401,
202007,0.009055,0.411332,0.086121,
202008,0.007346,0.435571,0.151598,
202009,0.004586,0.382321,0.123582,
202010,0.009195,0.345417,0.148764,
202011,0.010925,0.320641,0.222953,
202012,0.010025,0.321818,0.282843,
202101,0.003749,0.277270,0.341040,
202102,0.009676,0.287007,0.331272,
202103,0.007178,0.363689,0.251308,
202104,0.006217,0.359124,0.148888,
202105,0.006303,0.353841,0.089447,
202106,0.006860,0.370154,0.080967,
202107,0.006518,0.419226,0.104243,
202108,0.009032,0.431130,0.060534,
202109,0.005209,0.381696,0.125885,
202110,0.001423,0.356958,0.141898,
202111,0.006281,0.324108,0.208123,
202112,0.008114,0.384314,0.347936,
202201,0.004910,0.281594,0.268595,
202202,0.003858,0.293254,0.192386,
202203,0.003961,0.389158,0.182510,
202204,0.004962,0.312019,0.118133,
202205,0.000594,0.346115,0.076223,
202206,0.010433,0.351936,0.035317,
202207,0.010163,0.362280,0.033422,
202208,0.001932,0.444975,0.076460,
202209,0.001189,0.408182,0.068205,
202210,0.006965,0.419620,0.049039,
202211,0.003089,0.359543,0.198566,
202212,0.003014,0.377642,0.294098,
202301,0.001610,0.344758,0.200021,
202302,0.002325,0.322143,0.218688,
202303,0.001138,0.357287,0.183829,
202304,0.001665,0.345119,0.072537,
202305,0.002165,0.382462,0.043621,
202306,0.002156,0.364553,0.062281,
202307,0.002417,0.367305,0.035995,
202308,0.002334,0.434562,0.073867,
202309,0.002385,0.382771,0.092479,
202310,0.003305,0.348959,0.126769,
202311,0.004304,0.345747,0.181792,
202312,0.004281,0.344072,0.225808,
202401,0.000922,0.339979,0.348313,
202402,0.002440,0.313715,0.237926,
202403,0.001169,0.350800,0.166416,
202404,0.003592,0.335150,0.087947,
202405,0.002775,0.377824,0.039418,
202406,0.000990,0.362985,0.029290,
202407,0.001972,0.389712,0.064381,
202408,0.000132,0.430539,0.080532,
202409,0.002454,0.377423,0.091245,
202410,0.001879,0.352950,0.101329,
202411,0.001309,0.333445,0.168525,
202412,0.001022,0.338558,0.188572,
202501,0.000117,0.303056,0.208506,
202502,0.002884,0.292988,0.295184,
202503,,,0.163193,
202504,,,,
202505,,,,
202506,,,,
202507,,,,
202508,,,,
202509,,,,
202510,,,,
202511,,,,
202512,,,,
